West Germany, Cohort fertility rates by birth cohort, age and birth order (horizontal parallelograms, age in completed years (ACY))
Last modified: 04/02/2019
Cohort  Age        ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
1962     35           .           .           .           .           .           .
1962     36           .           .           .           .           .           .
1962     37           .           .           .           .           .           .
1962     38           .           .           .           .           .           .
1962     39           .           .           .           .           .           .
1962     40           .           .           .           .           .           .
1962     41           .           .           .           .           .           .
1962     42           .           .           .           .           .           .
1962     43           .           .           .           .           .           .
1962     44           .           .           .           .           .           .
1962     45           .           .           .           .           .           .
1962     46           .           .           .           .           .           .
1962     47     0.00019     0.00007     0.00005     0.00003     0.00002     0.00002
1962     48     0.00011     0.00004     0.00004     0.00001     0.00001     0.00001
1962     49     0.00007     0.00002     0.00002     0.00001     0.00001     0.00001
1962     50     0.00005     0.00002     0.00001     0.00001     0.00000     0.00001
1962     51     0.00004     0.00002     0.00001     0.00001     0.00000     0.00000
1962     52     0.00003     0.00001     0.00001     0.00000     0.00000     0.00000
1962     53     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
1962     54     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1962     55+          .           .           .           .           .           .
1963     12-          .           .           .           .           .           .
1963     13           .           .           .           .           .           .
1963     14           .           .           .           .           .           .
1963     15           .           .           .           .           .           .
1963     16           .           .           .           .           .           .
1963     17           .           .           .           .           .           .
1963     18           .           .           .           .           .           .
1963     19           .           .           .           .           .           .
1963     20           .           .           .           .           .           .
1963     21           .           .           .           .           .           .
1963     22           .           .           .           .           .           .
1963     23           .           .           .           .           .           .
1963     24           .           .           .           .           .           .
1963     25           .           .           .           .           .           .
1963     26           .           .           .           .           .           .
1963     27           .           .           .           .           .           .
1963     28           .           .           .           .           .           .
1963     29           .           .           .           .           .           .
1963     30           .           .           .           .           .           .
1963     31           .           .           .           .           .           .
1963     32           .           .           .           .           .           .
1963     33           .           .           .           .           .           .
1963     34           .           .           .           .           .           .
1963     35           .           .           .           .           .           .
1963     36           .           .           .           .           .           .
1963     37           .           .           .           .           .           .
1963     38           .           .           .           .           .           .
1963     39           .           .           .           .           .           .
1963     40           .           .           .           .           .           .
1963     41           .           .           .           .           .           .
1963     42           .           .           .           .           .           .
1963     43           .           .           .           .           .           .
1963     44           .           .           .           .           .           .
1963     45           .           .           .           .           .           .
1963     46     0.00044     0.00014     0.00011     0.00008     0.00004     0.00007
1963     47     0.00023     0.00007     0.00006     0.00004     0.00002     0.00004
1963     48     0.00014     0.00005     0.00004     0.00002     0.00001     0.00002
1963     49     0.00009     0.00004     0.00002     0.00001     0.00001     0.00001
1963     50     0.00006     0.00003     0.00001     0.00001     0.00001     0.00001
1963     51     0.00004     0.00002     0.00001     0.00001     0.00000     0.00000
1963     52     0.00003     0.00001     0.00001     0.00000     0.00000     0.00000
1963     53     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
1963     54           .           .           .           .           .           .
1963     55+          .           .           .           .           .           .
1964     12-          .           .           .           .           .           .
1964     13           .           .           .           .           .           .
1964     14           .           .           .           .           .           .
1964     15           .           .           .           .           .           .
1964     16           .           .           .           .           .           .
1964     17           .           .           .           .           .           .
1964     18           .           .           .           .           .           .
1964     19           .           .           .           .           .           .
1964     20           .           .           .           .           .           .
1964     21           .           .           .           .           .           .
1964     22           .           .           .           .           .           .
1964     23           .           .           .           .           .           .
1964     24           .           .           .           .           .           .
1964     25           .           .           .           .           .           .
1964     26           .           .           .           .           .           .
1964     27           .           .           .           .           .           .
1964     28           .           .           .           .           .           .
1964     29           .           .           .           .           .           .
1964     30           .           .           .           .           .           .
1964     31           .           .           .           .           .           .
1964     32           .           .           .           .           .           .
1964     33           .           .           .           .           .           .
1964     34           .           .           .           .           .           .
1964     35           .           .           .           .           .           .
1964     36           .           .           .           .           .           .
1964     37           .           .           .           .           .           .
1964     38           .           .           .           .           .           .
1964     39           .           .           .           .           .           .
1964     40           .           .           .           .           .           .
1964     41           .           .           .           .           .           .
1964     42           .           .           .           .           .           .
1964     43           .           .           .           .           .           .
1964     44           .           .           .           .           .           .
1964     45     0.00096     0.00027     0.00026     0.00020     0.00009     0.00013
1964     46     0.00046     0.00013     0.00013     0.00009     0.00005     0.00006
1964     47     0.00024     0.00008     0.00007     0.00003     0.00003     0.00002
1964     48     0.00015     0.00006     0.00004     0.00002     0.00001     0.00001
1964     49     0.00008     0.00003     0.00002     0.00001     0.00001     0.00001
1964     50     0.00006     0.00003     0.00002     0.00001     0.00001     0.00001
1964     51     0.00005     0.00002     0.00001     0.00001     0.00000     0.00001
1964     52     0.00003     0.00001     0.00001     0.00001     0.00000     0.00000
1964     53           .           .           .           .           .           .
1964     54           .           .           .           .           .           .
1964     55+          .           .           .           .           .           .
1965     12-          .           .           .           .           .           .
1965     13           .           .           .           .           .           .
1965     14           .           .           .           .           .           .
1965     15           .           .           .           .           .           .
1965     16           .           .           .           .           .           .
1965     17           .           .           .           .           .           .
1965     18           .           .           .           .           .           .
1965     19           .           .           .           .           .           .
1965     20           .           .           .           .           .           .
1965     21           .           .           .           .           .           .
1965     22           .           .           .           .           .           .
1965     23           .           .           .           .           .           .
1965     24           .           .           .           .           .           .
1965     25           .           .           .           .           .           .
1965     26           .           .           .           .           .           .
1965     27           .           .           .           .           .           .
1965     28           .           .           .           .           .           .
1965     29           .           .           .           .           .           .
1965     30           .           .           .           .           .           .
1965     31           .           .           .           .           .           .
1965     32           .           .           .           .           .           .
1965     33           .           .           .           .           .           .
1965     34           .           .           .           .           .           .
1965     35           .           .           .           .           .           .
1965     36           .           .           .           .           .           .
1965     37           .           .           .           .           .           .
1965     38           .           .           .           .           .           .
1965     39           .           .           .           .           .           .
1965     40           .           .           .           .           .           .
1965     41           .           .           .           .           .           .
1965     42           .           .           .           .           .           .
1965     43           .           .           .           .           .           .
1965     44     0.00206     0.00059     0.00057     0.00040     0.00022     0.00028
1965     45     0.00105     0.00030     0.00029     0.00020     0.00011     0.00014
1965     46     0.00047     0.00016     0.00012     0.00008     0.00005     0.00006
1965     47     0.00024     0.00010     0.00007     0.00003     0.00002     0.00003
1965     48     0.00012     0.00005     0.00003     0.00002     0.00001     0.00001
1965     49     0.00009     0.00004     0.00002     0.00001     0.00001     0.00001
1965     50     0.00008     0.00004     0.00002     0.00001     0.00001     0.00001
1965     51     0.00006     0.00003     0.00001     0.00001     0.00001     0.00001
1965     52           .           .           .           .           .           .
1965     53           .           .           .           .           .           .
1965     54           .           .           .           .           .           .
1965     55+          .           .           .           .           .           .
1966     12-          .           .           .           .           .           .
1966     13           .           .           .           .           .           .
1966     14           .           .           .           .           .           .
1966     15           .           .           .           .           .           .
1966     16           .           .           .           .           .           .
1966     17           .           .           .           .           .           .
1966     18           .           .           .           .           .           .
