Germany, Cumulative period fertility rates by birth order (vertical parallelograms)
Last modified: 04/02/2019
Year  ARDY  Cohort     CPFR     CPFR1     CPFR2     CPFR3     CPFR4    CPFR5p
2011   29    1982     0.490     0.322     0.128     0.030     0.007     0.003
2011   30    1981     0.582     0.371     0.159     0.038     0.009     0.004
2011   31    1980     0.680     0.422     0.193     0.048     0.012     0.005
2011   32    1979     0.780     0.471     0.230     0.059     0.015     0.006
2011   33    1978     0.879     0.515     0.267     0.070     0.018     0.008
2011   34    1977     0.971     0.553     0.305     0.082     0.021     0.010
2011   35    1976     1.057     0.587     0.340     0.094     0.024     0.011
2011   36    1975     1.134     0.615     0.372     0.106     0.028     0.013
2011   37    1974     1.201     0.638     0.399     0.117     0.031     0.015
2011   38    1973     1.256     0.656     0.421     0.128     0.034     0.017
2011   39    1972     1.298     0.669     0.438     0.136     0.037     0.019
2011   40    1971     1.331     0.678     0.451     0.142     0.039     0.020
2011   41    1970     1.355     0.686     0.460     0.147     0.041     0.022
2011   42    1969     1.370     0.690     0.465     0.150     0.042     0.023
2011   43    1968     1.380     0.693     0.469     0.152     0.043     0.023
2011   44    1967     1.385     0.694     0.470     0.153     0.044     0.024
2011   45    1966     1.388     0.695     0.471     0.154     0.044     0.024
2011   46    1965     1.389     0.696     0.472     0.154     0.044     0.024
2011   47    1964     1.390     0.696     0.472     0.154     0.044     0.024
2011   48    1963     1.390     0.696     0.472     0.154     0.044     0.024
2011   49    1962     1.390     0.696     0.472     0.154     0.044     0.024
2011   50    1961     1.390     0.696     0.472     0.154     0.044     0.024
2011   51    1960     1.390     0.696     0.472     0.154     0.044     0.024
2011   52    1959     1.390     0.696     0.472     0.154     0.044     0.024
2011   53    1958     1.390     0.696     0.472     0.154     0.044     0.024
2011   54    1957     1.390     0.696     0.472     0.154     0.044     0.024
2011   55    1956     1.390     0.696     0.472     0.154     0.044     0.024
2012   12    2000     0.000     0.000     0.000     0.000     0.000     0.000
2012   13    1999     0.000     0.000     0.000     0.000     0.000     0.000
2012   14    1998     0.000     0.000     0.000     0.000     0.000     0.000
2012   15    1997     0.000     0.000     0.000     0.000     0.000     0.000
2012   16    1996     0.001     0.001     0.000     0.000     0.000     0.000
2012   17    1995     0.003     0.003     0.000     0.000     0.000     0.000
2012   18    1994     0.008     0.007     0.000     0.000     0.000     0.000
2012   19    1993     0.016     0.015     0.001     0.000     0.000     0.000
2012   20    1992     0.031     0.028     0.003     0.000     0.000     0.000
2012   21    1991     0.053     0.047     0.006     0.001     0.000     0.000
2012   22    1990     0.081     0.068     0.012     0.001     0.000     0.000
2012   23    1989     0.113     0.091     0.019     0.003     0.000     0.000
2012   24    1988     0.152     0.117     0.029     0.005     0.001     0.000
2012   25    1987     0.199     0.148     0.042     0.008     0.001     0.000
2012   26    1986     0.256     0.183     0.058     0.012     0.002     0.000
2012   27    1985     0.324     0.225     0.078     0.017     0.004     0.001
2012   28    1984     0.401     0.270     0.102     0.023     0.005     0.002
2012   29    1983     0.487     0.318     0.129     0.030     0.007     0.002
2012   30    1982     0.579     0.367     0.160     0.038     0.010     0.003
2012   31    1981     0.679     0.420     0.195     0.048     0.012     0.005
2012   32    1980     0.781     0.469     0.232     0.059     0.015     0.006
2012   33    1979     0.882     0.515     0.271     0.070     0.018     0.008
2012   34    1978     0.976     0.554     0.309     0.082     0.021     0.009
2012   35    1977     1.064     0.588     0.346     0.094     0.025     0.011
2012   36    1976     1.143     0.616     0.379     0.106     0.028     0.013
2012   37    1975     1.212     0.640     0.407     0.118     0.032     0.015
2012   38    1974     1.268     0.658     0.431     0.128     0.035     0.017
2012   39    1973     1.313     0.671     0.448     0.137     0.038     0.019
2012   40    1972     1.347     0.681     0.462     0.144     0.040     0.020
2012   41    1971     1.372     0.689     0.471     0.149     0.042     0.021
2012   42    1970     1.388     0.694     0.477     0.152     0.044     0.022
2012   43    1969     1.398     0.697     0.480     0.154     0.045     0.023
2012   44    1968     1.404     0.698     0.482     0.155     0.045     0.024
2012   45    1967     1.407     0.699     0.483     0.156     0.045     0.024
2012   46    1966     1.408     0.699     0.483     0.156     0.046     0.024
2012   47    1965     1.409     0.700     0.484     0.156     0.046     0.024
2012   48    1964     1.409     0.700     0.484     0.156     0.046     0.024
2012   49    1963     1.410     0.700     0.484     0.156     0.046     0.024
2012   50    1962     1.410     0.700     0.484     0.156     0.046     0.024
2012   51    1961     1.410     0.700     0.484     0.156     0.046     0.024
2012   52    1960     1.410     0.700     0.484     0.156     0.046     0.024
2012   53    1959     1.410     0.700     0.484     0.156     0.046     0.024
2012   54    1958     1.410     0.700     0.484     0.156     0.046     0.024
2012   55    1957     1.410     0.700     0.484     0.156     0.046     0.024
2013   12    2001     0.000     0.000     0.000     0.000     0.000     0.000
2013   13    2000     0.000     0.000     0.000     0.000     0.000     0.000
2013   14    1999     0.000     0.000     0.000     0.000     0.000     0.000
2013   15    1998     0.000     0.000     0.000     0.000     0.000     0.000
2013   16    1997     0.001     0.001     0.000     0.000     0.000     0.000
2013   17    1996     0.003     0.003     0.000     0.000     0.000     0.000
2013   18    1995     0.007     0.007     0.000     0.000     0.000     0.000
2013   19    1994     0.016     0.015     0.001     0.000     0.000     0.000
2013   20    1993     0.031     0.028     0.003     0.000     0.000     0.000
2013   21    1992     0.051     0.045     0.006     0.001     0.000     0.000
2013   22    1991     0.077     0.064     0.011     0.001     0.000     0.000
2013   23    1990     0.109     0.087     0.019     0.003     0.000     0.000
2013   24    1989     0.147     0.112     0.028     0.005     0.001     0.000
2013   25    1988     0.192     0.142     0.041     0.008     0.001     0.000
2013   26    1987     0.248     0.177     0.056     0.012     0.002     0.001
2013   27    1986     0.314     0.218     0.075     0.017     0.003     0.001
2013   28    1985     0.390     0.263     0.098     0.023     0.005     0.002
2013   29    1984     0.476     0.311     0.125     0.030     0.007     0.003
2013   30    1983     0.569     0.362     0.156     0.038     0.009     0.003
2013   31    1982     0.668     0.414     0.190     0.047     0.012     0.005
2013   32    1981     0.771     0.465     0.228     0.058     0.015     0.006
2013   33    1980     0.873     0.512     0.267     0.069     0.018     0.008
2013   34    1979     0.970     0.552     0.306     0.081     0.021     0.009
2013   35    1978     1.060     0.587     0.343     0.094     0.025     0.011
2013   36    1977     1.141     0.617     0.377     0.106     0.028     0.013
2013   37    1976     1.211     0.641     0.406     0.118     0.032     0.015
2013   38    1975     1.270     0.660     0.430     0.128     0.035     0.017
2013   39    1974     1.317     0.674     0.449     0.137     0.038     0.018
2013   40    1973     1.353     0.685     0.463     0.144     0.040     0.020
2013   41    1972     1.379     0.693     0.473     0.150     0.042     0.021
2013   42    1971     1.396     0.698     0.479     0.153     0.044     0.022
2013   43    1970     1.407     0.701     0.483     0.155     0.045     0.023
2013   44    1969     1.413     0.703     0.485     0.156     0.045     0.023
2013   45    1968     1.416     0.704     0.486     0.157     0.045     0.024
2013   46    1967     1.418     0.704     0.486     0.157     0.046     0.024
2013   47    1966     1.418     0.705     0.487     0.158     0.046     0.024
2013   48    1965     1.419     0.705     0.487     0.158     0.046     0.024
2013   49    1964     1.419     0.705     0.487     0.158     0.046     0.024
2013   50    1963     1.419     0.705     0.487     0.158     0.046     0.024
2013   51    1962     1.419     0.705     0.487     0.158     0.046     0.024
2013   52    1961     1.419     0.705     0.487     0.158     0.046     0.024
2013   53    1960     1.419     0.705     0.487     0.158     0.046     0.024
2013   54    1959     1.419     0.705     0.487     0.158     0.046     0.024
2013   55    1958     1.419     0.705     0.487     0.158     0.046     0.024
2014   12    2002     0.000     0.000     0.000     0.000     0.000     0.000
2014   13    2001     0.000     0.000     0.000     0.000     0.000     0.000
2014   14    2000     0.000     0.000     0.000     0.000     0.000     0.000
2014   15    1999     0.000     0.000     0.000     0.000     0.000     0.000
2014   16    1998     0.001     0.001     0.000     0.000     0.000     0.000
2014   17    1997     0.003     0.003     0.000     0.000     0.000     0.000
2014   18    1996     0.008     0.007     0.000     0.000     0.000     0.000
2014   19    1995     0.016     0.015     0.001     0.000     0.000     0.000
2014   20    1994     0.031     0.028     0.003     0.000     0.000     0.000
2014   21    1993     0.051     0.044     0.006     0.001     0.000     0.000
2014   22    1992     0.077     0.063     0.012     0.002     0.000     0.000
2014   23    1991     0.108     0.085     0.019     0.003     0.000     0.000
2014   24    1990     0.146     0.111     0.029     0.005     0.001     0.000
2014   25    1989     0.192     0.140     0.042     0.008     0.002     0.000
2014   26    1988     0.248     0.175     0.057     0.012     0.003     0.001
2014   27    1987     0.315     0.217     0.076     0.017     0.004     0.001
2014   28    1986     0.392     0.263     0.099     0.023     0.005     0.002
2014   29    1985     0.480     0.314     0.126     0.030     0.007     0.003
2014   30    1984     0.577     0.367     0.157     0.039     0.010     0.004
2014   31    1983     0.681     0.422     0.192     0.049     0.013     0.005
2014   32    1982     0.789     0.477     0.231     0.060     0.016     0.006
2014   33    1981     0.897     0.527     0.271     0.072     0.019     0.008
2014   34    1980     0.999     0.571     0.312     0.085     0.022     0.010
2014   35    1979     1.094     0.608     0.350     0.098     0.026     0.012
2014   36    1978     1.179     0.639     0.386     0.111     0.029     0.014
2014   37    1977     1.253     0.665     0.416     0.123     0.033     0.016
2014   38    1976     1.314     0.685     0.441     0.134     0.036     0.018
2014   39    1975     1.364     0.701     0.461     0.143     0.040     0.020
2014   40    1974     1.403     0.712     0.476     0.151     0.042     0.021
2014   41    1973     1.432     0.721     0.487     0.156     0.044     0.023
2014   42    1972     1.450     0.727     0.494     0.160     0.046     0.024
2014   43    1971     1.462     0.730     0.498     0.162     0.047     0.025
2014   44    1970     1.469     0.732     0.500     0.164     0.048     0.025
2014   45    1969     1.472     0.733     0.501     0.164     0.048     0.026
2014   46    1968     1.474     0.733     0.502     0.165     0.048     0.026
2014   47    1967     1.474     0.734     0.502     0.165     0.048     0.026
2014   48    1966     1.475     0.734     0.502     0.165     0.048     0.026
2014   49    1965     1.475     0.734     0.502     0.165     0.048     0.026
2014   50    1964     1.475     0.734     0.502     0.165     0.048     0.026
2014   51    1963     1.475     0.734     0.502     0.165     0.048     0.026
2014   52    1962     1.475     0.734     0.502     0.165     0.048     0.026
2014   53    1961     1.475     0.734     0.502     0.165     0.048     0.026
2014   54    1960     1.475     0.734     0.502     0.165     0.048     0.026
2014   55    1959     1.475     0.734     0.502     0.165     0.048     0.026
2015   12    2003     0.000     0.000     0.000     0.000     0.000     0.000
2015   13    2002     0.000     0.000     0.000     0.000     0.000     0.000
2015   14    2001     0.000     0.000     0.000     0.000     0.000     0.000
2015   15    2000     0.000     0.000     0.000     0.000     0.000     0.000
2015   16    1999     0.001     0.001     0.000     0.000     0.000     0.000
2015   17    1998     0.003     0.003     0.000     0.000     0.000     0.000
2015   18    1997     0.008     0.007     0.000     0.000     0.000     0.000
2015   19    1996     0.016     0.015     0.001     0.000     0.000     0.000
2015   20    1995     0.031     0.027     0.003     0.000     0.000     0.000
2015   21    1994     0.051     0.044     0.007     0.001     0.000     0.000
2015   22    1993     0.078     0.063     0.013     0.002     0.000     0.000
2015   23    1992     0.109     0.084     0.021     0.003     0.001     0.000
2015   24    1991     0.147     0.109     0.031     0.006     0.001     0.000
2015   25    1990     0.193     0.138     0.044     0.009     0.002     0.000
2015   26    1989     0.249     0.173     0.059     0.013     0.003     0.001
2015   27    1988     0.316     0.214     0.078     0.018     0.004     0.001
2015   28    1987     0.394     0.261     0.101     0.024     0.006     0.002
2015   29    1986     0.484     0.312     0.129     0.032     0.008     0.003
2015   30    1985     0.582     0.367     0.161     0.041     0.010     0.004
2015   31    1984     0.688     0.422     0.196     0.051     0.013     0.005
2015   32    1983     0.798     0.478     0.235     0.062     0.017     0.007
2015   33    1982     0.907     0.529     0.276     0.074     0.020     0.009
2015   34    1981     1.013     0.573     0.318     0.087     0.024     0.010
2015   35    1980     1.110     0.611     0.358     0.100     0.027     0.012
2015   36    1979     1.198     0.643     0.395     0.114     0.031     0.014
2015   37    1978     1.274     0.670     0.427     0.127     0.035     0.017
2015   38    1977     1.337     0.690     0.452     0.138     0.038     0.019
2015   39    1976     1.387     0.705     0.472     0.148     0.042     0.020
2015   40    1975     1.427     0.717     0.488     0.155     0.044     0.022
2015   41    1974     1.457     0.726     0.499     0.161     0.047     0.024
2015   42    1973     1.477     0.732     0.506     0.165     0.048     0.025
2015   43    1972     1.489     0.736     0.510     0.168     0.049     0.026
2015   44    1971     1.495     0.738     0.512     0.169     0.050     0.026
2015   45    1970     1.499     0.739     0.514     0.170     0.050     0.027
2015   46    1969     1.501     0.739     0.514     0.170     0.050     0.027
2015   47    1968     1.502     0.739     0.514     0.170     0.050     0.027
2015   48    1967     1.502     0.740     0.515     0.170     0.051     0.027
2015   49    1966     1.502     0.740     0.515     0.170     0.051     0.027
2015   50    1965     1.502     0.740     0.515     0.170     0.051     0.027
2015   51    1964     1.503     0.740     0.515     0.170     0.051     0.027
2015   52    1963     1.503     0.740     0.515     0.170     0.051     0.027
2015   53    1962     1.503     0.740     0.515     0.170     0.051     0.027
2015   54    1961     1.503     0.740     0.515     0.170     0.051     0.027
2015   55    1960     1.503     0.740     0.515     0.170     0.051     0.027
2016   12    2004     0.000     0.000     0.000     0.000     0.000     0.000
2016   13    2003     0.000     0.000     0.000     0.000     0.000     0.000
2016   14    2002     0.000     0.000     0.000     0.000     0.000     0.000
2016   15    2001     0.000     0.000     0.000     0.000     0.000     0.000
2016   16    2000     0.001     0.001     0.000     0.000     0.000     0.000
2016   17    1999     0.003     0.003     0.000     0.000     0.000     0.000
2016   18    1998     0.009     0.008     0.000     0.000     0.000     0.000
2016   19    1997     0.019     0.017     0.002     0.000     0.000     0.000
2016   20    1996     0.036     0.031     0.004     0.001     0.000     0.000
2016   21    1995     0.059     0.049     0.009     0.001     0.000     0.000
2016   22    1994     0.089     0.070     0.016     0.003     0.000     0.000
2016   23    1993     0.124     0.094     0.025     0.005     0.001     0.000
2016   24    1992     0.165     0.119     0.037     0.008     0.001     0.000
2016   25    1991     0.214     0.149     0.050     0.012     0.002     0.001
2016   26    1990     0.272     0.184     0.067     0.017     0.004     0.001
2016   27    1989     0.342     0.226     0.087     0.022     0.005     0.002
2016   28    1988     0.424     0.274     0.111     0.029     0.007     0.002
2016   29    1987     0.517     0.327     0.139     0.038     0.010     0.004
2016   30    1986     0.621     0.383     0.173     0.047     0.013     0.005
2016   31    1985     0.732     0.441     0.210     0.058     0.016     0.007
2016   32    1984     0.848     0.498     0.251     0.070     0.020     0.009
2016   33    1983     0.963     0.551     0.295     0.083     0.023     0.011
2016   34    1982     1.073     0.597     0.339     0.097     0.028     0.013
2016   35    1981     1.175     0.636     0.381     0.111     0.032     0.015
2016   36    1980     1.268     0.670     0.420     0.125     0.036     0.018
2016   37    1979     1.350     0.698     0.453     0.139     0.040     0.020
2016   38    1978     1.418     0.719     0.481     0.151     0.044     0.022
2016   39    1977     1.471     0.735     0.503     0.162     0.048     0.025
2016   40    1976     1.514     0.747     0.519     0.170     0.051     0.027
2016   41    1975     1.546     0.757     0.531     0.176     0.053     0.028
2016   42    1974     1.567     0.763     0.539     0.181     0.055     0.030
2016   43    1973     1.581     0.767     0.543     0.183     0.056     0.031
2016   44    1972     1.589     0.769     0.546     0.185     0.057     0.031
2016   45    1971     1.593     0.770     0.547     0.186     0.057     0.032
2016   46    1970     1.594     0.771     0.548     0.186     0.058     0.032
2016   47    1969     1.596     0.771     0.548     0.186     0.058     0.032
2016   48    1968     1.596     0.771     0.548     0.186     0.058     0.032
2016   49    1967     1.596     0.772     0.548     0.186     0.058     0.032
2016   50    1966     1.597     0.772     0.548     0.186     0.058     0.032
2016   51    1965     1.597     0.772     0.549     0.186     0.058     0.032
2016   52    1964     1.597     0.772     0.549     0.186     0.058     0.032
2016   53    1963     1.597     0.772     0.549     0.186     0.058     0.032
2016   54    1962     1.597     0.772     0.549     0.186     0.058     0.032
2016   55    1961     1.597     0.772     0.549     0.186     0.058     0.032
2017   12    2005     0.000     0.000     0.000     0.000     0.000     0.000
2017   13    2004     0.000     0.000     0.000     0.000     0.000     0.000
2017   14    2003     0.000     0.000     0.000     0.000     0.000     0.000
2017   15    2002     0.000     0.000     0.000     0.000     0.000     0.000
2017   16    2001     0.001     0.001     0.000     0.000     0.000     0.000
2017   17    2000     0.003     0.003     0.000     0.000     0.000     0.000
2017   18    1999     0.007     0.007     0.000     0.000     0.000     0.000
2017   19    1998     0.016     0.014     0.002     0.000     0.000     0.000
2017   20    1997     0.031     0.026     0.004     0.000     0.000     0.000
2017   21    1996     0.051     0.042     0.008     0.001     0.000     0.000
2017   22    1995     0.078     0.060     0.015     0.002     0.000     0.000
2017   23    1994     0.111     0.082     0.024     0.005     0.001     0.000
2017   24    1993     0.150     0.106     0.035     0.008     0.001     0.000
2017   25    1992     0.196     0.134     0.048     0.012     0.002     0.001
2017   26    1991     0.253     0.168     0.065     0.016     0.004     0.001
2017   27    1990     0.321     0.208     0.084     0.022     0.006     0.002
2017   28    1989     0.401     0.254     0.108     0.029     0.008     0.002
2017   29    1988     0.492     0.306     0.136     0.037     0.010     0.003
2017   30    1987     0.594     0.362     0.168     0.047     0.013     0.005
2017   31    1986     0.705     0.419     0.206     0.057     0.016     0.006
2017   32    1985     0.820     0.476     0.247     0.070     0.020     0.008
2017   33    1984     0.935     0.528     0.291     0.083     0.024     0.010
2017   34    1983     1.045     0.573     0.335     0.097     0.028     0.013
2017   35    1982     1.147     0.612     0.377     0.111     0.032     0.015
2017   36    1981     1.239     0.645     0.415     0.126     0.036     0.017
2017   37    1980     1.321     0.672     0.449     0.140     0.040     0.020
2017   38    1979     1.388     0.693     0.477     0.152     0.044     0.022
2017   39    1978     1.443     0.709     0.499     0.163     0.048     0.025
2017   40    1977     1.485     0.721     0.516     0.171     0.051     0.027
2017   41    1976     1.518     0.730     0.528     0.177     0.054     0.029
2017   42    1975     1.539     0.736     0.536     0.182     0.055     0.030
2017   43    1974     1.553     0.740     0.540     0.185     0.057     0.031
2017   44    1973     1.561     0.742     0.543     0.186     0.057     0.032
2017   45    1972     1.565     0.743     0.544     0.187     0.058     0.032
2017   46    1971     1.567     0.744     0.545     0.188     0.058     0.032
2017   47    1970     1.568     0.745     0.545     0.188     0.058     0.033
2017   48    1969     1.569     0.745     0.545     0.188     0.058     0.033
2017   49    1968     1.569     0.745     0.546     0.188     0.058     0.033
2017   50    1967     1.569     0.745     0.546     0.188     0.058     0.033
2017   51    1966     1.569     0.745     0.546     0.188     0.058     0.033
2017   52    1965     1.569     0.745     0.546     0.188     0.058     0.033
2017   53    1964     1.570     0.745     0.546     0.188     0.058     0.033
2017   54    1963     1.570     0.745     0.546     0.188     0.058     0.033
2017   55    1962     1.570     0.745     0.546     0.188     0.058     0.033
