Germany, Period fertility rates by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 04/02/2019
Year    ARDY   Cohort        ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
2011     27     1984      0.07622     0.04472     0.02320     0.00605     0.00160     0.00065
2011     28     1983      0.08551     0.04832     0.02733     0.00714     0.00187     0.00085
2011     29     1982      0.09261     0.04955     0.03140     0.00838     0.00220     0.00108
2011     30     1981      0.09755     0.05059     0.03391     0.00938     0.00244     0.00123
2011     31     1980      0.10025     0.04871     0.03643     0.01080     0.00291     0.00141
2011     32     1979      0.09861     0.04465     0.03768     0.01163     0.00306     0.00159
2011     33     1978      0.09229     0.03797     0.03755     0.01188     0.00318     0.00172
2011     34     1977      0.08578     0.03323     0.03545     0.01199     0.00331     0.00181
2011     35     1976      0.07705     0.02811     0.03178     0.01181     0.00339     0.00197
2011     36     1975      0.06695     0.02308     0.02716     0.01141     0.00331     0.00198
2011     37     1974      0.05494     0.01770     0.02204     0.01016     0.00313     0.00190
2011     38     1973      0.04250     0.01307     0.01678     0.00817     0.00276     0.00172
2011     39     1972      0.03267     0.00990     0.01254     0.00655     0.00225     0.00144
2011     40     1971      0.02368     0.00718     0.00900     0.00457     0.00172     0.00121
2011     41     1970      0.01570     0.00460     0.00562     0.00317     0.00135     0.00097
2011     42     1969      0.00926     0.00266     0.00321     0.00191     0.00088     0.00060
2011     43     1968      0.00534     0.00150     0.00178     0.00110     0.00051     0.00046
2011     44     1967      0.00276     0.00076     0.00087     0.00058     0.00027     0.00029
2011     45     1966      0.00144     0.00039     0.00039     0.00033     0.00016     0.00018
2011     46     1965      0.00062     0.00017     0.00015     0.00012     0.00008     0.00009
2011     47     1964      0.00027     0.00009     0.00008     0.00004     0.00003     0.00003
2011     48     1963      0.00015     0.00005     0.00003     0.00002     0.00001     0.00003
2011     49     1962      0.00009     0.00003     0.00003     0.00001     0.00001     0.00001
2011     50     1961      0.00006     0.00002     0.00001     0.00001     0.00001     0.00001
2011     51     1960      0.00005     0.00002     0.00001     0.00000     0.00000     0.00001
2011     52     1959      0.00003     0.00001     0.00001     0.00000     0.00000     0.00000
2011     53     1958      0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
2011     54     1957      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2011     55+    1956-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2012     12-    2000+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2012     13     1999      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2012     14     1998      0.00013     0.00013     0.00000     0.00000     0.00000     0.00000
2012     15     1997      0.00063     0.00063     0.00001     0.00000     0.00000     0.00000
2012     16     1996      0.00204     0.00199     0.00004     0.00000     0.00000     0.00000
2012     17     1995      0.00478     0.00461     0.00017     0.00000     0.00000     0.00000
2012     18     1994      0.00853     0.00783     0.00064     0.00006     0.00000     0.00000
2012     19     1993      0.01484     0.01299     0.00171     0.00012     0.00001     0.00000
2012     20     1992      0.02223     0.01836     0.00339     0.00044     0.00003     0.00000
2012     21     1991      0.02756     0.02106     0.00560     0.00079     0.00011     0.00001
2012     22     1990      0.03262     0.02342     0.00758     0.00137     0.00022     0.00003
2012     23     1989      0.03898     0.02641     0.01005     0.00206     0.00039     0.00006
2012     24     1988      0.04710     0.03031     0.01297     0.00304     0.00066     0.00012
2012     25     1987      0.05655     0.03570     0.01578     0.00380     0.00101     0.00026
2012     26     1986      0.06794     0.04115     0.01986     0.00512     0.00138     0.00044
2012     27     1985      0.07682     0.04493     0.02370     0.00594     0.00161     0.00064
2012     28     1984      0.08588     0.04811     0.02765     0.00738     0.00190     0.00084
2012     29     1983      0.09219     0.04974     0.03095     0.00830     0.00221     0.00098
2012     30     1982      0.10022     0.05219     0.03474     0.00953     0.00253     0.00123
2012     31     1981      0.10237     0.04992     0.03743     0.01075     0.00286     0.00141
2012     32     1980      0.10012     0.04545     0.03833     0.01153     0.00320     0.00161
2012     33     1979      0.09489     0.03956     0.03834     0.01202     0.00320     0.00175
2012     34     1978      0.08774     0.03366     0.03672     0.01212     0.00340     0.00184
2012     35     1977      0.07865     0.02829     0.03318     0.01178     0.00344     0.00197
2012     36     1976      0.06889     0.02357     0.02852     0.01143     0.00350     0.00187
2012     37     1975      0.05653     0.01782     0.02314     0.01036     0.00332     0.00190
2012     38     1974      0.04463     0.01351     0.01781     0.00879     0.00295     0.00157
2012     39     1973      0.03420     0.01004     0.01322     0.00694     0.00249     0.00151
2012     40     1972      0.02515     0.00755     0.00932     0.00514     0.00186     0.00127
2012     41     1971      0.01612     0.00483     0.00577     0.00318     0.00137     0.00097
2012     42     1970      0.01004     0.00287     0.00345     0.00206     0.00094     0.00071
2012     43     1969      0.00563     0.00159     0.00188     0.00114     0.00054     0.00048
2012     44     1968      0.00294     0.00083     0.00092     0.00060     0.00029     0.00029
2012     45     1967      0.00147     0.00040     0.00043     0.00029     0.00016     0.00020
2012     46     1966      0.00074     0.00021     0.00020     0.00015     0.00009     0.00010
2012     47     1965      0.00032     0.00012     0.00008     0.00005     0.00003     0.00003
2012     48     1964      0.00019     0.00008     0.00006     0.00002     0.00002     0.00002
2012     49     1963      0.00010     0.00005     0.00004     0.00001     0.00001     0.00000
2012     50     1962      0.00004     0.00001     0.00001     0.00001     0.00000     0.00000
2012     51     1961      0.00004     0.00001     0.00001     0.00001     0.00000     0.00001
2012     52     1960      0.00003     0.00001     0.00001     0.00001     0.00000     0.00001
2012     53     1959      0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2012     54     1958      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2012     55+    1957-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2013     12-    2001+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2013     13     2000      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2013     14     1999      0.00012     0.00012     0.00000     0.00000     0.00000     0.00000
2013     15     1998      0.00068     0.00068     0.00001     0.00000     0.00000     0.00000
2013     16     1997      0.00196     0.00190     0.00006     0.00000     0.00000     0.00000
2013     17     1996      0.00439     0.00418     0.00020     0.00001     0.00000     0.00000
2013     18     1995      0.00886     0.00810     0.00069     0.00006     0.00000     0.00000
2013     19     1994      0.01460     0.01283     0.00160     0.00016     0.00001     0.00000
2013     20     1993      0.02043     0.01670     0.00329     0.00039     0.00004     0.00001
2013     21     1992      0.02627     0.01985     0.00539     0.00087     0.00014     0.00002
2013     22     1991      0.03147     0.02247     0.00732     0.00144     0.00021     0.00004
2013     23     1990      0.03802     0.02564     0.00980     0.00215     0.00037     0.00007
2013     24     1989      0.04539     0.02937     0.01228     0.00295     0.00061     0.00018
2013     25     1988      0.05567     0.03508     0.01554     0.00384     0.00095     0.00025
2013     26     1987      0.06644     0.04112     0.01907     0.00464     0.00116     0.00045
2013     27     1986      0.07575     0.04475     0.02271     0.00601     0.00164     0.00064
2013     28     1985      0.08557     0.04827     0.02730     0.00707     0.00206     0.00086
2013     29     1984      0.09326     0.05059     0.03104     0.00841     0.00226     0.00096
2013     30     1983      0.09882     0.05190     0.03396     0.00927     0.00249     0.00120
2013     31     1982      0.10360     0.05115     0.03766     0.01068     0.00277     0.00134
2013     32     1981      0.10207     0.04701     0.03890     0.01146     0.00316     0.00154
2013     33     1980      0.09651     0.04063     0.03879     0.01188     0.00331     0.00190
2013     34     1979      0.09007     0.03502     0.03741     0.01229     0.00353     0.00181
2013     35     1978      0.08136     0.02972     0.03411     0.01229     0.00348     0.00176
2013     36     1977      0.06991     0.02378     0.02902     0.01189     0.00339     0.00184
2013     37     1976      0.05848     0.01883     0.02411     0.01054     0.00324     0.00177
2013     38     1975      0.04709     0.01443     0.01897     0.00903     0.00288     0.00179
2013     39     1974      0.03593     0.01083     0.01387     0.00715     0.00251     0.00157
2013     40     1973      0.02650     0.00803     0.00979     0.00531     0.00198     0.00138
2013     41     1972      0.01723     0.00513     0.00631     0.00345     0.00139     0.00095
2013     42     1971      0.01044     0.00300     0.00374     0.00209     0.00095     0.00066
2013     43     1970      0.00599     0.00179     0.00204     0.00112     0.00055     0.00050
2013     44     1969      0.00319     0.00092     0.00097     0.00066     0.00031     0.00033
2013     45     1968      0.00154     0.00048     0.00045     0.00029     0.00014     0.00017
2013     46     1967      0.00073     0.00022     0.00022     0.00015     0.00006     0.00008
2013     47     1966      0.00040     0.00013     0.00011     0.00006     0.00003     0.00007
2013     48     1965      0.00016     0.00007     0.00004     0.00003     0.00001     0.00002
2013     49     1964      0.00010     0.00004     0.00003     0.00002     0.00001     0.00001
2013     50     1963      0.00007     0.00002     0.00001     0.00001     0.00001     0.00001
2013     51     1962      0.00005     0.00002     0.00001     0.00001     0.00000     0.00001
2013     52     1961      0.00003     0.00001     0.00001     0.00001     0.00000     0.00000
2013     53     1960      0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
2013     54     1959      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2013     55+    1958-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014     12-    2002+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014     13     2001      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014     14     2000      0.00017     0.00017     0.00000     0.00000     0.00000     0.00000
2014     15     1999      0.00073     0.00072     0.00001     0.00000     0.00000     0.00000
2014     16     1998      0.00208     0.00204     0.00004     0.00000     0.00000     0.00000
2014     17     1997      0.00475     0.00453     0.00021     0.00001     0.00000     0.00000
2014     18     1996      0.00849     0.00766     0.00077     0.00006     0.00000     0.00000
2014     19     1995      0.01449     0.01252     0.00180     0.00014     0.00002     0.00000
2014     20     1994      0.02046     0.01669     0.00322     0.00049     0.00004     0.00001
2014     21     1993      0.02552     0.01893     0.00554     0.00089     0.00015     0.00003
2014     22     1992      0.03172     0.02216     0.00774     0.00147     0.00029     0.00005
2014     23     1991      0.03790     0.02511     0.01007     0.00218     0.00047     0.00008
2014     24     1990      0.04562     0.02940     0.01230     0.00304     0.00071     0.00016
2014     25     1989      0.05567     0.03546     0.01522     0.00381     0.00089     0.00029
2014     26     1988      0.06721     0.04159     0.01890     0.00503     0.00123     0.00046
2014     27     1987      0.07727     0.04619     0.02283     0.00592     0.00165     0.00068
2014     28     1986      0.08772     0.05044     0.02701     0.00744     0.00204     0.00080
2014     29     1985      0.09723     0.05352     0.03164     0.00862     0.00238     0.00106
2014     30     1984      0.10436     0.05534     0.03507     0.00976     0.00281     0.00137
2014     31     1983      0.10809     0.05460     0.03827     0.01095     0.00284     0.00143
2014     32     1982      0.10761     0.04992     0.04067     0.01218     0.00321     0.00164
2014     33     1981      0.10208     0.04385     0.04032     0.01273     0.00338     0.00181
2014     34     1980      0.09439     0.03722     0.03883     0.01292     0.00358     0.00185
2014     35     1979      0.08555     0.03137     0.03560     0.01286     0.00371     0.00202
2014     36     1978      0.07387     0.02578     0.03017     0.01226     0.00358     0.00209
2014     37     1977      0.06138     0.01998     0.02502     0.01088     0.00352     0.00199
2014     38     1976      0.04965     0.01535     0.02016     0.00934     0.00305     0.00174
2014     39     1975      0.03895     0.01176     0.01507     0.00762     0.00270     0.00180
2014     40     1974      0.02859     0.00869     0.01074     0.00556     0.00214     0.00146
2014     41     1973      0.01883     0.00553     0.00669     0.00381     0.00165     0.00115
2014     42     1972      0.01168     0.00341     0.00405     0.00244     0.00095     0.00082
2014     43     1971      0.00656     0.00196     0.00219     0.00128     0.00059     0.00053
2014     44     1970      0.00335     0.00091     0.00107     0.00067     0.00035     0.00035
2014     45     1969      0.00161     0.00052     0.00047     0.00030     0.00016     0.00016
2014     46     1968      0.00084     0.00030     0.00023     0.00016     0.00007     0.00008
2014     47     1967      0.00037     0.00013     0.00011     0.00007     0.00003     0.00004
2014     48     1966      0.00022     0.00008     0.00006     0.00003     0.00001     0.00002
2014     49     1965      0.00010     0.00004     0.00002     0.00002     0.00001     0.00001
2014     50     1964      0.00006     0.00003     0.00002     0.00001     0.00001     0.00000
2014     51     1963      0.00005     0.00002     0.00002     0.00001     0.00000     0.00001
2014     52     1962      0.00003     0.00001     0.00001     0.00000     0.00000     0.00000
2014     53     1961      0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
2014     54     1960      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2014     55+    1959-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015     12-    2003+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015     13     2002      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015     14     2001      0.00019     0.00018     0.00001     0.00000     0.00000     0.00000
2015     15     2000      0.00079     0.00078     0.00001     0.00000     0.00000     0.00000
2015     16     1999      0.00216     0.00210     0.00006     0.00000     0.00000     0.00000
2015     17     1998      0.00465     0.00437     0.00026     0.00001     0.00000     0.00000
2015     18     1997      0.00834     0.00743     0.00083     0.00007     0.00001     0.00000
2015     19     1996      0.01447     0.01220     0.00204     0.00022     0.00001     0.00000
2015     20     1995      0.02083     0.01650     0.00374     0.00051     0.00005     0.00001
2015     21     1994      0.02616     0.01915     0.00590     0.00095     0.00016     0.00001
2015     22     1993      0.03156     0.02149     0.00814     0.00161     0.00028     0.00004
2015     23     1992      0.03810     0.02474     0.01033     0.00245     0.00045     0.00012
2015     24     1991      0.04586     0.02886     0.01260     0.00334     0.00084     0.00022
2015     25     1990      0.05567     0.03539     0.01503     0.00390     0.00104     0.00032
2015     26     1989      0.06735     0.04128     0.01920     0.00502     0.00139     0.00047
2015     27     1988      0.07810     0.04636     0.02304     0.00635     0.00169     0.00067
2015     28     1987      0.08932     0.05114     0.02774     0.00751     0.00205     0.00088
2015     29     1986      0.09871     0.05460     0.03183     0.00871     0.00247     0.00110
2015     30     1985      0.10596     0.05586     0.03566     0.01017     0.00281     0.00146
2015     31     1984      0.11011     0.05519     0.03877     0.01119     0.00334     0.00163
2015     32     1983      0.10911     0.05107     0.04112     0.01194     0.00334     0.00163
2015     33     1982      0.10536     0.04460     0.04205     0.01319     0.00374     0.00178
2015     34     1981      0.09714     0.03812     0.04008     0.01323     0.00376     0.00196
2015     35     1980      0.08777     0.03208     0.03662     0.01323     0.00367     0.00218
2015     36     1979      0.07655     0.02612     0.03161     0.01299     0.00375     0.00209
2015     37     1978      0.06258     0.02001     0.02570     0.01119     0.00359     0.00209
2015     38     1977      0.05029     0.01565     0.01980     0.00982     0.00318     0.00183
2015     39     1976      0.03964     0.01193     0.01555     0.00778     0.00258     0.00180
2015     40     1975      0.02996     0.00899     0.01121     0.00592     0.00236     0.00148
2015     41     1974      0.02028     0.00604     0.00731     0.00398     0.00167     0.00128
2015     42     1973      0.01181     0.00336     0.00410     0.00238     0.00109     0.00087
2015     43     1972      0.00657     0.00194     0.00217     0.00129     0.00063     0.00054
2015     44     1971      0.00359     0.00109     0.00114     0.00075     0.00029     0.00033
2015     45     1970      0.00185     0.00059     0.00052     0.00034     0.00017     0.00022
2015     46     1969      0.00087     0.00028     0.00027     0.00014     0.00008     0.00010
2015     47     1968      0.00044     0.00017     0.00014     0.00005     0.00004     0.00005
2015     48     1967      0.00021     0.00010     0.00004     0.00003     0.00002     0.00002
2015     49     1966      0.00014     0.00006     0.00003     0.00002     0.00002     0.00001
2015     50     1965      0.00007     0.00004     0.00002     0.00001     0.00000     0.00001
2015     51     1964      0.00006     0.00003     0.00001     0.00000     0.00000     0.00001
2015     52     1963      0.00004     0.00002     0.00001     0.00000     0.00000     0.00001
2015     53     1962      0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2015     54     1961      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2015     55+    1960-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016     12-    2004+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016     13     2003      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016     14     2002      0.00021     0.00021     0.00000     0.00000     0.00000     0.00000
2016     15     2001      0.00085     0.00084     0.00001     0.00000     0.00000     0.00000
2016     16     2000      0.00243     0.00234     0.00009     0.00000     0.00000     0.00000
2016     17     1999      0.00532     0.00490     0.00039     0.00002     0.00000     0.00000
2016     18     1998      0.00976     0.00854     0.00109     0.00013     0.00000     0.00000
2016     19     1997      0.01696     0.01390     0.00266     0.00035     0.00004     0.00000
2016     20     1996      0.02320     0.01795     0.00439     0.00074     0.00011     0.00000
2016     21     1995      0.03000     0.02123     0.00714     0.00137     0.00022     0.00003
2016     22     1994      0.03560     0.02363     0.00939     0.00211     0.00040     0.00007
2016     23     1993      0.04063     0.02538     0.01146     0.00295     0.00069     0.00015
2016     24     1992      0.04908     0.03009     0.01371     0.00399     0.00101     0.00028
2016     25     1991      0.05814     0.03468     0.01678     0.00501     0.00125     0.00041
2016     26     1990      0.06999     0.04216     0.01976     0.00574     0.00170     0.00063
2016     27     1989      0.08192     0.04802     0.02394     0.00708     0.00203     0.00087
2016     28     1988      0.09335     0.05284     0.02867     0.00828     0.00245     0.00111
2016     29     1987      0.10356     0.05632     0.03345     0.00959     0.00285     0.00136
2016     30     1986      0.11090     0.05790     0.03740     0.01080     0.00320     0.00160
2016     31     1985      0.11617     0.05712     0.04115     0.01216     0.00373     0.00201
2016     32     1984      0.11493     0.05277     0.04343     0.01282     0.00379     0.00212
2016     33     1983      0.10982     0.04579     0.04426     0.01347     0.00403     0.00228
2016     34     1982      0.10249     0.03959     0.04229     0.01413     0.00415     0.00232
2016     35     1981      0.09313     0.03364     0.03858     0.01419     0.00440     0.00232
2016     36     1980      0.08149     0.02769     0.03327     0.01392     0.00415     0.00246
2016     37     1979      0.06762     0.02117     0.02771     0.01246     0.00398     0.00229
2016     38     1978      0.05383     0.01624     0.02169     0.01021     0.00348     0.00222
2016     39     1977      0.04249     0.01254     0.01635     0.00838     0.00318     0.00205
2016     40     1976      0.03195     0.00938     0.01197     0.00645     0.00238     0.00177
2016     41     1975      0.02156     0.00631     0.00763     0.00433     0.00180     0.00148
2016     42     1974      0.01336     0.00374     0.00469     0.00271     0.00126     0.00097
2016     43     1973      0.00776     0.00222     0.00266     0.00151     0.00070     0.00066
2016     44     1972      0.00404     0.00112     0.00135     0.00076     0.00039     0.00043
2016     45     1971      0.00194     0.00064     0.00056     0.00036     0.00020     0.00018
2016     46     1970      0.00110     0.00034     0.00032     0.00020     0.00010     0.00013
2016     47     1969      0.00050     0.00022     0.00013     0.00006     0.00004     0.00006
2016     48     1968      0.00028     0.00011     0.00009     0.00004     0.00002     0.00001
2016     49     1967      0.00016     0.00008     0.00005     0.00002     0.00001     0.00001
2016     50     1966      0.00013     0.00006     0.00003     0.00002     0.00001     0.00002
2016     51     1965      0.00008     0.00003     0.00002     0.00001     0.00001     0.00001
2016     52     1964      0.00004     0.00002     0.00001     0.00001     0.00000     0.00001
2016     53     1963      0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
2016     54     1962      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2016     55+    1961-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017     12-    2005+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017     13     2004      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017     14     2003      0.00015     0.00015     0.00000     0.00000     0.00000     0.00000
2017     15     2002      0.00069     0.00068     0.00001     0.00000     0.00000     0.00000
2017     16     2001      0.00210     0.00199     0.00011     0.00001     0.00000     0.00000
2017     17     2000      0.00444     0.00412     0.00031     0.00002     0.00000     0.00000
2017     18     1999      0.00847     0.00726     0.00110     0.00010     0.00001     0.00000
2017     19     1998      0.01485     0.01202     0.00247     0.00033     0.00003     0.00000
2017     20     1997      0.02049     0.01548     0.00427     0.00063     0.00009     0.00001
