West Germany, Cumulative period fertility rates by birth order (vertical parallelograms)
Last modified: 04/02/2019
Year  ARDY  Cohort     CPFR     CPFR1     CPFR2     CPFR3     CPFR4    CPFR5p
2011   29    1982     0.467     0.302     0.126     0.030     0.007     0.002
2011   30    1981     0.559     0.351     0.157     0.038     0.009     0.003
2011   31    1980     0.657     0.402     0.191     0.048     0.012     0.005
2011   32    1979     0.758     0.452     0.227     0.059     0.015     0.006
2011   33    1978     0.858     0.498     0.264     0.071     0.018     0.008
2011   34    1977     0.952     0.537     0.302     0.083     0.021     0.009
2011   35    1976     1.040     0.571     0.337     0.096     0.024     0.011
2011   36    1975     1.118     0.600     0.369     0.108     0.028     0.013
2011   37    1974     1.187     0.624     0.397     0.120     0.031     0.015
2011   38    1973     1.243     0.642     0.419     0.130     0.035     0.017
2011   39    1972     1.286     0.656     0.436     0.138     0.037     0.018
2011   40    1971     1.319     0.666     0.449     0.145     0.040     0.020
2011   41    1970     1.344     0.674     0.458     0.149     0.041     0.021
2011   42    1969     1.360     0.679     0.464     0.152     0.043     0.022
2011   43    1968     1.369     0.681     0.467     0.154     0.044     0.023
2011   44    1967     1.375     0.683     0.469     0.155     0.044     0.023
2011   45    1966     1.378     0.684     0.470     0.156     0.044     0.023
2011   46    1965     1.379     0.684     0.470     0.156     0.045     0.024
2011   47    1964     1.380     0.684     0.471     0.156     0.045     0.024
2011   48    1963     1.380     0.684     0.471     0.157     0.045     0.024
2011   49    1962     1.380     0.685     0.471     0.157     0.045     0.024
2011   50    1961     1.380     0.685     0.471     0.157     0.045     0.024
2011   51    1960     1.380     0.685     0.471     0.157     0.045     0.024
2011   52    1959     1.380     0.685     0.471     0.157     0.045     0.024
2011   53    1958     1.380     0.685     0.471     0.157     0.045     0.024
2011   54    1957     1.380     0.685     0.471     0.157     0.045     0.024
2011   55    1956     1.380     0.685     0.471     0.157     0.045     0.024
2012   12    2000     0.000     0.000     0.000     0.000     0.000     0.000
2012   13    1999     0.000     0.000     0.000     0.000     0.000     0.000
2012   14    1998     0.000     0.000     0.000     0.000     0.000     0.000
2012   15    1997     0.000     0.000     0.000     0.000     0.000     0.000
2012   16    1996     0.001     0.001     0.000     0.000     0.000     0.000
2012   17    1995     0.002     0.002     0.000     0.000     0.000     0.000
2012   18    1994     0.006     0.006     0.000     0.000     0.000     0.000
2012   19    1993     0.014     0.013     0.001     0.000     0.000     0.000
2012   20    1992     0.027     0.025     0.002     0.000     0.000     0.000
2012   21    1991     0.047     0.041     0.005     0.001     0.000     0.000
2012   22    1990     0.072     0.061     0.010     0.001     0.000     0.000
2012   23    1989     0.104     0.083     0.018     0.002     0.000     0.000
2012   24    1988     0.141     0.108     0.027     0.004     0.001     0.000
2012   25    1987     0.186     0.137     0.040     0.007     0.001     0.000
2012   26    1986     0.240     0.170     0.056     0.011     0.002     0.000
2012   27    1985     0.305     0.209     0.076     0.016     0.004     0.001
2012   28    1984     0.379     0.251     0.099     0.022     0.005     0.001
2012   29    1983     0.463     0.298     0.126     0.030     0.007     0.002
2012   30    1982     0.555     0.347     0.157     0.039     0.009     0.003
2012   31    1981     0.655     0.399     0.191     0.048     0.012     0.004
2012   32    1980     0.758     0.450     0.229     0.059     0.015     0.006
2012   33    1979     0.860     0.497     0.267     0.071     0.018     0.007
2012   34    1978     0.957     0.538     0.305     0.084     0.021     0.009
2012   35    1977     1.047     0.573     0.342     0.096     0.025     0.011
2012   36    1976     1.127     0.602     0.376     0.108     0.028     0.013
2012   37    1975     1.197     0.627     0.404     0.120     0.032     0.014
2012   38    1974     1.255     0.645     0.428     0.130     0.035     0.016
2012   39    1973     1.300     0.659     0.446     0.139     0.038     0.018
2012   40    1972     1.335     0.669     0.459     0.146     0.041     0.019
2012   41    1971     1.361     0.677     0.469     0.151     0.043     0.020
2012   42    1970     1.377     0.682     0.475     0.155     0.044     0.021
2012   43    1969     1.387     0.685     0.478     0.157     0.045     0.022
2012   44    1968     1.393     0.687     0.480     0.158     0.045     0.023
2012   45    1967     1.396     0.688     0.481     0.158     0.046     0.023
2012   46    1966     1.398     0.688     0.482     0.159     0.046     0.023
2012   47    1965     1.398     0.689     0.482     0.159     0.046     0.023
2012   48    1964     1.399     0.689     0.482     0.159     0.046     0.023
2012   49    1963     1.399     0.689     0.482     0.159     0.046     0.023
2012   50    1962     1.399     0.689     0.482     0.159     0.046     0.023
2012   51    1961     1.399     0.689     0.482     0.159     0.046     0.023
2012   52    1960     1.399     0.689     0.482     0.159     0.046     0.023
2012   53    1959     1.399     0.689     0.482     0.159     0.046     0.023
2012   54    1958     1.399     0.689     0.482     0.159     0.046     0.023
2012   55    1957     1.399     0.689     0.482     0.159     0.046     0.023
2013   12    2001     0.000     0.000     0.000     0.000     0.000     0.000
2013   13    2000     0.000     0.000     0.000     0.000     0.000     0.000
2013   14    1999     0.000     0.000     0.000     0.000     0.000     0.000
2013   15    1998     0.000     0.000     0.000     0.000     0.000     0.000
2013   16    1997     0.001     0.001     0.000     0.000     0.000     0.000
2013   17    1996     0.002     0.002     0.000     0.000     0.000     0.000
2013   18    1995     0.006     0.006     0.000     0.000     0.000     0.000
2013   19    1994     0.014     0.013     0.001     0.000     0.000     0.000
2013   20    1993     0.027     0.024     0.002     0.000     0.000     0.000
2013   21    1992     0.045     0.040     0.005     0.001     0.000     0.000
2013   22    1991     0.070     0.058     0.010     0.001     0.000     0.000
2013   23    1990     0.099     0.080     0.017     0.003     0.000     0.000
2013   24    1989     0.135     0.104     0.026     0.005     0.001     0.000
2013   25    1988     0.179     0.131     0.038     0.007     0.001     0.000
2013   26    1987     0.232     0.164     0.054     0.011     0.002     0.000
2013   27    1986     0.296     0.203     0.073     0.016     0.003     0.001
2013   28    1985     0.369     0.245     0.095     0.022     0.005     0.001
2013   29    1984     0.453     0.292     0.122     0.029     0.007     0.002
2013   30    1983     0.545     0.342     0.153     0.038     0.009     0.003
2013   31    1982     0.644     0.395     0.186     0.047     0.012     0.004
2013   32    1981     0.749     0.447     0.224     0.058     0.014     0.006
2013   33    1980     0.853     0.496     0.263     0.070     0.018     0.007
2013   34    1979     0.952     0.538     0.302     0.082     0.021     0.009
2013   35    1978     1.045     0.575     0.340     0.095     0.025     0.011
2013   36    1977     1.128     0.606     0.374     0.107     0.028     0.013
2013   37    1976     1.200     0.631     0.404     0.120     0.032     0.014
2013   38    1975     1.260     0.650     0.428     0.130     0.035     0.016
2013   39    1974     1.308     0.665     0.448     0.140     0.038     0.018
2013   40    1973     1.345     0.676     0.462     0.147     0.040     0.019
2013   41    1972     1.372     0.685     0.472     0.152     0.042     0.021
2013   42    1971     1.389     0.690     0.478     0.156     0.044     0.022
2013   43    1970     1.400     0.693     0.482     0.158     0.045     0.022
2013   44    1969     1.406     0.695     0.484     0.159     0.045     0.023
2013   45    1968     1.409     0.696     0.485     0.159     0.046     0.023
2013   46    1967     1.411     0.697     0.486     0.160     0.046     0.023
2013   47    1966     1.412     0.697     0.486     0.160     0.046     0.023
2013   48    1965     1.412     0.697     0.486     0.160     0.046     0.023
2013   49    1964     1.412     0.697     0.486     0.160     0.046     0.023
2013   50    1963     1.412     0.697     0.486     0.160     0.046     0.023
2013   51    1962     1.412     0.697     0.486     0.160     0.046     0.024
2013   52    1961     1.412     0.697     0.486     0.160     0.046     0.024
2013   53    1960     1.412     0.697     0.486     0.160     0.046     0.024
2013   54    1959     1.412     0.697     0.486     0.160     0.046     0.024
2013   55    1958     1.412     0.697     0.486     0.160     0.046     0.024
2014   12    2002     0.000     0.000     0.000     0.000     0.000     0.000
2014   13    2001     0.000     0.000     0.000     0.000     0.000     0.000
2014   14    2000     0.000     0.000     0.000     0.000     0.000     0.000
2014   15    1999     0.000     0.000     0.000     0.000     0.000     0.000
2014   16    1998     0.001     0.001     0.000     0.000     0.000     0.000
2014   17    1997     0.002     0.002     0.000     0.000     0.000     0.000
2014   18    1996     0.006     0.006     0.000     0.000     0.000     0.000
2014   19    1995     0.014     0.013     0.001     0.000     0.000     0.000
2014   20    1994     0.027     0.024     0.002     0.000     0.000     0.000
2014   21    1993     0.046     0.040     0.005     0.001     0.000     0.000
2014   22    1992     0.069     0.057     0.010     0.001     0.000     0.000
2014   23    1991     0.099     0.078     0.018     0.003     0.000     0.000
2014   24    1990     0.135     0.102     0.027     0.005     0.001     0.000
2014   25    1989     0.179     0.130     0.040     0.008     0.002     0.000
2014   26    1988     0.232     0.163     0.055     0.011     0.002     0.001
2014   27    1987     0.297     0.202     0.073     0.017     0.004     0.001
2014   28    1986     0.372     0.246     0.096     0.023     0.005     0.002
2014   29    1985     0.458     0.295     0.123     0.030     0.007     0.002
2014   30    1984     0.554     0.348     0.154     0.039     0.010     0.003
2014   31    1983     0.659     0.404     0.189     0.049     0.013     0.005
2014   32    1982     0.769     0.460     0.227     0.060     0.015     0.006
2014   33    1981     0.878     0.512     0.267     0.073     0.019     0.008
2014   34    1980     0.983     0.558     0.308     0.086     0.022     0.009
2014   35    1979     1.080     0.597     0.347     0.099     0.026     0.011
2014   36    1978     1.168     0.629     0.383     0.113     0.030     0.013
2014   37    1977     1.244     0.656     0.414     0.125     0.033     0.015
2014   38    1976     1.307     0.677     0.439     0.136     0.037     0.017
2014   39    1975     1.357     0.693     0.460     0.146     0.040     0.019
2014   40    1974     1.397     0.705     0.475     0.154     0.043     0.021
2014   41    1973     1.426     0.714     0.486     0.159     0.045     0.022
2014   42    1972     1.445     0.719     0.493     0.163     0.046     0.023
2014   43    1971     1.457     0.723     0.497     0.166     0.047     0.024
2014   44    1970     1.464     0.725     0.500     0.167     0.048     0.024
2014   45    1969     1.467     0.726     0.501     0.167     0.048     0.025
2014   46    1968     1.469     0.726     0.501     0.168     0.048     0.025
2014   47    1967     1.470     0.727     0.501     0.168     0.049     0.025
2014   48    1966     1.470     0.727     0.501     0.168     0.049     0.025
2014   49    1965     1.470     0.727     0.502     0.168     0.049     0.025
2014   50    1964     1.470     0.727     0.502     0.168     0.049     0.025
2014   51    1963     1.470     0.727     0.502     0.168     0.049     0.025
2014   52    1962     1.470     0.727     0.502     0.168     0.049     0.025
2014   53    1961     1.471     0.727     0.502     0.168     0.049     0.025
2014   54    1960     1.471     0.727     0.502     0.168     0.049     0.025
2014   55    1959     1.471     0.727     0.502     0.168     0.049     0.025
2015   12    2003     0.000     0.000     0.000     0.000     0.000     0.000
2015   13    2002     0.000     0.000     0.000     0.000     0.000     0.000
2015   14    2001     0.000     0.000     0.000     0.000     0.000     0.000
2015   15    2000     0.000     0.000     0.000     0.000     0.000     0.000
2015   16    1999     0.001     0.001     0.000     0.000     0.000     0.000
2015   17    1998     0.003     0.003     0.000     0.000     0.000     0.000
2015   18    1997     0.007     0.006     0.000     0.000     0.000     0.000
2015   19    1996     0.014     0.013     0.001     0.000     0.000     0.000
2015   20    1995     0.027     0.024     0.003     0.000     0.000     0.000
2015   21    1994     0.046     0.039     0.006     0.001     0.000     0.000
2015   22    1993     0.070     0.057     0.012     0.002     0.000     0.000
2015   23    1992     0.100     0.078     0.019     0.003     0.000     0.000
2015   24    1991     0.137     0.101     0.029     0.005     0.001     0.000
2015   25    1990     0.181     0.129     0.042     0.008     0.002     0.000
2015   26    1989     0.234     0.162     0.056     0.012     0.003     0.001
2015   27    1988     0.299     0.201     0.076     0.017     0.004     0.001
2015   28    1987     0.375     0.245     0.099     0.024     0.006     0.002
2015   29    1986     0.463     0.295     0.126     0.032     0.008     0.003
2015   30    1985     0.561     0.349     0.158     0.040     0.010     0.004
2015   31    1984     0.668     0.406     0.193     0.051     0.013     0.005
2015   32    1983     0.780     0.463     0.232     0.063     0.016     0.007
2015   33    1982     0.892     0.516     0.273     0.075     0.020     0.008
2015   34    1981     1.000     0.563     0.316     0.088     0.023     0.010
2015   35    1980     1.100     0.603     0.357     0.102     0.027     0.012
2015   36    1979     1.190     0.636     0.394     0.116     0.031     0.014
2015   37    1978     1.269     0.664     0.426     0.129     0.035     0.016
2015   38    1977     1.334     0.684     0.453     0.140     0.039     0.018
2015   39    1976     1.386     0.701     0.473     0.150     0.042     0.020
2015   40    1975     1.426     0.713     0.489     0.158     0.045     0.022
2015   41    1974     1.456     0.722     0.500     0.164     0.047     0.023
2015   42    1973     1.477     0.729     0.508     0.168     0.049     0.024
2015   43    1972     1.489     0.732     0.512     0.170     0.050     0.025
2015   44    1971     1.496     0.734     0.514     0.172     0.050     0.026
2015   45    1970     1.499     0.735     0.515     0.172     0.051     0.026
2015   46    1969     1.501     0.736     0.516     0.173     0.051     0.026
2015   47    1968     1.502     0.736     0.516     0.173     0.051     0.026
2015   48    1967     1.503     0.736     0.516     0.173     0.051     0.026
2015   49    1966     1.503     0.736     0.516     0.173     0.051     0.026
2015   50    1965     1.503     0.736     0.516     0.173     0.051     0.026
2015   51    1964     1.503     0.736     0.516     0.173     0.051     0.026
2015   52    1963     1.503     0.736     0.516     0.173     0.051     0.026
2015   53    1962     1.503     0.736     0.516     0.173     0.051     0.026
2015   54    1961     1.503     0.736     0.516     0.173     0.051     0.026
2015   55    1960     1.503     0.736     0.516     0.173     0.051     0.026
2016   12    2004     0.000     0.000     0.000     0.000     0.000     0.000
2016   13    2003     0.000     0.000     0.000     0.000     0.000     0.000
2016   14    2002     0.000     0.000     0.000     0.000     0.000     0.000
2016   15    2001     0.000     0.000     0.000     0.000     0.000     0.000
2016   16    2000     0.001     0.001     0.000     0.000     0.000     0.000
2016   17    1999     0.003     0.003     0.000     0.000     0.000     0.000
2016   18    1998     0.008     0.007     0.000     0.000     0.000     0.000
2016   19    1997     0.016     0.015     0.001     0.000     0.000     0.000
2016   20    1996     0.032     0.027     0.004     0.000     0.000     0.000
2016   21    1995     0.053     0.044     0.008     0.001     0.000     0.000
2016   22    1994     0.081     0.064     0.014     0.002     0.000     0.000
2016   23    1993     0.115     0.087     0.023     0.004     0.001     0.000
2016   24    1992     0.154     0.111     0.034     0.007     0.001     0.000
2016   25    1991     0.201     0.140     0.048     0.011     0.002     0.000
2016   26    1990     0.257     0.173     0.064     0.016     0.003     0.001
2016   27    1989     0.325     0.213     0.084     0.021     0.005     0.001
2016   28    1988     0.405     0.259     0.108     0.029     0.007     0.002
2016   29    1987     0.497     0.311     0.136     0.037     0.009     0.003
2016   30    1986     0.600     0.367     0.169     0.047     0.012     0.005
2016   31    1985     0.712     0.426     0.206     0.058     0.016     0.006
2016   32    1984     0.831     0.485     0.248     0.071     0.019     0.008
2016   33    1983     0.950     0.540     0.292     0.084     0.023     0.010
2016   34    1982     1.063     0.588     0.337     0.098     0.027     0.013
2016   35    1981     1.169     0.630     0.380     0.112     0.032     0.015
2016   36    1980     1.265     0.665     0.420     0.127     0.036     0.017
2016   37    1979     1.349     0.694     0.454     0.141     0.040     0.019
2016   38    1978     1.418     0.716     0.482     0.154     0.044     0.022
2016   39    1977     1.474     0.733     0.504     0.165     0.048     0.024
2016   40    1976     1.517     0.746     0.521     0.173     0.051     0.026
2016   41    1975     1.550     0.756     0.533     0.180     0.053     0.028
2016   42    1974     1.571     0.762     0.541     0.184     0.055     0.029
2016   43    1973     1.585     0.766     0.546     0.187     0.056     0.030
2016   44    1972     1.593     0.768     0.548     0.188     0.057     0.031
2016   45    1971     1.597     0.770     0.550     0.189     0.058     0.031
2016   46    1970     1.599     0.770     0.550     0.189     0.058     0.031
2016   47    1969     1.600     0.771     0.551     0.190     0.058     0.031
2016   48    1968     1.600     0.771     0.551     0.190     0.058     0.031
2016   49    1967     1.601     0.771     0.551     0.190     0.058     0.031
2016   50    1966     1.601     0.771     0.551     0.190     0.058     0.031
2016   51    1965     1.601     0.771     0.551     0.190     0.058     0.031
2016   52    1964     1.601     0.771     0.551     0.190     0.058     0.031
2016   53    1963     1.601     0.771     0.551     0.190     0.058     0.031
2016   54    1962     1.601     0.771     0.551     0.190     0.058     0.031
2016   55    1961     1.601     0.771     0.551     0.190     0.058     0.031
2017   12    2005     0.000     0.000     0.000     0.000     0.000     0.000
2017   13    2004     0.000     0.000     0.000     0.000     0.000     0.000
2017   14    2003     0.000     0.000     0.000     0.000     0.000     0.000
2017   15    2002     0.000     0.000     0.000     0.000     0.000     0.000
2017   16    2001     0.001     0.001     0.000     0.000     0.000     0.000
2017   17    2000     0.002     0.002     0.000     0.000     0.000     0.000
2017   18    1999     0.006     0.006     0.000     0.000     0.000     0.000
2017   19    1998     0.014     0.012     0.001     0.000     0.000     0.000
2017   20    1997     0.027     0.023     0.004     0.000     0.000     0.000
2017   21    1996     0.046     0.038     0.007     0.001     0.000     0.000
2017   22    1995     0.072     0.055     0.014     0.002     0.000     0.000
2017   23    1994     0.103     0.076     0.023     0.004     0.001     0.000
2017   24    1993     0.141     0.099     0.033     0.007     0.001     0.000
2017   25    1992     0.185     0.126     0.046     0.011     0.002     0.001
2017   26    1991     0.240     0.159     0.062     0.015     0.003     0.001
2017   27    1990     0.306     0.198     0.081     0.021     0.005     0.002
2017   28    1989     0.384     0.242     0.105     0.028     0.007     0.002
2017   29    1988     0.474     0.292     0.133     0.036     0.009     0.003
2017   30    1987     0.576     0.348     0.165     0.046     0.012     0.005
2017   31    1986     0.687     0.406     0.203     0.057     0.016     0.006
2017   32    1985     0.805     0.465     0.244     0.070     0.019     0.008
2017   33    1984     0.924     0.519     0.288     0.083     0.023     0.010
2017   34    1983     1.038     0.567     0.333     0.098     0.028     0.012
2017   35    1982     1.144     0.608     0.376     0.113     0.032     0.015
2017   36    1981     1.239     0.642     0.416     0.128     0.036     0.017
2017   37    1980     1.324     0.671     0.451     0.142     0.041     0.019
2017   38    1979     1.393     0.692     0.479     0.155     0.045     0.022
2017   39    1978     1.449     0.709     0.502     0.166     0.048     0.024
2017   40    1977     1.493     0.722     0.519     0.174     0.051     0.026
2017   41    1976     1.526     0.731     0.531     0.181     0.054     0.028
2017   42    1975     1.547     0.737     0.539     0.185     0.056     0.030
2017   43    1974     1.561     0.741     0.544     0.188     0.057     0.031
2017   44    1973     1.569     0.744     0.547     0.190     0.058     0.031
2017   45    1972     1.573     0.745     0.548     0.190     0.058     0.032
2017   46    1971     1.576     0.746     0.549     0.191     0.059     0.032
2017   47    1970     1.577     0.746     0.549     0.191     0.059     0.032
2017   48    1969     1.577     0.746     0.549     0.191     0.059     0.032
2017   49    1968     1.578     0.746     0.549     0.191     0.059     0.032
2017   50    1967     1.578     0.746     0.549     0.191     0.059     0.032
2017   51    1966     1.578     0.746     0.549     0.191     0.059     0.032
2017   52    1965     1.578     0.746     0.549     0.191     0.059     0.032
2017   53    1964     1.578     0.746     0.549     0.191     0.059     0.032
2017   54    1963     1.578     0.746     0.549     0.191     0.059     0.032
2017   55    1962     1.578     0.746     0.549     0.191     0.059     0.032
