West Germany, Live births by birth cohort, age and birth order (horizontal parallelograms, age in completed years (ACY))
Last modified: 04/02/2019
Cohort  Age        Total          B1          B2          B3          B4         B5p
1962     48        60.94       21.05       21.02        6.98        5.41        6.48
1962     49        36.89       11.85       13.53        5.19        3.03        3.29
1962     50        24.80        8.44        7.14        3.85        2.31        3.06
1962     51        23.10        9.25        6.42        3.39        1.33        2.70
1962     52        13.56        6.08        4.31        1.57        0.50        1.10
1962     53         6.62        3.17        1.83        0.84        0.40        0.38
1962     54         2.85        1.28        0.80        0.45        0.18        0.15
1962     55+           .           .           .           .           .           .
1963     12-           .           .           .           .           .           .
1963     13            .           .           .           .           .           .
1963     14            .           .           .           .           .           .
1963     15            .           .           .           .           .           .
1963     16            .           .           .           .           .           .
1963     17            .           .           .           .           .           .
1963     18            .           .           .           .           .           .
1963     19            .           .           .           .           .           .
1963     20            .           .           .           .           .           .
1963     21            .           .           .           .           .           .
1963     22            .           .           .           .           .           .
1963     23            .           .           .           .           .           .
1963     24            .           .           .           .           .           .
1963     25            .           .           .           .           .           .
1963     26            .           .           .           .           .           .
1963     27            .           .           .           .           .           .
1963     28            .           .           .           .           .           .
1963     29            .           .           .           .           .           .
1963     30            .           .           .           .           .           .
1963     31            .           .           .           .           .           .
1963     32            .           .           .           .           .           .
1963     33            .           .           .           .           .           .
1963     34            .           .           .           .           .           .
1963     35            .           .           .           .           .           .
1963     36            .           .           .           .           .           .
1963     37            .           .           .           .           .           .
1963     38            .           .           .           .           .           .
1963     39            .           .           .           .           .           .
1963     40            .           .           .           .           .           .
1963     41            .           .           .           .           .           .
1963     42            .           .           .           .           .           .
1963     43            .           .           .           .           .           .
1963     44            .           .           .           .           .           .
1963     45            .           .           .           .           .           .
1963     46       246.13       76.18       59.90       46.59       24.40       39.06
1963     47       126.11       40.46       30.73       19.95       11.61       23.35
1963     48        76.32       29.10       22.25        9.82        6.44        8.72
1963     49        48.11       19.87       13.53        5.82        5.89        3.00
1963     50        35.20       14.35        7.65        5.08        3.97        4.16
1963     51        24.72       11.07        7.17        2.90        1.14        2.44
1963     52        15.11        6.99        3.83        1.89        1.07        1.33
1963     53         8.23        3.51        2.08        1.37        0.61        0.65
1963     54            .           .           .           .           .           .
1963     55+           .           .           .           .           .           .
1964     12-           .           .           .           .           .           .
1964     13            .           .           .           .           .           .
1964     14            .           .           .           .           .           .
1964     15            .           .           .           .           .           .
1964     16            .           .           .           .           .           .
1964     17            .           .           .           .           .           .
1964     18            .           .           .           .           .           .
1964     19            .           .           .           .           .           .
1964     20            .           .           .           .           .           .
1964     21            .           .           .           .           .           .
1964     22            .           .           .           .           .           .
1964     23            .           .           .           .           .           .
1964     24            .           .           .           .           .           .
1964     25            .           .           .           .           .           .
1964     26            .           .           .           .           .           .
1964     27            .           .           .           .           .           .
1964     28            .           .           .           .           .           .
1964     29            .           .           .           .           .           .
1964     30            .           .           .           .           .           .
1964     31            .           .           .           .           .           .
1964     32            .           .           .           .           .           .
1964     33            .           .           .           .           .           .
1964     34            .           .           .           .           .           .
1964     35            .           .           .           .           .           .
1964     36            .           .           .           .           .           .
1964     37            .           .           .           .           .           .
1964     38            .           .           .           .           .           .
1964     39            .           .           .           .           .           .
1964     40            .           .           .           .           .           .
1964     41            .           .           .           .           .           .
1964     42            .           .           .           .           .           .
1964     43            .           .           .           .           .           .
1964     44            .           .           .           .           .           .
1964     45       541.77      155.17      147.42      115.50       51.75       71.92
1964     46       257.94       71.80       75.26       52.16       27.40       31.33
1964     47       134.37       47.65       39.85       17.80       15.05       14.02
1964     48        82.69       33.30       24.40       10.15        8.18        6.66
1964     49        46.21       19.05       10.34        7.40        4.98        4.43
1964     50        34.73       15.89        8.60        4.29        2.89        3.05
1964     51        29.09       12.88        6.90        3.58        2.23        3.49
1964     52        19.00        7.60        4.25        3.31        1.60        2.25
1964     53            .           .           .           .           .           .
1964     54            .           .           .           .           .           .
1964     55+           .           .           .           .           .           .
1965     12-           .           .           .           .           .           .
1965     13            .           .           .           .           .           .
1965     14            .           .           .           .           .           .
1965     15            .           .           .           .           .           .
1965     16            .           .           .           .           .           .
1965     17            .           .           .           .           .           .
1965     18            .           .           .           .           .           .
1965     19            .           .           .           .           .           .
1965     20            .           .           .           .           .           .
1965     21            .           .           .           .           .           .
1965     22            .           .           .           .           .           .
1965     23            .           .           .           .           .           .
1965     24            .           .           .           .           .           .
1965     25            .           .           .           .           .           .
1965     26            .           .           .           .           .           .
1965     27            .           .           .           .           .           .
1965     28            .           .           .           .           .           .
1965     29            .           .           .           .           .           .
1965     30            .           .           .           .           .           .
1965     31            .           .           .           .           .           .
1965     32            .           .           .           .           .           .
1965     33            .           .           .           .           .           .
1965     34            .           .           .           .           .           .
1965     35            .           .           .           .           .           .
1965     36            .           .           .           .           .           .
1965     37            .           .           .           .           .           .
1965     38            .           .           .           .           .           .
1965     39            .           .           .           .           .           .
1965     40            .           .           .           .           .           .
1965     41            .           .           .           .           .           .
1965     42            .           .           .           .           .           .
1965     43            .           .           .           .           .           .
1965     44      1149.29      330.79      319.48      223.95      119.85      155.23
1965     45       583.33      169.27      163.64      113.23       60.35       76.83
1965     46       263.56       87.98       68.38       43.90       28.57       34.73
1965     47       134.77       55.67       38.01       17.49        9.48       14.12
1965     48        69.61       30.35       18.32       10.26        3.97        6.71
1965     49        47.61       21.70       12.13        5.32        4.08        4.37
1965     50        44.76       19.99       11.19        5.16        3.08        5.35
1965     51        35.67       14.22        7.58        6.09        2.81        4.98
1965     52            .           .           .           .           .           .
1965     53            .           .           .           .           .           .
1965     54            .           .           .           .           .           .
1965     55+           .           .           .           .           .           .
1966     12-           .           .           .           .           .           .
