East Germany, Period fertility rates by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 04/02/2019
Year    ARDY   Cohort        ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
1973     26     1947      0.09260     0.03657     0.04226     0.00931     0.00298     0.00147
1973     27     1946      0.08020     0.02628     0.03867     0.00981     0.00338     0.00207
1973     28     1945      0.06591     0.01964     0.03211     0.00860     0.00284     0.00271
1973     29     1944      0.05556     0.01529     0.02725     0.00792     0.00292     0.00218
1973     30     1943      0.04685     0.01152     0.02297     0.00699     0.00276     0.00261
1973     31     1942      0.04023     0.00878     0.01883     0.00689     0.00274     0.00299
1973     32     1941      0.03318     0.00674     0.01535     0.00587     0.00243     0.00279
1973     33     1940      0.02740     0.00504     0.01121     0.00591     0.00229     0.00295
1973     34     1939      0.02404     0.00385     0.00928     0.00494     0.00245     0.00351
1973     35     1938      0.02005     0.00316     0.00669     0.00433     0.00239     0.00347
1973     36     1937      0.01678     0.00254     0.00480     0.00375     0.00206     0.00363
1973     37     1936      0.01428     0.00184     0.00388     0.00301     0.00165     0.00391
1973     38     1935      0.01060     0.00135     0.00246     0.00213     0.00147     0.00320
1973     39     1934      0.00874     0.00107     0.00171     0.00157     0.00132     0.00307
1973     40     1933      0.00632     0.00071     0.00095     0.00123     0.00093     0.00250
1973     41     1932      0.00441     0.00044     0.00064     0.00074     0.00062     0.00196
1973     42     1931      0.00316     0.00042     0.00038     0.00039     0.00051     0.00147
1973     43     1930      0.00188     0.00021     0.00022     0.00025     0.00027     0.00093
1973     44     1929      0.00105     0.00016     0.00013     0.00012     0.00018     0.00046
1973     45     1928      0.00065     0.00006     0.00007     0.00009     0.00008     0.00034
1973     46     1927      0.00025     0.00003     0.00003     0.00003     0.00003     0.00013
1973     47     1926      0.00014     0.00002     0.00002     0.00002     0.00002     0.00006
1973     48     1925      0.00007     0.00001     0.00001     0.00001     0.00001     0.00003
1973     49     1924      0.00004     0.00001     0.00001     0.00001     0.00000     0.00001
1973     50     1923      0.00002     0.00001     0.00001     0.00000     0.00000     0.00001
1973     51     1922      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1973     52     1921      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1973     53     1920      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1973     54     1919      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1973     55+    1918-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1974     12-    1962+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1974     13     1961      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1974     14     1960      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1974     15     1959      0.00042     0.00042     0.00000     0.00000     0.00000     0.00000
1974     16     1958      0.00314     0.00309     0.00005     0.00000     0.00000     0.00000
1974     17     1957      0.01670     0.01643     0.00026     0.00001     0.00000     0.00000
1974     18     1956      0.05076     0.04934     0.00139     0.00002     0.00000     0.00001
1974     19     1955      0.10578     0.09814     0.00734     0.00028     0.00003     0.00000
1974     20     1954      0.14370     0.12513     0.01723     0.00128     0.00006     0.00001
1974     21     1953      0.15445     0.12214     0.02962     0.00242     0.00023     0.00004
1974     22     1952      0.14830     0.10366     0.03984     0.00430     0.00046     0.00005
1974     23     1951      0.13999     0.08719     0.04557     0.00594     0.00109     0.00020
1974     24     1950      0.12893     0.06957     0.04995     0.00737     0.00162     0.00041
1974     25     1949      0.11147     0.05143     0.04829     0.00874     0.00235     0.00066
1974     26     1948      0.09523     0.03625     0.04593     0.00926     0.00259     0.00120
1974     27     1947      0.07750     0.02574     0.03901     0.00869     0.00250     0.00156
1974     28     1946      0.06474     0.01894     0.03263     0.00805     0.00319     0.00193
1974     29     1945      0.05484     0.01452     0.02746     0.00789     0.00259     0.00238
1974     30     1944      0.04502     0.01132     0.02200     0.00698     0.00248     0.00225
1974     31     1943      0.03857     0.00855     0.01857     0.00677     0.00246     0.00223
1974     32     1942      0.03191     0.00623     0.01524     0.00581     0.00212     0.00251
1974     33     1941      0.02703     0.00468     0.01206     0.00527     0.00247     0.00254
1974     34     1940      0.02244     0.00405     0.00871     0.00476     0.00217     0.00275
1974     35     1939      0.01819     0.00304     0.00606     0.00408     0.00201     0.00300
1974     36     1938      0.01533     0.00238     0.00491     0.00330     0.00186     0.00290
1974     37     1937      0.01200     0.00172     0.00335     0.00256     0.00131     0.00306
1974     38     1936      0.00961     0.00138     0.00237     0.00184     0.00139     0.00264
1974     39     1935      0.00769     0.00091     0.00171     0.00163     0.00108     0.00236
1974     40     1934      0.00571     0.00076     0.00097     0.00112     0.00071     0.00213
1974     41     1933      0.00446     0.00042     0.00069     0.00060     0.00059     0.00217
1974     42     1932      0.00313     0.00032     0.00028     0.00039     0.00053     0.00160
1974     43     1931      0.00168     0.00017     0.00017     0.00025     0.00020     0.00089
1974     44     1930      0.00095     0.00007     0.00012     0.00015     0.00010     0.00051
1974     45     1929      0.00061     0.00006     0.00007     0.00009     0.00009     0.00031
1974     46     1928      0.00015     0.00002     0.00002     0.00002     0.00001     0.00007
1974     47     1927      0.00008     0.00001     0.00001     0.00001     0.00001     0.00003
1974     48     1926      0.00004     0.00001     0.00001     0.00001     0.00000     0.00001
1974     49     1925      0.00002     0.00001     0.00001     0.00000     0.00000     0.00001
1974     50     1924      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1974     51     1923      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1974     52     1922      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1974     53     1921      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1974     54     1920      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1974     55+    1919-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1975     12-    1963+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1975     13     1962      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1975     14     1961      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1975     15     1960      0.00046     0.00046     0.00000     0.00000     0.00000     0.00000
1975     16     1959      0.00320     0.00318     0.00003     0.00000     0.00000     0.00000
1975     17     1958      0.01553     0.01538     0.00015     0.00000     0.00000     0.00000
1975     18     1957      0.05005     0.04857     0.00144     0.00004     0.00001     0.00000
1975     19     1956      0.10117     0.09497     0.00594     0.00025     0.00000     0.00000
1975     20     1955      0.14013     0.12223     0.01698     0.00089     0.00002     0.00001
1975     21     1954      0.15013     0.11929     0.02867     0.00200     0.00015     0.00002
1975     22     1953      0.15236     0.10720     0.04047     0.00420     0.00041     0.00007
1975     23     1952      0.14406     0.08786     0.04941     0.00583     0.00084     0.00012
1975     24     1951      0.13425     0.07321     0.05220     0.00697     0.00149     0.00037
1975     25     1950      0.11889     0.05561     0.05271     0.00809     0.00186     0.00061
1975     26     1949      0.09828     0.03778     0.04819     0.00907     0.00239     0.00085
1975     27     1948      0.08158     0.02568     0.04291     0.00866     0.00305     0.00128
1975     28     1947      0.06707     0.01847     0.03635     0.00799     0.00259     0.00167
1975     29     1946      0.05460     0.01360     0.02876     0.00755     0.00301     0.00168
1975     30     1945      0.04654     0.01134     0.02383     0.00671     0.00263     0.00202
1975     31     1944      0.03684     0.00811     0.01812     0.00625     0.00245     0.00191
1975     32     1943      0.02995     0.00598     0.01463     0.00535     0.00217     0.00183
1975     33     1942      0.02572     0.00511     0.01181     0.00494     0.00183     0.00203
1975     34     1941      0.02048     0.00397     0.00808     0.00446     0.00176     0.00219
1975     35     1940      0.01606     0.00257     0.00580     0.00360     0.00178     0.00231
1975     36     1939      0.01352     0.00223     0.00417     0.00304     0.00172     0.00235
1975     37     1938      0.01103     0.00173     0.00329     0.00232     0.00129     0.00240
1975     38     1937      0.00900     0.00127     0.00216     0.00175     0.00126     0.00256
1975     39     1936      0.00650     0.00095     0.00137     0.00133     0.00081     0.00204
1975     40     1935      0.00536     0.00062     0.00103     0.00102     0.00082     0.00187
1975     41     1934      0.00379     0.00038     0.00062     0.00056     0.00052     0.00170
1975     42     1933      0.00277     0.00025     0.00043     0.00044     0.00038     0.00126
1975     43     1932      0.00162     0.00017     0.00019     0.00026     0.00025     0.00075
1975     44     1931      0.00117     0.00007     0.00009     0.00018     0.00018     0.00065
1975     45     1930      0.00039     0.00004     0.00005     0.00005     0.00003     0.00022
1975     46     1929      0.00018     0.00002     0.00002     0.00001     0.00002     0.00010
1975     47     1928      0.00011     0.00001     0.00002     0.00001     0.00002     0.00005
1975     48     1927      0.00006     0.00001     0.00001     0.00001     0.00001     0.00002
1975     49     1926      0.00004     0.00001     0.00001     0.00000     0.00000     0.00001
1975     50     1925      0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
1975     51     1924      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1975     52     1923      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1975     53     1922      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1975     54     1921      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1975     55+    1920-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1976     12-    1964+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1976     13     1963      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1976     14     1962      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1976     15     1961      0.00048     0.00047     0.00001     0.00000     0.00000     0.00000
1976     16     1960      0.00350     0.00346     0.00004     0.00000     0.00000     0.00000
1976     17     1959      0.01600     0.01577     0.00024     0.00000     0.00000     0.00000
1976     18     1958      0.04789     0.04639     0.00145     0.00003     0.00001     0.00001
1976     19     1957      0.10206     0.09572     0.00611     0.00023     0.00000     0.00000
1976     20     1956      0.14232     0.12487     0.01647     0.00094     0.00004     0.00000
1976     21     1955      0.15768     0.12522     0.03010     0.00220     0.00016     0.00000
1976     22     1954      0.16119     0.11379     0.04297     0.00383     0.00056     0.00005
1976     23     1953      0.15727     0.09630     0.05397     0.00605     0.00083     0.00012
1976     24     1952      0.14927     0.08107     0.05890     0.00765     0.00142     0.00023
1976     25     1951      0.13130     0.05872     0.06106     0.00882     0.00192     0.00077
1976     26     1950      0.10897     0.04047     0.05619     0.00931     0.00219     0.00080
1976     27     1949      0.09189     0.02909     0.04944     0.00968     0.00270     0.00099
1976     28     1948      0.07357     0.01871     0.04120     0.00945     0.00278     0.00143
1976     29     1947      0.05795     0.01367     0.03150     0.00827     0.00296     0.00156
1976     30     1946      0.04807     0.01045     0.02520     0.00766     0.00272     0.00204
1976     31     1945      0.03926     0.00827     0.01950     0.00657     0.00272     0.00219
1976     32     1944      0.03191     0.00598     0.01590     0.00553     0.00232     0.00218
1976     33     1943      0.02679     0.00489     0.01195     0.00555     0.00234     0.00206
1976     34     1942      0.02088     0.00374     0.00915     0.00419     0.00185     0.00195
1976     35     1941      0.01681     0.00300     0.00634     0.00378     0.00164     0.00204
1976     36     1940      0.01319     0.00228     0.00473     0.00265     0.00134     0.00220
1976     37     1939      0.01063     0.00159     0.00316     0.00247     0.00129     0.00210
1976     38     1938      0.00826     0.00127     0.00201     0.00186     0.00111     0.00202
1976     39     1937      0.00649     0.00093     0.00148     0.00125     0.00090     0.00194
1976     40     1936      0.00481     0.00046     0.00086     0.00094     0.00068     0.00187
1976     41     1935      0.00348     0.00047     0.00055     0.00069     0.00051     0.00126
1976     42     1934      0.00259     0.00029     0.00032     0.00045     0.00044     0.00108
1976     43     1933      0.00182     0.00023     0.00018     0.00024     0.00031     0.00086
1976     44     1932      0.00092     0.00011     0.00005     0.00013     0.00016     0.00048
1976     45     1931      0.00051     0.00002     0.00008     0.00004     0.00005     0.00032
1976     46     1930      0.00016     0.00001     0.00001     0.00003     0.00002     0.00009
1976     47     1929      0.00009     0.00000     0.00001     0.00002     0.00001     0.00004
1976     48     1928      0.00005     0.00000     0.00001     0.00001     0.00001     0.00002
1976     49     1927      0.00003     0.00000     0.00001     0.00001     0.00000     0.00001
1976     50     1926      0.00002     0.00000     0.00000     0.00000     0.00000     0.00000
1976     51     1925      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1976     52     1924      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1976     53     1923      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1976     54     1922      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1976     55+    1921-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1977     12-    1965+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1977     13     1964      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1977     14     1963      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1977     15     1962      0.00057     0.00056     0.00001     0.00000     0.00000     0.00000
1977     16     1961      0.00400     0.00398     0.00002     0.00000     0.00000     0.00000
1977     17     1960      0.01667     0.01648     0.00018     0.00001     0.00000     0.00000
1977     18     1959      0.05061     0.04900     0.00156     0.00004     0.00001     0.00000
1977     19     1958      0.10315     0.09633     0.00658     0.00024     0.00001     0.00000
1977     20     1957      0.15000     0.13048     0.01866     0.00083     0.00003     0.00000
1977     21     1956      0.17081     0.13573     0.03301     0.00192     0.00015     0.00001
1977     22     1955      0.17858     0.12437     0.04945     0.00432     0.00041     0.00003
1977     23     1954      0.17963     0.10640     0.06533     0.00661     0.00108     0.00021
1977     24     1953      0.17310     0.08794     0.07490     0.00859     0.00146     0.00020
1977     25     1952      0.15340     0.06410     0.07627     0.01058     0.00186     0.00058
1977     26     1951      0.13080     0.04353     0.07311     0.01115     0.00225     0.00076
1977     27     1950      0.10926     0.02955     0.06377     0.01199     0.00292     0.00102
1977     28     1949      0.08964     0.02024     0.05355     0.01128     0.00316     0.00142
1977     29     1948      0.07242     0.01366     0.04230     0.01131     0.00348     0.00167
1977     30     1947      0.05685     0.01077     0.03128     0.00961     0.00322     0.00197
1977     31     1946      0.04735     0.00766     0.02534     0.00879     0.00351     0.00204
1977     32     1945      0.03736     0.00591     0.01845     0.00759     0.00290     0.00251
1977     33     1944      0.02917     0.00456     0.01430     0.00612     0.00219     0.00199
1977     34     1943      0.02333     0.00375     0.01034     0.00480     0.00230     0.00214
1977     35     1942      0.01841     0.00290     0.00744     0.00384     0.00192     0.00231
1977     36     1941      0.01498     0.00220     0.00543     0.00347     0.00167     0.00221
1977     37     1940      0.01149     0.00161     0.00344     0.00259     0.00158     0.00227
1977     38     1939      0.00914     0.00127     0.00244     0.00215     0.00128     0.00200
1977     39     1938      0.00679     0.00087     0.00153     0.00157     0.00085     0.00197
1977     40     1937      0.00480     0.00061     0.00094     0.00087     0.00076     0.00162
1977     41     1936      0.00361     0.00048     0.00058     0.00071     0.00054     0.00130
1977     42     1935      0.00249     0.00027     0.00029     0.00047     0.00036     0.00110
1977     43     1934      0.00154     0.00014     0.00019     0.00020     0.00023     0.00078
1977     44     1933      0.00105     0.00014     0.00007     0.00008     0.00020     0.00055
1977     45     1932      0.00062     0.00010     0.00006     0.00009     0.00008     0.00028
1977     46     1931      0.00021     0.00001     0.00003     0.00003     0.00003     0.00010
1977     47     1930      0.00011     0.00001     0.00002     0.00002     0.00001     0.00005
1977     48     1929      0.00006     0.00001     0.00002     0.00001     0.00001     0.00002
1977     49     1928      0.00004     0.00001     0.00001     0.00001     0.00000     0.00001
1977     50     1927      0.00002     0.00000     0.00001     0.00000     0.00000     0.00000
1977     51     1926      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1977     52     1925      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1977     53     1924      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1977     54     1923      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1977     55+    1922-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1978     12-    1966+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1978     13     1965      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1978     14     1964      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1978     15     1963      0.00062     0.00062     0.00000     0.00000     0.00000     0.00000
1978     16     1962      0.00434     0.00433     0.00001     0.00000     0.00000     0.00000
1978     17     1961      0.01776     0.01749     0.00027     0.00000     0.00000     0.00000
1978     18     1960      0.05175     0.04998     0.00168     0.00006     0.00001     0.00002
1978     19     1959      0.10751     0.09996     0.00726     0.00028     0.00001     0.00000
1978     20     1958      0.15479     0.13613     0.01769     0.00091     0.00006     0.00000
1978     21     1957      0.17849     0.14146     0.03439     0.00248     0.00016     0.00001
1978     22     1956      0.18535     0.12930     0.05116     0.00450     0.00036     0.00003
1978     23     1955      0.18387     0.11098     0.06521     0.00674     0.00083     0.00011
1978     24     1954      0.17137     0.08718     0.07343     0.00913     0.00133     0.00030
1978     25     1953      0.15675     0.06407     0.07954     0.01082     0.00187     0.00044
1978     26     1952      0.13587     0.04315     0.07755     0.01162     0.00277     0.00078
1978     27     1951      0.11360     0.02944     0.06754     0.01269     0.00298     0.00096
1978     28     1950      0.09155     0.01937     0.05526     0.01246     0.00322     0.00124
1978     29     1949      0.07493     0.01411     0.04434     0.01184     0.00304     0.00160
1978     30     1948      0.06024     0.00952     0.03402     0.01098     0.00358     0.00213
1978     31     1947      0.04731     0.00733     0.02585     0.00907     0.00339     0.00167
1978     32     1946      0.03848     0.00563     0.01926     0.00781     0.00327     0.00250
1978     33     1945      0.03110     0.00450     0.01446     0.00685     0.00284     0.00244
1978     34     1944      0.02362     0.00348     0.01028     0.00548     0.00231     0.00207
1978     35     1943      0.01852     0.00245     0.00792     0.00457     0.00183     0.00175
1978     36     1942      0.01402     0.00211     0.00490     0.00354     0.00175     0.00172
1978     37     1941      0.01137     0.00159     0.00386     0.00256     0.00148     0.00188
1978     38     1940      0.00763     0.00097     0.00210     0.00174     0.00120     0.00163
1978     39     1939      0.00645     0.00071     0.00159     0.00151     0.00099     0.00165
1978     40     1938      0.00469     0.00055     0.00091     0.00092     0.00070     0.00161
1978     41     1937      0.00317     0.00046     0.00053     0.00051     0.00054     0.00114
1978     42     1936      0.00218     0.00025     0.00025     0.00035     0.00035     0.00098
1978     43     1935      0.00134     0.00015     0.00016     0.00016     0.00024     0.00062
1978     44     1934      0.00065     0.00004     0.00010     0.00007     0.00010     0.00034
1978     45     1933      0.00049     0.00002     0.00006     0.00001     0.00009     0.00030
1978     46     1932      0.00025     0.00002     0.00003     0.00004     0.00002     0.00014
1978     47     1931      0.00015     0.00002     0.00003     0.00004     0.00001     0.00006
1978     48     1930      0.00009     0.00001     0.00002     0.00003     0.00001     0.00003
1978     49     1929      0.00005     0.00001     0.00001     0.00002     0.00000     0.00001
1978     50     1928      0.00003     0.00001     0.00001     0.00001     0.00000     0.00000
1978     51     1927      0.00002     0.00000     0.00000     0.00000     0.00000     0.00000
1978     52     1926      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1978     53     1925      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1978     54     1924      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1978     55+    1923-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1979     12-    1967+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1979     13     1966      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1979     14     1965      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1979     15     1964      0.00070     0.00069     0.00001     0.00000     0.00000     0.00000
1979     16     1963      0.00382     0.00378     0.00004     0.00000     0.00000     0.00000
1979     17     1962      0.01647     0.01619     0.00027     0.00001     0.00000     0.00000
1979     18     1961      0.05114     0.04929     0.00169     0.00012     0.00003     0.00001
1979     19     1960      0.10912     0.10173     0.00711     0.00025     0.00003     0.00000
1979     20     1959      0.15864     0.13878     0.01895     0.00085     0.00006     0.00000
1979     21     1958      0.18162     0.14434     0.03469     0.00237     0.00021     0.00002
1979     22     1957      0.18758     0.13063     0.05153     0.00481     0.00057     0.00005
1979     23     1956      0.18367     0.11044     0.06601     0.00628     0.00082     0.00012
1979     24     1955      0.17312     0.08831     0.07429     0.00892     0.00142     0.00018
1979     25     1954      0.15295     0.06069     0.07902     0.01073     0.00207     0.00045
1979     26     1953      0.13294     0.04180     0.07616     0.01165     0.00272     0.00062
1979     27     1952      0.11131     0.02757     0.06710     0.01283     0.00274     0.00107
1979     28     1951      0.09215     0.01977     0.05520     0.01278     0.00318     0.00121
1979     29     1950      0.07350     0.01303     0.04313     0.01267     0.00324     0.00143
1979     30     1949      0.06064     0.01007     0.03366     0.01180     0.00347     0.00164
1979     31     1948      0.04686     0.00722     0.02348     0.01033     0.00383     0.00199
1979     32     1947      0.03818     0.00503     0.01909     0.00895     0.00305     0.00205
1979     33     1946      0.02989     0.00370     0.01391     0.00701     0.00267     0.00261
1979     34     1945      0.02389     0.00364     0.01001     0.00568     0.00261     0.00194
1979     35     1944      0.01756     0.00253     0.00705     0.00427     0.00192     0.00180
1979     36     1943      0.01413     0.00202     0.00520     0.00349     0.00171     0.00171
1979     37     1942      0.01073     0.00150     0.00348     0.00263     0.00149     0.00162
1979     38     1941      0.00774     0.00107     0.00211     0.00183     0.00124     0.00148
1979     39     1940      0.00561     0.00058     0.00143     0.00131     0.00079     0.00150
1979     40     1939      0.00417     0.00055     0.00089     0.00085     0.00054     0.00134
1979     41     1938      0.00309     0.00034     0.00070     0.00049     0.00051     0.00104
1979     42     1937      0.00211     0.00019     0.00032     0.00034     0.00032     0.00094
1979     43     1936      0.00123     0.00008     0.00020     0.00019     0.00018     0.00058
1979     44     1935      0.00082     0.00007     0.00012     0.00012     0.00008     0.00043
1979     45     1934      0.00054     0.00006     0.00007     0.00005     0.00003     0.00033
1979     46     1933      0.00025     0.00007     0.00003     0.00001     0.00004     0.00009
1979     47     1932      0.00014     0.00005     0.00002     0.00001     0.00002     0.00004
1979     48     1931      0.00008     0.00004     0.00002     0.00000     0.00001     0.00001
1979     49     1930      0.00005     0.00002     0.00001     0.00000     0.00001     0.00001
1979     50     1929      0.00003     0.00001     0.00001     0.00000     0.00000     0.00000
1979     51     1928      0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
1979     52     1927      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1979     53     1926      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1979     54     1925      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1979     55+    1924-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1980     12-    1968+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1980     13     1967      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1980     14     1966      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1980     15     1965      0.00083     0.00083     0.00000     0.00000     0.00000     0.00000
1980     16     1964      0.00447     0.00441     0.00006     0.00000     0.00000     0.00000
1980     17     1963      0.01704     0.01675     0.00030     0.00000     0.00000     0.00000
1980     18     1962      0.05233     0.05058     0.00168     0.00006     0.00001     0.00000
1980     19     1961      0.11511     0.10747     0.00743     0.00020     0.00002     0.00000
1980     20     1960      0.16906     0.14867     0.01933     0.00099     0.00006     0.00001
1980     21     1959      0.19153     0.15271     0.03594     0.00269     0.00016     0.00002
1980     22     1958      0.19522     0.13588     0.05405     0.00474     0.00052     0.00002
1980     23     1957      0.18801     0.10986     0.06931     0.00754     0.00111     0.00020
1980     24     1956      0.17303     0.08373     0.07805     0.00934     0.00160     0.00031
1980     25     1955      0.15587     0.06138     0.08005     0.01163     0.00230     0.00051
1980     26     1954      0.13483     0.04205     0.07570     0.01349     0.00272     0.00088
1980     27     1953      0.11201     0.02684     0.06766     0.01366     0.00281     0.00106
1980     28     1952      0.09226     0.01910     0.05518     0.01345     0.00336     0.00117
1980     29     1951      0.07506     0.01400     0.04308     0.01309     0.00346     0.00142
1980     30     1950      0.05976     0.00902     0.03337     0.01221     0.00346     0.00170
1980     31     1949      0.04780     0.00694     0.02436     0.01120     0.00371     0.00159
1980     32     1948      0.03874     0.00546     0.01787     0.01006     0.00323     0.00212
1980     33     1947      0.02991     0.00440     0.01263     0.00774     0.00315     0.00198
1980     34     1946      0.02385     0.00289     0.00945     0.00656     0.00286     0.00209
1980     35     1945      0.01794     0.00237     0.00672     0.00489     0.00193     0.00202
1980     36     1944      0.01357     0.00173     0.00469     0.00367     0.00183     0.00165
1980     37     1943      0.00989     0.00143     0.00327     0.00241     0.00128     0.00150
1980     38     1942      0.00787     0.00103     0.00214     0.00199     0.00115     0.00157
1980     39     1941      0.00554     0.00061     0.00126     0.00131     0.00103     0.00132
1980     40     1940      0.00378     0.00037     0.00075     0.00099     0.00058     0.00109
1980     41     1939      0.00288     0.00029     0.00052     0.00056     0.00052     0.00100
1980     42     1938      0.00201     0.00018     0.00030     0.00044     0.00031     0.00077
1980     43     1937      0.00123     0.00007     0.00017     0.00017     0.00022     0.00060
1980     44     1936      0.00073     0.00005     0.00007     0.00012     0.00012     0.00037
1980     45     1935      0.00038     0.00002     0.00009     0.00006     0.00008     0.00013
1980     46     1934      0.00025     0.00004     0.00007     0.00001     0.00002     0.00010
1980     47     1933      0.00017     0.00004     0.00006     0.00001     0.00001     0.00005
1980     48     1932      0.00010     0.00003     0.00004     0.00001     0.00001     0.00002
1980     49     1931      0.00006     0.00002     0.00002     0.00000     0.00000     0.00001
1980     50     1930      0.00003     0.00001     0.00001     0.00000     0.00000     0.00000
1980     51     1929      0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
1980     52     1928      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1980     53     1927      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1980     54     1926      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1980     55+    1925-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1981     12-    1969+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1981     13     1968      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1981     14     1967      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1981     15     1966      0.00083     0.00082     0.00001     0.00000     0.00000     0.00000
1981     16     1965      0.00435     0.00430     0.00005     0.00000     0.00000     0.00000
1981     17     1964      0.01583     0.01554     0.00027     0.00001     0.00000     0.00000
1981     18     1963      0.04662     0.04506     0.00150     0.00006     0.00000     0.00000
1981     19     1962      0.10707     0.10020     0.00661     0.00025     0.00000     0.00000
1981     20     1961      0.16198     0.14230     0.01877     0.00091     0.00001     0.00000
1981     21     1960      0.18134     0.14368     0.03502     0.00244     0.00019     0.00001
1981     22     1959      0.18552     0.12612     0.05410     0.00472     0.00052     0.00007
1981     23     1958      0.18064     0.10413     0.06786     0.00742     0.00105     0.00018
1981     24     1957      0.16627     0.07870     0.07615     0.00953     0.00152     0.00037
1981     25     1956      0.15094     0.05658     0.08064     0.01102     0.00228     0.00043
1981     26     1955      0.13205     0.03802     0.07724     0.01292     0.00302     0.00086
1981     27     1954      0.10869     0.02615     0.06456     0.01367     0.00316     0.00116
1981     28     1953      0.08915     0.01801     0.05306     0.01349     0.00329     0.00131
1981     29     1952      0.07023     0.01254     0.03970     0.01301     0.00346     0.00151
1981     30     1951      0.05893     0.00949     0.03248     0.01192     0.00339     0.00166
1981     31     1950      0.04578     0.00717     0.02305     0.01055     0.00321     0.00180
1981     32     1949      0.03729     0.00468     0.01791     0.00946     0.00320     0.00204
1981     33     1948      0.02917     0.00370     0.01204     0.00803     0.00308     0.00232
1981     34     1947      0.02272     0.00281     0.00910     0.00641     0.00239     0.00202
1981     35     1946      0.01840     0.00192     0.00657     0.00527     0.00218     0.00247
1981     36     1945      0.01275     0.00167     0.00417     0.00343     0.00189     0.00159
1981     37     1944      0.00988     0.00129     0.00286     0.00278     0.00152     0.00144
