Germany, Live births by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 04/02/2019
Year  ARDY   Cohort       Total          B1          B2          B3          B4         B5p
2009    50    1959        31.00       11.00        6.00        5.00        3.00        6.00
2009    51    1958        19.43        9.32        4.02        3.00        0.00        3.10
2009    52    1957        11.85        6.27        2.56        1.71        0.00        1.31
2009    53    1956         6.12        3.40        1.47        0.84        0.00        0.43
2009    54    1955         2.78        1.56        0.73        0.36        0.00        0.13
2009    55+   1954-        0.82        0.46        0.23        0.11        0.00        0.03
2010    12-   1998+        0.00        0.00        0.00        0.00        0.00        0.00
2010    13    1997         0.98        0.98        0.00        0.00        0.00        0.00
2010    14    1996        54.02       54.02        0.00        0.00        0.00        0.00
2010    15    1995       230.00      229.00        1.00        0.00        0.00        0.00
2010    16    1994       870.00      850.00       20.00        0.00        0.00        0.00
2010    17    1993      2039.00     1950.00       84.00        5.00        0.00        0.00
2010    18    1992      3850.00     3559.00      275.00       14.00        1.00        1.00
2010    19    1991      7009.00     6165.00      787.00       51.00        4.00        2.00
2010    20    1990     10741.00     8936.00     1602.00      177.00       24.00        2.00
2010    21    1989     13836.00    10694.00     2688.00      394.00       53.00        7.00
2010    22    1988     17497.00    12483.00     4139.00      743.00      117.00       15.00
2010    23    1987     20572.00    13759.00     5375.00     1176.00      231.00       31.00
2010    24    1986     24330.00    15546.00     6767.00     1614.00      325.00       78.00
2010    25    1985     28493.00    17646.00     8083.00     2115.00      509.00      140.00
2010    26    1984     33129.00    19845.00     9889.00     2555.00      622.00      218.00
2010    27    1983     37641.00    21653.00    11736.00     3131.00      778.00      343.00
2010    28    1982     42972.00    23701.00    14082.00     3786.00      990.00      413.00
2010    29    1981     46445.00    24612.00    15703.00     4409.00     1177.00      544.00
2010    30    1980     49114.00    24934.00    17173.00     4968.00     1334.00      705.00
2010    31    1979     47942.00    23048.00    17442.00     5233.00     1443.00      776.00
2010    32    1978     46036.00    20488.00    17834.00     5409.00     1524.00      781.00
2010    33    1977     43480.00    18054.00    17288.00     5698.00     1556.00      884.00
2010    34    1976     39299.00    15158.00    16101.00     5643.00     1558.00      839.00
2010    35    1975     34287.00    12406.00    13910.00     5495.00     1609.00      867.00
2010    36    1974     29866.00    10098.00    11990.00     5280.00     1576.00      922.00
2010    37    1973     24677.00     7865.00     9875.00     4555.00     1492.00      890.00
2010    38    1972     20745.00     6464.00     8125.00     4009.00     1292.00      855.00
2010    39    1971     17363.00     5226.00     6722.00     3467.00     1204.00      744.00
2010    40    1970     13238.00     3929.00     4832.00     2752.00     1034.00      691.00
2010    41    1969      9319.00     2866.00     3227.00     1849.00      787.00      590.00
2010    42    1968      5837.00     1674.00     1982.00     1195.00      517.00      469.00
2010    43    1967      3367.00      965.00     1092.00      682.00      353.00      275.00
2010    44    1966      1800.00      479.00      558.00      364.00      190.00      209.00
2010    45    1965       977.00      270.00      289.00      195.00       98.00      125.00
2010    46    1964       444.00      109.00      130.00       98.00       52.00       55.00
2010    47    1963       211.00       63.00       57.00       39.00       18.00       34.00
2010    48    1962        83.00       28.00       27.00        7.00        8.00       13.00
2010    49    1961        62.00       23.00       16.00        8.00        3.00       12.00
2010    50    1960        37.00       14.00       12.00        6.00        2.00        3.00
2010    51    1959        26.18        8.41        8.50        3.53        0.53        5.21
2010    52    1958        15.61        4.96        5.12        1.94        0.26        3.35
2010    53    1957         7.85        2.83        2.77        0.98        0.13        1.12
2010    54    1956         3.41        1.39        1.25        0.43        0.07        0.27
2010    55+   1955-        0.95        0.41        0.35        0.12        0.02        0.05
2011    12-   1999+        0.00        0.00        0.00        0.00        0.00        0.00
2011    13    1998         0.85        0.76        0.00        0.08        0.00        0.00
2011    14    1997        51.16       50.24        0.00        0.92        0.00        0.00
2011    15    1996       267.00      264.00        3.00        0.00        0.00        0.00
2011    16    1995       794.00      781.00       13.00        0.00        0.00        0.00
2011    17    1994      1823.00     1754.00       68.00        1.00        0.00        0.00
2011    18    1993      3447.00     3169.00      259.00       17.00        2.00        0.00
2011    19    1992      6382.00     5651.00      670.00       56.00        4.00        1.00
2011    20    1991      9290.00     7736.00     1361.00      173.00       17.00        3.00
2011    21    1990     13225.00    10292.00     2556.00      324.00       46.00        7.00
2011    22    1989     15729.00    11414.00     3602.00      602.00       95.00       16.00
2011    23    1988     19480.00    13218.00     5026.00      996.00      203.00       37.00
2011    24    1987     23117.00    15036.00     6210.00     1439.00      335.00       97.00
2011    25    1986     27805.00    17544.00     7750.00     1921.00      454.00      136.00
2011    26    1985     31660.00    19202.00     9159.00     2492.00      587.00      220.00
2011    27    1984     35822.00    21018.00    10903.00     2845.00      751.00      305.00
2011    28    1983     40703.00    22998.00    13009.00     3398.00      892.00      406.00
2011    29    1982     45359.00    24268.00    15378.00     4105.00     1077.00      531.00
2011    30    1981     47953.00    24870.00    16670.00     4610.00     1200.00      603.00
2011    31    1980     49576.00    24086.00    18014.00     5339.00     1441.00      696.00
2011    32    1979     46594.00    21099.00    17802.00     5494.00     1447.00      752.00
2011    33    1978     43114.00    17737.00    17540.00     5550.00     1484.00      803.00
2011    34    1977     39792.00    15413.00    16443.00     5561.00     1537.00      838.00
2011    35    1976     35251.00    12858.00    14538.00     5405.00     1549.00      901.00
2011    36    1975     29771.00    10264.00    12077.00     5074.00     1474.00      882.00
2011    37    1974     24930.00     8032.00    10002.00     4610.00     1422.00      864.00
2011    38    1973     19512.00     5999.00     7703.00     3750.00     1268.00      792.00
2011    39    1972     16314.00     4945.00     6261.00     3270.00     1121.00      717.00
2011    40    1971     13049.00     3958.00     4960.00     2516.00      948.00      667.00
2011    41    1970      8998.00     2637.00     3221.00     1815.00      771.00      554.00
2011    42    1969      5702.00     1638.00     1978.00     1176.00      543.00      367.00
2011    43    1968      3452.00      970.00     1147.00      709.00      332.00      294.00
2011    44    1967      1840.00      505.00      577.00      386.00      177.00      195.00
2011    45    1966       989.00      266.00      265.00      224.00      113.00      121.00
2011    46    1965       426.00      119.00      105.00       81.00       57.00       64.00
2011    47    1964       192.00       61.00       56.00       29.00       22.00       24.00
2011    48    1963       104.00       34.00       24.00       17.00        9.00       20.00
2011    49    1962        64.00       20.00       21.00        9.00        5.00        9.00
2011    50    1961        40.00       16.00        8.00        4.00        4.00        8.00
2011    51    1960        32.04       13.32        8.20        2.84        2.73        4.94
2011    52    1959        20.31        8.86        6.01        1.78        1.47        2.20
2011    53    1958         9.58        4.40        3.09        0.87        0.56        0.65
2011    54    1957         3.98        1.89        1.35        0.38        0.20        0.18
2011    55+   1956-        1.09        0.53        0.37        0.11        0.04        0.04
2012    12-   2000+        0.00        0.00        0.00        0.00        0.00        0.00
2012    13    1999         0.88        0.82        0.07        0.00        0.00        0.00
2012    14    1998        51.11       50.18        0.93        0.00        0.00        0.00
2012    15    1997       253.00      251.00        2.00        0.00        0.00        0.00
2012    16    1996       797.00      780.00       16.00        1.00        0.00        0.00
2012    17    1995      1818.00     1753.00       64.00        1.00        0.00        0.00
2012    18    1994      3294.00     3024.00      248.00       22.00        0.00        0.00
2012    19    1993      5973.01     5230.01      689.00       49.00        5.00        0.00
2012    20    1992      9204.01     7604.02     1405.00      181.00       14.00        0.00
2012    21    1991     11976.02     9149.03     2433.00      343.00       47.00        4.00
2012    22    1990     15697.02    11269.03     3648.00      657.00      108.00       15.00
2012    23    1989     18710.03    12679.03     4824.00      991.00      185.00       31.00
2012    24    1988     23363.03    15033.04     6432.99     1508.00      328.00       61.00
2012    25    1987     27678.04    17471.05     7725.00     1858.00      496.00      128.00
2012    26    1986     33059.04    20021.06     9662.00     2491.00      672.00      213.00
2012    27    1985     36334.05    21250.06    11209.00     2807.00      762.99      305.00
2012    28    1984     40723.06    22812.06    13113.99     3498.00      901.00      398.00
2012    29    1983     44226.07    23861.08    14849.00     3983.99     1061.00      471.00
2012    30    1982     49427.08    25738.08    17132.99     4702.00     1247.00      607.00
2012    31    1981     50623.08    24687.08    18508.00     5314.00     1415.00      699.00
2012    32    1980     49793.08    22604.07    19061.00     5734.00     1592.00      802.00
2012    33    1979     45069.07    18791.06    18213.01     5711.00     1521.00      833.00
2012    34    1978     41191.06    15803.06    17238.01     5690.00     1596.00      864.00
2012    35    1977     36655.06    13186.05    15464.01     5488.00     1601.00      916.00
2012    36    1976     31652.04    10830.04    13104.01     5251.00     1606.00      861.00
2012    37    1975     25248.03     7960.03    10333.00     4625.00     1482.00      848.00
2012    38    1974     20330.03     6153.03     8114.01     4004.00     1346.00      713.00
2012    39    1973     15758.02     4624.01     6091.01     3198.00     1148.00      697.00
2012    40    1972     12593.02     3783.01     4668.00     2573.00      931.00      638.00
2012    41    1971      8901.01     2667.01     3184.00     1758.00      754.00      538.00
2012    42    1970      5761.01     1649.00     1982.00     1181.00      539.00      410.00
2012    43    1969      3473.01      981.00     1158.00      704.01      331.00      299.00
2012    44    1968      1901.00      539.00      596.00      387.00      189.00      190.00
2012    45    1967       983.00      268.00      285.00      193.00      106.00      131.00
2012    46    1966       510.00      143.00      138.00      100.00       60.00       69.00
2012    47    1965       218.00       84.00       57.00       32.00       22.00       23.00
2012    48    1964       137.00       53.00       41.00       14.00       17.00       12.00
2012    49    1963        71.00       32.00       27.00        6.00        5.00        1.00
2012    50    1962        24.00        6.00       10.00        4.00        2.00        2.00
2012    51    1961        29.11       10.03        7.38        5.30        1.50        4.89
2012    52    1960        21.88        8.87        4.63        3.91        0.88        3.59
2012    53    1959        11.24        5.20        2.53        1.90        0.41        1.19
2012    54    1958         4.53        2.27        1.13        0.70        0.16        0.27
2012    55+   1957-        1.24        0.64        0.33        0.18        0.04        0.05
2013    12-   2001+        0.00        0.00        0.00        0.00        0.00        0.00
2013    13    2000         0.76        0.76        0.00        0.00        0.00        0.00
2013    14    1999        45.24       45.24        0.00        0.00        0.00        0.00
2013    15    1998       265.00      262.00        3.00        0.00        0.00        0.00
2013    16    1997       786.00      760.00       26.00        0.00        0.00        0.00
2013    17    1996      1726.00     1644.00       78.00        4.00        0.00        0.00
2013    18    1995      3394.00     3104.00      266.00       23.00        1.00        0.00
2013    19    1994      5716.00     5024.00      628.00       62.00        2.00        0.00
2013    20    1993      8391.00     6859.00     1350.00      162.00       17.00        3.00
2013    21    1992     11102.00     8389.00     2277.00      369.00       58.00        9.00
2013    22    1991     13933.00     9949.00     3239.00      637.00       92.00       16.00
2013    23    1990     18626.00    12560.00     4799.00     1051.00      181.00       35.00
2013    24    1989     22182.00    14352.00     6003.00     1442.00      298.00       87.00
2013    25    1988     28047.00    17676.00     7831.00     1935.00      478.00      127.00
2013    26    1987     32977.00    20411.00     9465.00     2304.00      576.00      221.00
2013    27    1986     37331.00    22055.00    11191.00     2964.00      807.00      314.00
2013    28    1985     40965.00    23107.00    13071.00     3387.00      988.00      412.00
2013    29    1984     44709.00    24251.00    14883.00     4034.00     1082.00      459.00
2013    30    1983     47866.00    25139.00    16451.00     4488.00     1208.00      580.00
2013    31    1982     51553.00    25453.00    18742.00     5316.00     1377.00      665.00
2013    32    1981     50880.00    23432.00    19390.00     5713.00     1575.00      770.00
2013    33    1980     48371.00    20362.00    19441.00     5955.00     1661.00      952.00
2013    34    1979     43096.00    16758.00    17899.00     5881.00     1690.00      868.00
2013    35    1978     38461.00    14049.00    16124.00     5810.00     1644.00      834.00
2013    36    1977     32793.00    11156.00    13611.00     5577.00     1588.00      861.00
2013    37    1976     27034.00     8702.00    11144.00     4871.00     1499.00      818.00
2013    38    1975     21159.00     6484.00     8523.00     4056.00     1292.00      804.00
2013    39    1974     16457.00     4961.00     6352.00     3275.00     1150.00      719.00
2013    40    1973     12271.00     3720.00     4536.00     2458.00      916.00      641.00
2013    41    1972      8667.00     2579.00     3175.00     1737.00      697.00      479.00
2013    42    1971      5784.00     1661.00     2071.00     1159.00      528.00      365.00
2013    43    1970      3449.00     1031.00     1173.00      644.00      314.00      287.00
2013    44    1969      1972.00      571.00      599.00      408.00      189.00      205.00
2013    45    1968       998.00      314.00      292.00      191.00       94.00      107.00
2013    46    1967       487.00      148.00      145.00      101.00       39.00       54.00
2013    47    1966       276.00       89.00       78.00       43.00       21.00       45.00
2013    48    1965       109.00       45.00       27.00       18.00        5.00       14.00
2013    49    1964        73.00       29.00       18.00       13.00        6.00        7.00
2013    50    1963        50.00       17.00       10.00        9.00        8.00        6.00
2013    51    1962        32.93       12.08        8.08        6.16        3.00        3.60
2013    52    1961        19.67        7.71        5.44        3.56        1.31        1.67
2013    53    1960         9.39        3.96        2.84        1.55        0.49        0.55
2013    54    1959         3.94        1.76        1.27        0.59        0.17        0.15
2013    55+   1958-        1.06        0.49        0.35        0.15        0.04        0.03
2014    12-   2002+        0.00        0.00        0.00        0.00        0.00        0.00
2014    13    2001         1.07        1.01        0.05        0.00        0.00        0.00
2014    14    2000        64.93       63.99        0.94        0.00        0.00        0.00
2014    15    1999       278.00      275.00        3.00        0.00        0.00        0.00
2014    16    1998       812.00      794.00       17.00        1.00        0.00        0.00
2014    17    1997      1915.00     1827.00       83.00        5.00        0.00        0.00
2014    18    1996      3371.00     3042.00      304.00       25.00        0.00        0.00
2014    19    1995      5647.00     4880.00      703.00       56.00        8.00        0.00
2014    20    1994      8201.00     6693.00     1290.00      198.00       17.00        3.00
2014    21    1993     10724.00     7952.00     2327.00      372.00       62.00       11.00
2014    22    1992     13687.00     9565.00     3342.00      633.00      124.00       23.00
2014    23    1991     17130.00    11349.00     4549.00      984.00      211.00       37.00
2014    24    1990     22777.00    14680.00     6144.00     1519.00      353.00       81.00
2014    25    1989     27692.00    17639.00     7569.00     1897.00      444.00      143.00
2014    26    1988     34383.00    21278.00     9669.00     2573.00      629.00      234.00
2014    27    1987     38900.00    23253.00    11493.00     2982.00      831.00      341.00
2014    28    1986     43795.00    25181.00    13484.00     3716.00     1017.00      397.00
2014    29    1985     47138.00    25949.00    15340.00     4181.00     1152.00      516.00
2014    30    1984     50617.00    26843.00    17011.00     4735.00     1362.00      666.00
2014    31    1983     52905.00    26725.00    18730.00     5358.00     1391.00      701.00
2014    32    1982     54074.00    25083.00    20436.00     6121.00     1612.00      822.00
2014    33    1981     51327.00    22046.00    20272.00     6401.00     1699.00      909.00
2014    34    1980     47707.00    18810.00    19625.00     6530.00     1807.00      935.00
2014    35    1979     41286.00    15138.00    17180.00     6206.00     1789.00      973.00
2014    36    1978     35199.00    12283.00    14374.00     5842.00     1704.00      996.00
2014    37    1977     29002.00     9439.00    11822.00     5141.00     1661.00      939.00
2014    38    1976     23113.00     7145.00     9387.00     4350.00     1420.00      811.00
2014    39    1975     17622.00     5320.00     6819.00     3448.00     1220.00      815.00
2014    40    1974     13176.00     4004.00     4949.00     2562.00      986.00      675.00
2014    41    1973      8771.00     2576.00     3116.00     1776.00      768.00      535.00
2014    42    1972      5902.00     1724.00     2046.00     1233.00      482.00      417.00
2014    43    1971      3649.00     1092.00     1221.00      710.00      329.00      297.00
2014    44    1970      1935.00      528.00      618.00      387.00      200.00      202.00
2014    45    1969       999.00      321.00      293.00      188.00      100.00       97.00
2014    46    1968       545.00      193.00      150.00      101.00       47.00       54.00
2014    47    1967       250.00       85.00       74.00       47.00       17.00       27.00
2014    48    1966       148.00       57.00       44.00       22.00       10.00       15.00
2014    49    1965        66.00       29.00       16.00       11.00        5.00        5.00
2014    50    1964        45.00       19.00       13.00        6.00        4.00        3.00
2014    51    1963        34.97       13.21       11.08        4.83        1.67        4.18
2014    52    1962        21.64        8.07        7.17        2.98        0.80        2.62
2014    53    1961        10.72        4.27        3.73        1.45        0.36        0.92
2014    54    1960         4.46        1.91        1.59        0.58        0.14        0.24
2014    55+   1959-        1.23        0.54        0.44        0.15        0.04        0.05
2015    12-   2003+        0.00        0.00        0.00        0.00        0.00        0.00
2015    13    2002         1.14        1.04        0.10        0.00        0.00        0.00
2015    14    2001        68.85       66.96        1.91        0.00        0.00        0.00
2015    15    2000       305.00      299.00        5.00        1.00        0.00        0.00
2015    16    1999       831.00      807.00       23.00        1.00        0.00        0.00
2015    17    1998      1835.00     1726.00      103.00        5.00        1.00        0.00
2015    18    1997      3411.00     3039.00      339.00       30.00        3.00        0.00
2015    19    1996      5881.00     4958.00      828.00       91.00        4.00        0.00
2015    20    1995      8375.00     6637.00     1505.00      206.00       22.00        5.00
2015    21    1994     10817.00     7915.00     2440.00      392.00       66.00        4.00
2015    22    1993     13623.00     9274.00     3514.00      696.00      120.00       19.00
2015    23    1992     16889.00    10968.00     4579.00     1086.00      201.00       55.00
2015    24    1991     21273.00    13388.00     5845.00     1548.00      391.00      101.00
2015    25    1990     28437.00    18076.00     7676.00     1992.00      531.00      162.00
2015    26    1989     34216.00    20971.00     9752.00     2551.00      704.00      238.00
2015    27    1988     40720.00    24169.00    12011.00     3311.00      880.00      349.00
2015    28    1987     45771.00    26204.00    14214.00     3850.00     1053.00      450.00
2015    29    1986     50091.00    27708.00    16151.00     4422.00     1251.00      559.00
2015    30    1985     52244.00    27543.00    17581.00     5015.00     1387.00      718.00
2015    31    1984     54241.00    27186.00    19097.00     5512.00     1645.00      801.00
2015    32    1983     54164.00    25351.00    20414.00     5928.00     1660.00      811.00
2015    33    1982     53627.00    22701.00    21402.00     6714.00     1902.00      908.00
2015    34    1981     49409.00    19390.00    20385.00     6728.00     1910.00      996.00
2015    35    1980     44904.00    16411.00    18734.00     6769.00     1875.00     1115.00
2015    36    1979     37380.00    12756.00    15434.00     6341.00     1829.00     1020.00
2015    37    1978     30138.00     9638.00    12378.00     5388.00     1729.00     1005.00
2015    38    1977     24005.00     7472.00     9452.00     4687.00     1520.00      874.00
2015    39    1976     18627.00     5605.00     7306.00     3658.00     1212.00      846.00
2015    40    1975     13692.00     4109.00     5123.00     2707.00     1077.00      676.00
2015    41    1974      9433.00     2811.00     3398.00     1849.00      779.00      596.00
2015    42    1973      5547.00     1580.00     1927.00     1119.00      514.00      407.00
2015    43    1972      3344.00      988.00     1104.00      658.00      321.00      273.00
2015    44    1971      2007.00      607.00      635.00      419.00      160.00      186.00
2015    45    1970      1074.00      342.00      304.00      200.00       98.00      130.00
2015    46    1969       541.00      177.00      168.00       88.00       48.00       60.00
2015    47    1968       286.00      108.00       89.00       32.00       26.00       31.00
2015    48    1967       138.00       65.00       30.00       18.00       13.00       12.00
2015    49    1966        95.00       40.00       22.00       12.00       12.00        9.00
2015    50    1965        51.00       26.00       13.00        5.00        3.00        4.00
2015    51    1964        40.06       19.58        8.39        3.31        2.51        6.28
2015    52    1963        24.86       12.13        5.16        2.02        1.51        4.03
2015    53    1962        11.82        6.02        2.77        1.05        0.66        1.30
2015    54    1961         4.93        2.57        1.31        0.48        0.25        0.32
2015    55+   1960-        1.33        0.69        0.38        0.14        0.07        0.06
2016    12-   2004+        0.00        0.00        0.00        0.00        0.00        0.00
2016    13    2003         1.28        1.21        0.05        0.00        0.00        0.00
2016    14    2002        75.75       74.80        0.94        0.00        0.00        0.00
2016    15    2001       316.06      313.06        3.00        0.00        0.00        0.00
2016    16    2000       949.19      914.18       34.00        1.00        0.00        0.00
2016    17    1999      2073.42     1912.38      153.03        8.00        0.00        0.00
2016    18    1998      3912.78     3422.68      436.09       51.02        2.00        1.00
2016    19    1997      7103.41     5822.14     1116.23      147.05       18.01        0.00
2016    20    1996      9720.93     7523.44     1838.37      312.10       47.03        0.00
2016    21    1995     12440.48     8805.66     2962.58      568.19       90.05       14.01
2016    22    1994     15101.01    10023.84     3983.76      893.29      171.09       29.03
2016    23    1993     17982.59    11232.00     5071.95     1305.42      307.16       66.05
2016    24    1992     22312.45    13680.40     6233.15     1813.58      460.24      125.10
2016    25    1991     27586.50    16456.85     7961.44     2377.75      595.31      195.15
2016    26    1990     36459.27    21961.77    10291.85     2991.94      885.45      328.25
2016    27    1989     42401.46    24853.22    12388.21     3662.14     1049.53      448.35
2016    28    1988     49474.87    28006.71    15192.68     4386.36     1300.66      588.46
2016    29    1987     53910.76    29315.88    17410.04     4991.55     1482.75      710.55
2016    30    1986     57132.40    29827.90    19266.32     5562.71     1648.83      826.64
2016    31    1985     58168.60    28601.58    20604.48     6086.84     1868.94     1006.77
2016    32    1984     57408.45    26358.16    21693.61     6402.92     1893.95     1059.81
2016    33    1983     55221.02    23022.54    22252.60     6771.01     2028.01     1146.87
2016    34    1982     52768.53    20382.04    21774.42     7277.13     2139.05     1195.90
2016    35    1981     47872.54    17291.47    19829.00     7296.09     2262.09     1193.89
2016    36    1980     42148.41    14321.95    17208.48     7202.01     2144.02     1271.94
2016    37    1979     33351.65    10441.35    13666.88     6147.67     1963.92     1131.83
2016    38    1978     26168.22     7893.97    10543.38     4962.31     1690.78     1077.78
2016    39    1977     20470.08     6040.69     7873.96     4035.04     1532.70      987.71
2016    40    1976     15141.02     4445.48     5673.67     3058.77     1126.50      836.60
2016    41    1975      9931.98     2909.29     3514.37     1996.48      830.36      681.47
2016    42    1974      6264.25     1753.16     2197.22     1271.29      588.25      454.32
2016    43    1973      3670.73     1049.09     1260.12      714.17      333.14      314.22
2016    44    1972      2068.41      574.05      689.06      387.08      198.08      220.15
2016    45    1971      1090.22      358.03      317.03      202.05      113.05      100.07
2016    46    1970       640.13      196.01      189.01      118.03       61.02       76.05
2016    47    1969       311.06      135.01       79.00       38.01       22.01       37.02
2016    48    1968       180.04       74.01       60.01       26.01       11.01        9.01
2016    49    1967       108.02       52.00       31.00       15.01        5.01        5.00
2016    50    1966        89.02       38.00       22.00       14.00        4.00       11.01
2016    51    1965        53.47       21.05       12.23        8.37        3.50        8.34
2016    52    1964        30.04       12.03        7.17        4.62        2.17        4.05
2016    53    1963        13.65        5.82        3.60        2.04        0.92        1.25
2016    54    1962         5.39        2.42        1.56        0.77        0.32        0.32
2016    55+   1961-        1.46        0.68        0.45        0.20        0.08        0.07
2017    12-   2005+        0.00        0.00        0.00        0.00        0.00        0.00
2017    13    2004         0.98        0.98        0.00        0.00        0.00        0.00
2017    14    2003        55.02       55.02        0.00        0.00        0.00        0.00
2017    15    2002       252.03      249.03        3.00        0.00        0.00        0.00
2017    16    2001       787.09      745.09       40.01        2.00        0.00        0.00
2017    17    2000      1747.21     1619.20      120.01        7.00        1.00        0.00
2017    18    1999      3342.40     2865.34      433.05       40.01        4.00        0.00
2017    19    1998      6065.73     4910.59     1009.11      134.02       12.00        0.00
2017    20    1997      8798.05     6646.80     1835.19      271.05       40.01        5.00
2017    21    1996     11627.39     8023.95     2949.31      561.10       78.02       15.00
2017    22    1995     13997.67     8976.05     3902.40      932.16      159.05       28.01
2017    23    1994     16885.03    10501.21     4682.47     1316.22      327.11       58.01
2017    24    1993     20833.50    12498.42     5968.59     1803.30      426.14      137.04
2017    25    1992     26244.14    15765.78     7510.75     2137.36      646.21      184.06
2017    26    1991     32741.92    19262.16     9415.92     2923.49      841.26      299.10
2017    27    1990     42154.04    24705.76    12327.20     3625.61     1096.35      399.12
2017    28    1989     47463.69    26899.01    14719.44     4117.69     1194.38      533.17
2017    29    1988     54849.57    29935.31    17512.69     5126.85     1546.49      728.23
2017    30    1987     58146.96    30114.32    19842.91     5674.94     1651.52      863.27
2017    31    1986     60171.21    29596.24    21420.03     6303.03     1867.58      984.31
2017    32    1985     58130.96    26295.83    21943.05     6744.10     2020.63     1127.35
2017    33    1984     55544.66    22996.45    22218.05     7172.17     2022.63     1135.35
2017    34    1983     51494.16    19663.07    21334.94     7258.16     2078.65     1159.36
2017    35    1982     47851.74    16830.72    20018.76     7496.18     2273.70     1232.37
2017    36    1981     42227.06    13970.39    17593.49     7165.11     2205.67     1292.39
2017    37    1980     35194.21    10936.05    14489.18     6351.96     2104.64     1312.39
2017    38    1979     26958.23     7893.73    10874.85     5262.77     1782.53     1144.34
2017    39    1978     20877.50     6041.54     8072.60     4214.61     1506.45     1042.31
2017    40    1977     15579.86     4491.39     5878.42     3073.44     1257.36      879.25
2017    41    1976     10296.24     2903.24     3780.26     2071.29      863.24      678.20
2017    42    1975      6308.76     1770.14     2183.14     1311.18      571.16      473.13
2017    43    1974      3755.45     1032.08     1230.07      761.10      400.11      332.10
2017    44    1973      1970.23      564.04      608.04      380.04      205.05      213.06
2017    45    1972      1182.14      373.03      357.02      237.03      101.03      114.03
2017    46    1971       601.07      217.02      175.01       93.01       53.02       63.02
2017    47    1970       309.04      114.01       85.00       67.00       23.01       20.01
2017    48    1969       156.02       61.01       48.00       27.00       12.01        8.00
2017    49    1968        98.01       42.00       27.00       14.00        6.00        9.00
2017    50    1967        77.01       39.00       24.00        5.00        1.00        8.01
2017    51    1966        54.44       24.77       11.34        7.82        2.37        8.13
2017    52    1965        31.41       13.37        5.88        5.93        2.11        4.12
2017    53    1964        14.73        6.45        3.01        2.90        1.04        1.33
2017    54    1963         5.89        2.69        1.38        1.09        0.38        0.35
2017    55+   1962-        1.55        0.73        0.39        0.27        0.09        0.07
