East Germany, Live births by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 04/02/2019
Year  ARDY   Cohort       Total          B1          B2          B3          B4         B5p
1978    21    1957     22256.00    17638.76     4287.69      308.76       19.80        0.99
1978    22    1956     23536.00    16418.44     6496.31      571.88       45.45        3.92
1978    23    1955     23690.00    14298.40     8402.19      868.12      106.62       14.67
1978    24    1954     22063.00    11224.05     9453.25     1176.07      171.56       38.06
1978    25    1953     20120.00     8223.88    10209.57     1389.38      240.48       56.69
1978    26    1952     17286.00     5490.02     9866.18     1478.65      352.35       98.80
1978    27    1951     14276.00     3698.95     8487.35     1594.39      374.08      121.22
1978    28    1950     11108.00     2350.30     6704.28     1512.32      390.44      150.66
1978    29    1949      7915.00     1490.24     4683.68     1250.96      321.01      169.11
1978    30    1948      5407.00      854.66     3053.58      985.90      321.42      191.44
1978    31    1947      4161.00      644.76     2273.48      797.73      297.88      147.15
1978    32    1946      2551.00      373.34     1277.12      517.85      217.05      165.64
1978    33    1945      2337.00      338.19     1086.84      514.79      213.62      183.56
1978    34    1944      2582.00      380.36     1123.88      598.66      252.31      226.79
1978    35    1943      2087.00      275.98      892.43      515.43      206.34      196.83
1978    36    1942      1530.00      230.07      535.05      386.34      190.63      187.91
1978    37    1941      1554.00      217.33      527.34      349.45      202.75      257.14
1978    38    1940      1085.00      138.02      298.19      247.50      170.26      231.03
1978    39    1939       907.00       99.74      223.89      211.74      139.57      232.05
1978    40    1938       608.00       71.45      118.35      118.85       90.76      208.59
1978    41    1937       388.00       56.51       64.55       62.28       65.90      138.75
1978    42    1936       267.00       30.44       30.45       42.48       42.94      120.70
1978    43    1935       164.00       18.20       19.21       20.12       30.01       76.46
1978    44    1934        76.00        5.07       11.12        8.09       12.02       39.70
1978    45    1933        46.00        2.01        6.10        0.99        8.18       28.72
1978    46    1932        23.92        1.72        2.90        3.90        2.14       13.25
1978    47    1931        15.24        1.70        2.54        3.53        1.29        6.18
1978    48    1930         9.75        1.49        2.03        2.72        0.74        2.78
1978    49    1929         5.48        1.05        1.32        1.64        0.36        1.09
1978    50    1928         3.11        0.71        0.83        0.93        0.18        0.45
1978    51    1927         1.66        0.43        0.48        0.49        0.09        0.18
1978    52    1926         0.97        0.27        0.29        0.27        0.05        0.09
1978    53    1925         0.54        0.16        0.17        0.15        0.02        0.04
1978    54    1924         0.26        0.08        0.08        0.07        0.01        0.02
1978    55+   1923-        0.08        0.03        0.03        0.03        0.00        0.00
1979    12-   1967+        0.00        0.00        0.00        0.00        0.00        0.00
1979    13    1966         0.00        0.00        0.00        0.00        0.00        0.00
1979    14    1965         0.00        0.00        0.00        0.00        0.00        0.00
1979    15    1964        96.00       94.98        1.02        0.00        0.00        0.00
1979    16    1963       543.00      536.92        6.08        0.00        0.00        0.00
1979    17    1962      2306.00     2267.34       37.55        1.09        0.00        0.00
1979    18    1961      7213.00     6951.89      238.51       17.18        4.35        1.06
1979    19    1960     14950.00    13937.27      973.93       34.90        3.90        0.00
1979    20    1959     21339.00    18667.04     2549.21      114.79        7.95        0.00
1979    21    1958     22718.00    18055.21     4339.26      295.87       25.71        1.95
1979    22    1957     23366.00    16271.86     6418.41      598.86       71.04        5.84
1979    23    1956     23287.00    14002.00     8369.85      795.63      103.88       15.64
1979    24    1955     22260.00    11354.58     9552.28     1147.45      182.32       23.37
1979    25    1954     19654.00     7798.60    10154.12     1378.33      265.53       57.41
1979    26    1953     17037.00     5356.48     9760.21     1492.79      348.64       78.88
1979    27    1952     14140.00     3501.70     8524.08     1630.43      348.20      135.59
1979    28    1951     11563.00     2481.31     6927.34     1603.31      399.53      151.50
1979    29    1950      8904.00     1578.65     5225.28     1535.02      391.98      173.06
1979    30    1949      6397.00     1062.22     3550.89     1245.21      365.80      172.87
1979    31    1948      4199.00      647.42     2104.26      925.62      343.34      178.37
1979    32    1947      3352.00      441.88     1676.21      785.57      268.18      180.16
1979    33    1946      1979.00      244.78      920.82      464.05      176.70      172.65
1979    34    1945      1792.00      273.28      750.74      426.25      196.09      145.64
1979    35    1944      1916.00      276.24      769.46      465.37      208.99      195.94
1979    36    1943      1589.00      227.20      584.71      392.62      191.90      192.56
1979    37    1942      1169.00      162.98      379.70      287.02      162.24      177.05
1979    38    1941      1056.00      146.33      288.42      250.27      169.57      201.41
1979    39    1940       796.00       81.67      202.84      186.51      111.92      213.05
1979    40    1939       586.00       77.70      125.25      118.85       75.81      188.38
1979    41    1938       399.00       44.59       90.28       63.33       65.89      134.90
1979    42    1937       257.00       23.38       38.55       41.25       39.13      114.67
1979    43    1936       151.00       10.13       24.32       23.15       22.19       71.22
1979    44    1935       100.00        8.05       14.21       15.21       10.11       52.43
1979    45    1934        63.00        6.93        8.10        6.16        3.97       37.85
1979    46    1933        23.16        6.49        3.18        1.18        3.46        8.84
1979    47    1932        13.65        4.90        2.29        0.76        2.08        3.62
1979    48    1931         8.13        3.46        1.58        0.47        1.15        1.47
1979    49    1930         5.02        2.40        1.08        0.30        0.61        0.62
1979    50    1929         2.78        1.44        0.65        0.17        0.28        0.24
1979    51    1928         1.59        0.86        0.39        0.09        0.14        0.10
1979    52    1927         0.86        0.48        0.22        0.05        0.06        0.04
1979    53    1926         0.49        0.29        0.13        0.03        0.03        0.02
1979    54    1925         0.26        0.15        0.07        0.02        0.02        0.01
1979    55+   1924-        0.08        0.04        0.02        0.00        0.00        0.00
1980    12-   1968+        0.00        0.00        0.00        0.00        0.00        0.00
1980    13    1967         0.00        0.00        0.00        0.00        0.00        0.00
1980    14    1966         0.00        0.00        0.00        0.00        0.00        0.00
1980    15    1965       110.00      110.00        0.00        0.00        0.00        0.00
1980    16    1964       617.00      608.58        8.42        0.00        0.00        0.00
1980    17    1963      2419.00     2377.00       42.00        0.00        0.00        0.00
1980    18    1962      7331.00     7085.49      235.51        8.89        1.10        0.00
1980    19    1961     16256.00    15176.44     1048.62       27.98        2.97        0.00
1980    20    1960     23193.00    20396.24     2651.83      135.96        7.96        1.01
1980    21    1959     25763.00    20541.80     4834.54      361.90       21.79        2.97
1980    22    1958     24389.00    16975.47     6752.77      592.67       65.13        2.96
1980    23    1957     23386.00    13664.79     8620.74      937.31      138.57       24.57
1980    24    1956     21900.00    10597.20     9878.99     1181.75      202.67       39.40
1980    25    1955     20010.00     7879.62    10277.18     1492.82      295.53       64.86
1980    26    1954     17296.00     5393.62     9709.93     1731.05      348.37      113.02
1980    27    1953     14334.00     3434.08     8657.79     1747.78      359.28      135.07
1980    28    1952     11702.00     2422.99     6998.68     1705.50      426.11      148.70
1980    29    1951      9405.00     1754.26     5397.71     1640.61      434.02      178.41
1980    30    1950      7229.00     1090.83     4036.53     1477.21      419.11      205.32
1980    31    1949      5036.00      731.15     2566.29     1180.11      390.74      167.71
1980    32    1948      3466.00      488.40     1599.05      899.76      289.05      189.75
1980    33    1947      2621.00      385.74     1107.05      678.43      275.85      173.92
1980    34    1946      1576.00      190.81      624.53      433.26      189.09      138.29
1980    35    1945      1343.00      177.74      503.03      366.49      144.53      151.21
1980    36    1944      1478.00      188.69      511.01      399.81      199.05      179.44
1980    37    1943      1110.00      160.68      367.15      270.89      143.28      168.01
1980    38    1942       856.00      111.69      232.39      216.03      125.38      170.50
1980    39    1941       755.00       83.65      171.28      179.02      140.63      180.41
1980    40    1940       535.00       52.33      105.65      140.26       82.80      153.96
1980    41    1939       404.00       40.28       72.51       78.15       72.89      140.18
1980    42    1938       259.00       23.22       39.29       57.26       39.92       99.30
1980    43    1937       150.00        9.09       21.26       20.08       26.98       72.59
1980    44    1936        89.00        6.06        8.11       15.06       15.02       44.74
1980    45    1935        46.00        2.94       10.70        7.25        9.25       15.86
1980    46    1934        28.56        5.00        8.28        1.52        1.85       11.91
1980    47    1933        15.67        3.70        5.27        0.95        0.93        4.80
1980    48    1932         9.83        2.90        3.61        0.65        0.52        2.15
1980    49    1931         6.03        2.07        2.32        0.42        0.29        0.93
1980    50    1930         3.74        1.44        1.46        0.26        0.16        0.42
1980    51    1929         2.06        0.85        0.80        0.14        0.07        0.17
1980    52    1928         1.15        0.50        0.45        0.08        0.04        0.07
1980    53    1927         0.58        0.27        0.23        0.04        0.02        0.03
1980    54    1926         0.31        0.14        0.12        0.02        0.01        0.02
1980    55+   1925-        0.09        0.04        0.04        0.00        0.00        0.00
1981    12-   1969+        0.00        0.00        0.00        0.00        0.00        0.00
1981    13    1968         0.00        0.00        0.00        0.00        0.00        0.00
1981    14    1967         0.00        0.00        0.00        0.00        0.00        0.00
1981    15    1966       106.00      104.98        1.02        0.00        0.00        0.00
1981    16    1965       575.00      568.89        6.11        0.00        0.00        0.00
1981    17    1964      2186.00     2147.26       37.64        1.10        0.00        0.00
1981    18    1963      6608.00     6388.00      211.96        8.05        0.00        0.00
1981    19    1962     15000.00    14037.93      926.72       35.35        0.00        0.00
1981    20    1961     22886.00    20104.69     2651.58      128.73        1.01        0.00
1981    21    1960     24832.00    19674.68     4795.38      334.36       25.64        1.93
1981    22    1959     24865.00    16904.17     7250.57      632.18       69.27        8.80
1981    23    1958     22476.00    12956.51     8443.18      923.24      130.60       22.47
1981    24    1957     20580.00     9740.89     9425.04     1179.76      188.26       46.04
1981    25    1956     19002.00     7122.75    10151.14     1387.11      287.14       53.86
1981    26    1955     16891.00     4863.08     9879.54     1652.05      386.09      110.24
1981    27    1954     13868.00     3335.91     8236.82     1744.29      403.29      147.69
1981    28    1953     11367.00     2295.80     6765.15     1719.45      419.15      167.44
1981    29    1952      8874.00     1584.40     5017.16     1644.23      437.23      190.98
1981    30    1951      7372.00     1186.78     4062.80     1490.98      423.69      207.75
1981    31    1950      5523.00      865.49     2780.94     1272.28      386.88      217.41
1981    32    1949      3920.00      491.87     1882.47      994.50      336.54      214.63
1981    33    1948      2603.00      330.18     1074.19      716.56      274.68      207.39
1981    34    1947      1986.00      245.27      795.09      559.96      209.02      176.65
1981    35    1946      1212.00      126.54      432.46      346.92      143.47      162.60
1981    36    1945       951.00      124.70      311.18      255.88      140.80      118.43
1981    37    1944      1073.00      139.70      310.65      302.02      164.67      155.97
1981    38    1943       751.00       95.54      196.21      202.13      130.78      126.32
1981    39    1942       618.00       71.46      155.09      157.26       92.94      141.25
1981    40    1941       477.00       55.58      114.19      107.31       68.05      131.88
1981    41    1940       353.00       28.24       63.85       77.37       46.96      136.59
1981    42    1939       264.00       30.31       40.48       55.34       48.06       89.80
1981    43    1938       142.00       10.09       18.24       23.34       20.07       70.26
1981    44    1937        95.00       11.10       12.17        9.04       16.10       46.59
1981    45    1936        37.00        4.05        2.02        6.04        2.01       22.87
1981    46    1935        20.79        3.79        1.78        1.12        2.86       11.23
1981    47    1934        13.09        3.29        1.62        0.83        2.02        5.34
1981    48    1933         6.59        2.10        1.08        0.47        1.01        1.93
1981    49    1932         3.96        1.50        0.79        0.30        0.56        0.82
1981    50    1931         2.42        1.02        0.56        0.18        0.30        0.35
1981    51    1930         1.52        0.70        0.39        0.11        0.16        0.16
1981    52    1929         0.86        0.41        0.24        0.07        0.07        0.07
1981    53    1928         0.48        0.24        0.14        0.04        0.04        0.03
1981    54    1927         0.24        0.12        0.07        0.02        0.02        0.02
1981    55+   1926-        0.08        0.04        0.03        0.00        0.00        0.00
1982    12-   1970+        0.00        0.00        0.00        0.00        0.00        0.00
1982    13    1969         0.00        0.00        0.00        0.00        0.00        0.00
1982    14    1968         0.00        0.00        0.00        0.00        0.00        0.00
1982    15    1967        96.00       93.91        2.09        0.00        0.00        0.00
1982    16    1966       545.00      541.09        3.91        0.00        0.00        0.00
1982    17    1965      2098.00     2067.26       28.54        2.19        0.00        0.00
1982    18    1964      6478.00     6286.46      180.64       10.91        0.00        0.00
1982    19    1963     14738.00    13794.47      906.18       35.18        2.16        0.00
1982    20    1962     22287.00    19576.89     2555.34      148.82        5.94        0.00
1982    21    1961     25312.00    19962.45     4940.69      382.17       26.69        0.00
1982    22    1960     25209.00    16982.90     7446.15      701.14       71.03        7.79
1982    23    1959     23950.00    13284.39     9460.09     1025.20      163.62       16.70
1982    24    1958     20652.00     9408.09     9781.15     1213.49      211.14       38.13
1982    25    1957     18658.00     6750.76    10067.92     1477.45      287.33       74.53
1982    26    1956     16384.00     4682.84     9572.41     1681.82      352.65       94.27
1982    27    1955     13948.00     3176.65     8414.56     1785.82      429.70      141.26
1982    28    1954     11375.00     2256.22     6785.46     1710.53      455.82      166.98
1982    29    1953      9297.00     1598.16     5304.12     1749.94      453.20      191.58
1982    30    1952      7447.00     1194.21     3951.85     1638.96      439.56      222.42
1982    31    1951      5786.00      847.42     2902.12     1397.33      434.18      204.95
1982    32    1950      4547.00      649.73     2105.97     1206.57      364.04      220.69
1982    33    1949      3230.00      409.53     1351.38      944.95      310.33      213.81
1982    34    1948      2148.00      282.78      776.98      669.79      244.47      173.98
1982    35    1947      1579.00      193.42      551.69      477.50      204.49      151.90
1982    36    1946       968.00      111.80      303.56      280.86      145.21      126.57
1982    37    1945       776.00       99.74      227.09      209.88      123.41      115.89
1982    38    1944       818.00       92.81      233.40      225.96      121.45      144.37
1982    39    1943       566.00       60.49      145.21      153.08       90.54      116.69
1982    40    1942       399.00       46.38       81.75      106.43       69.60       94.85
1982    41    1941       335.00       39.41       60.50       65.15       69.82      100.12
1982    42    1940       214.00       21.23       31.27       44.11       40.96       76.42
1982    43    1939       135.00       14.14       19.15       27.12       22.99       51.59
1982    44    1938        57.00        7.07        8.09        8.07        8.01       25.74
1982    45    1937        48.00        6.16        6.15        3.99        7.01       24.69
1982    46    1936         9.91        0.34        0.34        1.93        0.92        6.37
1982    47    1935         5.49        0.26        0.26        1.39        0.48        3.10
1982    48    1934         2.99        0.19        0.19        0.94        0.26        1.41
1982    49    1933         1.43        0.13        0.13        0.52        0.12        0.53
1982    50    1932         0.87        0.10        0.10        0.35        0.07        0.25
1982    51    1931         0.56        0.08        0.08        0.23        0.04        0.12
1982    52    1930         0.37        0.06        0.06        0.16        0.03        0.06
1982    53    1929         0.22        0.04        0.04        0.09        0.02        0.03
1982    54    1928         0.12        0.02        0.02        0.05        0.01        0.02
1982    55+   1927-        0.04        0.00        0.00        0.01        0.00        0.00
1983    12-   1971+        0.00        0.00        0.00        0.00        0.00        0.00
1983    13    1970         0.00        0.00        0.00        0.00        0.00        0.00
1983    14    1969         0.00        0.00        0.00        0.00        0.00        0.00
1983    15    1968        91.00       90.00        1.00        0.00        0.00        0.00
1983    16    1967       443.00      438.98        4.02        0.00        0.00        0.00
1983    17    1966      1794.00     1768.60       25.40        0.00        0.00        0.00
1983    18    1965      5728.00     5539.37      186.41        2.22        0.00        0.00
1983    19    1964     13538.00    12679.37      825.87       28.45        4.31        0.00
1983    20    1963     21221.00    18917.02     2191.39      105.66        6.93        0.00
1983    21    1962     23817.00    19022.20     4462.40      305.71       25.70        0.97
1983    22    1961     24881.00    16967.33     7213.46      628.14       65.20        6.87
1983    23    1960     23731.00    13239.04     9297.43     1013.81      157.18       23.56
1983    24    1959     22033.00     9945.70    10420.48     1395.11      238.33       33.39
1983    25    1958     18360.00     6577.63     9910.00     1514.15      296.54       61.68
1983    26    1957     15842.00     4435.93     9262.04     1681.34      363.85       98.85
1983    27    1956     13277.00     3026.80     7907.33     1815.33      375.70      151.83
1983    28    1955     10988.00     2126.30     6407.18     1798.95      465.01      190.56
1983    29    1954      8954.00     1490.77     4947.95     1842.28      464.45      208.56
1983    30    1953      7184.00     1166.90     3704.44     1610.17      501.79      200.70
1983    31    1952      5658.00      813.25     2746.35     1429.56      416.96      251.89
1983    32    1951      4606.00      629.61     2090.70     1259.02      388.08      238.59
1983    33    1950      3546.00      437.88     1489.44     1033.18      365.51      220.00
1983    34    1949      2398.00      298.52      902.33      760.40      270.14      166.61
1983    35    1948      1607.00      172.92      558.17      502.51      221.60      151.81
1983    36    1947      1189.00      131.61      350.64      364.23      190.07      152.45
1983    37    1946       684.00       80.51      179.06      190.06      106.65      127.71
1983    38    1945       561.00       50.34      144.91      152.11       95.73      117.90
1983    39    1944       521.00       57.39      125.84      135.19       83.76      118.82
1983    40    1943       385.00       38.24       88.79       83.15       70.91      103.91
1983    41    1942       261.00       31.14       52.89       63.05       40.86       73.05
1983    42    1941       189.00       23.23       24.25       43.14       34.97       63.41
1983    43    1940       121.00       12.15       15.12       26.09       19.02       48.63
1983    44    1939        82.00        4.12       14.19       18.05        9.19       36.46
1983    45    1938        43.00        0.00        4.11        9.07        1.01       28.81
1983    46    1937         9.95        0.28        0.76        2.29        0.43        6.19
1983    47    1936         5.67        0.84        0.58        1.32        0.28        2.64
1983    48    1935         3.29        1.07        0.39        0.68        0.16        0.97
1983    49    1934         1.86        0.93        0.22        0.30        0.07        0.32
1983    50    1933         0.91        0.57        0.11        0.12        0.03        0.09
1983    51    1932         0.56        0.39        0.06        0.06        0.02        0.03
1983    52    1931         0.37        0.28        0.04        0.03        0.00        0.02
1983    53    1930         0.24        0.19        0.02        0.02        0.00        0.00
1983    54    1929         0.12        0.10        0.01        0.00        0.00        0.00
1983    55+   1928-        0.04        0.03        0.00        0.00        0.00        0.00
1984    12-   1972+        0.00        0.00        0.00        0.00        0.00        0.00
1984    13    1971         0.00        0.00        0.00        0.00        0.00        0.00
1984    14    1970         0.00        0.00        0.00        0.00        0.00        0.00
1984    15    1969        73.00       71.96        1.04        0.00        0.00        0.00
1984    16    1968       491.00      489.03        1.97        0.00        0.00        0.00
1984    17    1967      1718.00     1678.40       37.41        2.20        0.00        0.00
1984    18    1966      5202.00     5048.26      149.79        3.94        0.00        0.00
1984    19    1965     12418.00    11685.26      697.90       33.75        1.08        0.00
1984    20    1964     19705.00    17484.71     2105.43      111.89        2.99        0.00
1984    21    1963     23413.00    18764.10     4334.90      288.29       23.76        1.96
1984    22    1962     23996.00    16289.90     6997.64      634.17       65.40        8.88
1984    23    1961     23756.00    13264.53     9280.94     1027.26      163.56       19.71
1984    24    1960     21430.00     9563.08    10210.00     1385.74      212.18       59.00
1984    25    1959     19105.00     6778.98    10274.56     1656.76      315.90       78.80
1984    26    1958     15490.00     4229.27     9113.39     1701.55      345.56      100.23
1984    27    1957     12703.00     2842.99     7528.65     1788.59      400.16      142.61
1984    28    1956     10678.00     2014.26     6251.53     1833.95      426.51      151.76
1984    29    1955      8662.00     1488.73     4826.96     1680.75      460.04      205.51
1984    30    1954      7115.00     1123.40     3634.91     1627.28      470.96      258.45
1984    31    1953      5651.00      799.40     2693.14     1496.35      406.36      255.75
1984    32    1952      4428.00      551.26     1985.90     1267.81      388.72      234.32
1984    33    1951      3556.00      451.01     1496.28     1039.32      353.00      216.39
1984    34    1950      2664.00      323.14      998.74      846.30      295.29      200.53
1984    35    1949      1826.00      191.65      605.11      586.29      257.09      185.86
1984    36    1948      1203.00      133.55      369.21      404.67      146.37      149.20
1984    37    1947       931.00       86.40      235.74      300.95      150.51      157.41
1984    38    1946       502.00       50.23      105.60      174.37       76.75       95.05
1984    39    1945       391.00       36.15       89.40      103.92       71.94       89.58
1984    40    1944       362.00       34.12       69.57      100.13       63.98       94.21
1984    41    1943       248.00       27.11       43.29       65.21       40.96       71.45
1984    42    1942       157.00       19.18       27.17       31.07       27.96       51.61
1984    43    1941       126.00        7.06       23.21       27.08       23.01       45.64
1984    44    1940        68.00        4.02        9.07       12.06       11.02       31.84
1984    45    1939        48.00        6.50        7.06        4.90        8.13       21.40
1984    46    1938         8.48        0.00        0.68        1.97        0.45        5.39
1984    47    1937         4.46        0.00        0.48        1.27        0.22        2.47
1984    48    1936         2.59        0.00        0.38        0.87        0.13        1.20
1984    49    1935         1.53        0.00        0.29        0.58        0.08        0.57
1984    50    1934         0.89        0.00        0.21        0.37        0.05        0.26
1984    51    1933         0.45        0.00        0.13        0.19        0.02        0.10
1984    52    1932         0.28        0.00        0.09        0.13        0.02        0.05
1984    53    1931         0.18        0.00        0.07        0.08        0.01        0.02
1984    54    1930         0.10        0.00        0.04        0.05        0.00        0.02
1984    55+   1929-        0.03        0.00        0.01        0.01        0.00        0.00
1985    12-   1973+        0.00        0.00        0.00        0.00        0.00        0.00
1985    13    1972         0.00        0.00        0.00        0.00        0.00        0.00
1985    14    1971         0.00        0.00        0.00        0.00        0.00        0.00
1985    15    1970        83.00       81.96        1.04        0.00        0.00        0.00
1985    16    1969       456.00      454.01        1.99        0.00        0.00        0.00
1985    17    1968      1562.00     1537.14       22.71        1.09        1.07        0.00
1985    18    1967      4708.00     4548.00      150.93        9.07        0.00        0.00
1985    19    1966     11296.00    10590.86      672.91       31.21        1.02        0.00
1985    20    1965     17847.00    15757.70     1962.34      119.98        5.98        1.00
1985    21    1964     21908.00    17320.38     4222.56      334.36       28.72        1.97
1985    22    1963     23759.00    16267.88     6725.66      677.41       79.21        8.84
1985    23    1962     23198.00    13084.05     8873.51     1080.43      143.35       16.68
1985    24    1961     22319.00     9841.41    10600.42     1624.34      217.54       35.30
1985    25    1960     19854.00     6761.43    10676.26     1992.76      350.04       73.52
1985    26    1959     17164.00     4482.99     9892.84     2249.12      412.55      126.49
1985    27    1958     13407.00     2851.98     7738.43     2209.31      451.25      156.03
1985    28    1957     10670.00     1824.87     6144.55     2063.79      439.44      197.36
1985    29    1956      8655.00     1369.87     4610.93     1982.76      486.18      205.27
1985    30    1955      7214.00     1021.80     3551.12     1917.53      457.00      266.56
1985    31    1954      5814.00      769.00     2576.96     1697.95      505.53      264.57
1985    32    1953      4618.00      511.64     1898.00     1544.00      400.20      264.16
1985    33    1952      3749.00      457.84     1386.80     1265.64      399.11      239.60
1985    34    1951      2906.00      299.85      972.07     1025.88      367.77      240.43
1985    35    1950      2140.00      220.51      676.37      738.36      275.67      229.08
1985    36    1949      1491.00      156.50      406.83      555.12      194.86      177.68
1985    37    1948       956.00       91.38      250.83      305.46      162.23      146.09
1985    38    1947       663.00       61.45      168.50      202.31      108.52      122.21
1985    39    1946       339.00       21.16       69.67       94.45       62.85       90.86
1985    40    1945       248.00       17.13       55.40       60.16       44.91       70.39
1985    41    1944       248.00       23.12       42.37       69.17       43.93       69.40
1985    42    1943       144.00       12.99       32.49       35.15       18.98       44.40
1985    43    1942       100.00       12.09       13.13       23.16       15.01       36.61
1985    44    1941        80.00        7.20       13.29       10.96        9.04       39.52
1985    45    1940        33.00        0.00        2.04       10.06        3.00       17.91
1985    46    1939         8.28        0.18        0.38        1.85        1.80        4.08
1985    47    1938         4.49        0.48        0.28        0.99        1.06        1.69
1985    48    1937         2.53        0.63        0.19        0.51        0.54        0.66
1985    49    1936         1.55        0.63        0.13        0.27        0.27        0.26
1985    50    1935         0.96        0.53        0.08        0.13        0.12        0.10
1985    51    1934         0.58        0.38        0.04        0.07        0.05        0.04
1985    52    1933         0.30        0.21        0.02        0.03        0.02        0.02
1985    53    1932         0.18        0.13        0.02        0.02        0.01        0.00
1985    54    1931         0.10        0.08        0.00        0.00        0.00        0.00
1985    55+   1930-        0.04        0.03        0.00        0.00        0.00        0.00
1986    12-   1974+        0.00        0.00        0.00        0.00        0.00        0.00
1986    13    1973         0.00        0.00        0.00        0.00        0.00        0.00
1986    14    1972         0.00        0.00        0.00        0.00        0.00        0.00
1986    15    1971        66.00       66.00        0.00        0.00        0.00        0.00
1986    16    1970       392.00      384.89        7.11        0.00        0.00        0.00
1986    17    1969      1376.00     1345.03       30.97        0.00        0.00        0.00
1986    18    1968      4153.00     4000.68      150.11        2.21        0.00        0.00
1986    19    1967     10341.00     9721.91      589.54       27.40        2.16        0.00
1986    20    1966     16485.00    14634.19     1746.16       97.71        6.95        0.00
1986    21    1965     20133.00    16094.33     3735.34      273.60       27.76        1.97
1986    22    1964     22466.00    15531.95     6243.59      614.27       67.34        8.84
1986    23    1963     23109.00    13213.91     8731.75     1006.04      138.65       18.66
1986    24    1962     21795.00     9955.21    10109.86     1446.47      229.55       53.93
1986    25    1961     20277.00     7209.09    10827.77     1826.59      350.84       62.71
1986    26    1960     17184.00     4647.17     9865.57     2098.21      430.20      142.85
1986    27    1959     14030.00     2921.75     8230.79     2223.84      504.47      149.15
1986    28    1958     10714.00     1923.21     6094.79     2054.99      475.28      165.73
1986    29    1957      8604.00     1393.51     4504.99     2044.30      474.78      186.43
1986    30    1956      7089.00     1026.56     3525.25     1862.82      444.48      229.89
1986    31    1955      5819.00      784.31     2714.62     1619.28      436.44      264.34
1986    32    1954      4668.00      564.22     1897.30     1436.46      453.41      316.60
1986    33    1953      3669.00      432.70     1340.98     1222.56      399.63      273.13
1986    34    1952      2934.00      304.38      986.04     1009.51      370.82      263.24
1986    35    1951      2250.00      234.11      683.04      799.31      312.56      220.99
1986    36    1950      1666.00      148.72      474.46      584.02      237.81      220.99
1986    37    1949      1157.00      115.56      268.05      388.28      213.35      171.77
1986    38    1948       673.00       70.42      150.10      219.30      101.76      131.42
1986    39    1947       456.00       46.45      102.72      141.39       77.65       87.77
1986    40    1946       233.00       14.11       49.62       56.17       44.92       68.18
1986    41    1945       167.00       13.12       22.18       44.21       33.00       54.49
1986    42    1944       153.00       12.11       20.15       49.12       31.99       39.64
1986    43    1943        98.00       10.01       10.04       26.29       22.16       29.51
1986    44    1942        65.00        7.06        9.09       15.05       11.00       22.80
1986    45    1941        31.00        2.01        5.28        7.05        3.93       12.74
1986    46    1940         6.80        0.59        0.00        0.77        2.11        3.34
1986    47    1939         3.92        0.50        0.00        0.50        1.31        1.61
1986    48    1938         2.16        0.39        0.00        0.32        0.73        0.73
1986    49    1937         1.26        0.31        0.00        0.21        0.40        0.34
1986    50    1936         0.79        0.25        0.00        0.15        0.23        0.18
1986    51    1935         0.50        0.19        0.00        0.10        0.13        0.09
1986    52    1934         0.30        0.13        0.00        0.06        0.07        0.04
1986    53    1933         0.15        0.07        0.00        0.03        0.03        0.02
1986    54    1932         0.08        0.04        0.00        0.02        0.02        0.01
1986    55+   1931-        0.03        0.01        0.00        0.00        0.00        0.00
1987    12-   1975+        0.00        0.00        0.00        0.00        0.00        0.00
1987    13    1974         0.00        0.00        0.00        0.00        0.00        0.00
1987    14    1973         0.00        0.00        0.00        0.00        0.00        0.00
1987    15    1972        68.00       68.00        0.00        0.00        0.00        0.00
1987    16    1971       347.00      344.66        2.34        0.00        0.00        0.00
1987    17    1970      1246.00     1224.65       21.35        0.00        0.00        0.00
1987    18    1969      3674.00     3564.77      108.12        1.11        0.00        0.00
1987    19    1968      9261.00     8683.59      557.94       19.47        0.00        0.00
1987    20    1967     15080.00    13305.74     1675.15       89.00        9.11        1.00
1987    21    1966     19031.00    15229.42     3529.24      252.52       18.84        0.99
1987    22    1965     21156.00    14645.24     5884.87      551.74       65.32        8.83
1987    23    1964     22788.00    13100.49     8476.70     1033.80      150.48       26.54
1987    24    1963     23241.00    10836.01    10754.65     1409.06      207.86       33.43
1987    25    1962     20883.00     7848.46    10777.99     1885.59      318.09       52.87
1987    26    1961     18309.00     5093.82    10462.80     2205.39      412.09      134.90
1987    27    1960     15285.00     3167.30     8947.13     2501.83      487.26      181.48
1987    28    1959     12288.00     2167.45     6852.07     2427.97      603.79      236.72
1987    29    1958      9254.00     1387.65     4963.61     2175.71      498.14      228.89
1987    30    1957      7606.00     1004.18     3771.21     2023.90      539.22      267.49
1987    31    1956      6102.00      731.12     2783.28     1826.93      482.17      278.51
1987    32    1955      5109.00      557.85     2113.33     1654.91      472.47      310.45
1987    33    1954      3909.00      434.95     1414.54     1372.00      426.14      261.38
1987    34    1953      3242.00      315.90     1072.14     1143.34      418.49      292.12
1987    35    1952      2587.00      247.52      771.47      942.10      373.15      252.74
1987    36    1951      1882.00      209.83      515.07      665.78      261.61      229.71
1987    37    1950      1405.00      123.51      346.87      486.10      229.99      218.51
1987    38    1949       897.00       83.32      181.86      306.70      169.29      155.84
1987    39    1948       502.00       47.29       94.88      149.46       94.72      115.65
