West Germany, Period fertility rates by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 04/02/2019
Year    ARDY   Cohort        ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
2011     27     1984      0.07395     0.04261     0.02295     0.00615     0.00163     0.00061
2011     28     1983      0.08380     0.04659     0.02719     0.00729     0.00190     0.00083
2011     29     1982      0.09197     0.04907     0.03111     0.00859     0.00218     0.00102
2011     30     1981      0.09760     0.05079     0.03357     0.00957     0.00250     0.00116
2011     31     1980      0.10128     0.04959     0.03608     0.01122     0.00299     0.00140
2011     32     1979      0.10002     0.04602     0.03740     0.01197     0.00309     0.00153
2011     33     1978      0.09397     0.03913     0.03762     0.01229     0.00324     0.00169
2011     34     1977      0.08759     0.03452     0.03550     0.01231     0.00345     0.00181
2011     35     1976      0.07878     0.02915     0.03214     0.01214     0.00345     0.00189
2011     36     1975      0.06820     0.02373     0.02742     0.01162     0.00342     0.00200
2011     37     1974      0.05596     0.01820     0.02240     0.01029     0.00318     0.00188
2011     38     1973      0.04336     0.01359     0.01708     0.00815     0.00286     0.00169
2011     39     1972      0.03330     0.01035     0.01268     0.00660     0.00226     0.00141
2011     40     1971      0.02433     0.00756     0.00920     0.00464     0.00173     0.00120
2011     41     1970      0.01626     0.00487     0.00584     0.00323     0.00135     0.00096
2011     42     1969      0.00949     0.00279     0.00332     0.00191     0.00088     0.00059
2011     43     1968      0.00544     0.00156     0.00184     0.00109     0.00052     0.00043
2011     44     1967      0.00284     0.00079     0.00091     0.00059     0.00026     0.00028
2011     45     1966      0.00145     0.00040     0.00038     0.00033     0.00016     0.00017
2011     46     1965      0.00066     0.00020     0.00016     0.00013     0.00008     0.00009
2011     47     1964      0.00028     0.00009     0.00008     0.00004     0.00003     0.00003
2011     48     1963      0.00016     0.00005     0.00004     0.00003     0.00001     0.00003
2011     49     1962      0.00010     0.00003     0.00004     0.00001     0.00001     0.00001
2011     50     1961      0.00007     0.00003     0.00001     0.00001     0.00001     0.00001
2011     51     1960      0.00006     0.00002     0.00001     0.00000     0.00001     0.00001
2011     52     1959      0.00004     0.00002     0.00001     0.00000     0.00000     0.00000
2011     53     1958      0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
2011     54     1957      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2011     55+    1956-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2012     12-    2000+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2012     13     1999      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2012     14     1998      0.00010     0.00010     0.00000     0.00000     0.00000     0.00000
2012     15     1997      0.00052     0.00052     0.00000     0.00000     0.00000     0.00000
2012     16     1996      0.00165     0.00161     0.00003     0.00000     0.00000     0.00000
2012     17     1995      0.00413     0.00398     0.00015     0.00000     0.00000     0.00000
2012     18     1994      0.00735     0.00678     0.00053     0.00004     0.00000     0.00000
2012     19     1993      0.01329     0.01173     0.00144     0.00010     0.00001     0.00000
2012     20     1992      0.01996     0.01658     0.00297     0.00038     0.00003     0.00000
2012     21     1991      0.02551     0.01954     0.00517     0.00069     0.00009     0.00001
2012     22     1990      0.03103     0.02229     0.00726     0.00125     0.00021     0.00002
2012     23     1989      0.03730     0.02504     0.00987     0.00198     0.00035     0.00007
2012     24     1988      0.04508     0.02865     0.01274     0.00299     0.00059     0.00011
2012     25     1987      0.05394     0.03331     0.01571     0.00376     0.00091     0.00025
2012     26     1986      0.06509     0.03843     0.01979     0.00515     0.00133     0.00039
2012     27     1985      0.07419     0.04271     0.02328     0.00600     0.00161     0.00059
2012     28     1984      0.08430     0.04671     0.02732     0.00759     0.00188     0.00079
2012     29     1983      0.09134     0.04897     0.03063     0.00856     0.00222     0.00095
2012     30     1982      0.10036     0.05236     0.03449     0.00980     0.00255     0.00114
2012     31     1981      0.10320     0.05074     0.03717     0.01099     0.00295     0.00137
2012     32     1980      0.10142     0.04689     0.03796     0.01184     0.00323     0.00149
2012     33     1979      0.09709     0.04094     0.03878     0.01244     0.00326     0.00168
2012     34     1978      0.08968     0.03501     0.03683     0.01263     0.00344     0.00177
2012     35     1977      0.08051     0.02952     0.03350     0.01204     0.00353     0.00192
2012     36     1976      0.07012     0.02438     0.02879     0.01155     0.00359     0.00181
2012     37     1975      0.05744     0.01838     0.02333     0.01051     0.00339     0.00183
2012     38     1974      0.04551     0.01385     0.01806     0.00901     0.00304     0.00154
2012     39     1973      0.03488     0.01044     0.01337     0.00706     0.00254     0.00147
2012     40     1972      0.02573     0.00794     0.00955     0.00509     0.00189     0.00125
2012     41     1971      0.01650     0.00500     0.00595     0.00322     0.00134     0.00098
2012     42     1970      0.01029     0.00304     0.00358     0.00201     0.00093     0.00073
2012     43     1969      0.00571     0.00167     0.00193     0.00111     0.00054     0.00046
2012     44     1968      0.00294     0.00086     0.00095     0.00057     0.00028     0.00028
2012     45     1967      0.00150     0.00043     0.00044     0.00028     0.00015     0.00021
2012     46     1966      0.00079     0.00023     0.00021     0.00015     0.00009     0.00011
2012     47     1965      0.00034     0.00013     0.00009     0.00004     0.00003     0.00004
2012     48     1964      0.00020     0.00008     0.00006     0.00002     0.00002     0.00002
2012     49     1963      0.00011     0.00005     0.00004     0.00001     0.00001     0.00000
2012     50     1962      0.00004     0.00001     0.00002     0.00001     0.00000     0.00000
2012     51     1961      0.00005     0.00002     0.00001     0.00001     0.00000     0.00001
2012     52     1960      0.00003     0.00001     0.00001     0.00001     0.00000     0.00001
2012     53     1959      0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2012     54     1958      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2012     55+    1957-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2013     12-    2001+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2013     13     2000      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2013     14     1999      0.00009     0.00009     0.00000     0.00000     0.00000     0.00000
2013     15     1998      0.00057     0.00056     0.00001     0.00000     0.00000     0.00000
2013     16     1997      0.00166     0.00161     0.00005     0.00000     0.00000     0.00000
2013     17     1996      0.00378     0.00360     0.00017     0.00001     0.00000     0.00000
2013     18     1995      0.00762     0.00699     0.00057     0.00006     0.00000     0.00000
2013     19     1994      0.01293     0.01148     0.00132     0.00012     0.00001     0.00000
2013     20     1993      0.01862     0.01531     0.00291     0.00035     0.00004     0.00001
2013     21     1992      0.02426     0.01850     0.00485     0.00077     0.00011     0.00002
2013     22     1991      0.02959     0.02138     0.00675     0.00127     0.00016     0.00004
2013     23     1990      0.03634     0.02434     0.00954     0.00203     0.00037     0.00006
2013     24     1989      0.04331     0.02754     0.01227     0.00283     0.00053     0.00014
2013     25     1988      0.05320     0.03274     0.01549     0.00381     0.00094     0.00023
2013     26     1987      0.06377     0.03868     0.01886     0.00477     0.00106     0.00040
2013     27     1986      0.07304     0.04241     0.02244     0.00605     0.00158     0.00056
2013     28     1985      0.08381     0.04674     0.02710     0.00715     0.00201     0.00081
2013     29     1984      0.09266     0.05020     0.03064     0.00861     0.00228     0.00092
2013     30     1983      0.09911     0.05254     0.03351     0.00941     0.00249     0.00117
2013     31     1982      0.10473     0.05225     0.03745     0.01096     0.00278     0.00129
2013     32     1981      0.10408     0.04871     0.03893     0.01178     0.00316     0.00151
2013     33     1980      0.09875     0.04231     0.03891     0.01231     0.00340     0.00183
2013     34     1979      0.09296     0.03681     0.03811     0.01252     0.00370     0.00181
2013     35     1978      0.08349     0.03117     0.03451     0.01257     0.00353     0.00171
2013     36     1977      0.07152     0.02469     0.02926     0.01225     0.00348     0.00184
2013     37     1976      0.05989     0.01957     0.02449     0.01069     0.00334     0.00180
2013     38     1975      0.04816     0.01492     0.01939     0.00918     0.00294     0.00173
2013     39     1974      0.03681     0.01125     0.01421     0.00722     0.00256     0.00157
2013     40     1973      0.02697     0.00829     0.01002     0.00534     0.00198     0.00134
2013     41     1972      0.01756     0.00531     0.00649     0.00346     0.00136     0.00094
2013     42     1971      0.01072     0.00314     0.00384     0.00215     0.00095     0.00065
2013     43     1970      0.00612     0.00189     0.00206     0.00111     0.00057     0.00049
2013     44     1969      0.00321     0.00096     0.00098     0.00066     0.00030     0.00030
2013     45     1968      0.00153     0.00052     0.00046     0.00026     0.00013     0.00016
2013     46     1967      0.00075     0.00023     0.00022     0.00015     0.00006     0.00008
2013     47     1966      0.00040     0.00013     0.00011     0.00006     0.00003     0.00007
2013     48     1965      0.00016     0.00007     0.00004     0.00002     0.00001     0.00002
2013     49     1964      0.00010     0.00004     0.00002     0.00002     0.00001     0.00001
2013     50     1963      0.00007     0.00003     0.00001     0.00001     0.00001     0.00001
2013     51     1962      0.00005     0.00002     0.00001     0.00001     0.00000     0.00001
2013     52     1961      0.00003     0.00001     0.00001     0.00001     0.00000     0.00000
2013     53     1960      0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
2013     54     1959      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2013     55+    1958-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014     12-    2002+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014     13     2001      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014     14     2000      0.00013     0.00013     0.00000     0.00000     0.00000     0.00000
2014     15     1999      0.00061     0.00060     0.00001     0.00000     0.00000     0.00000
2014     16     1998      0.00172     0.00168     0.00004     0.00000     0.00000     0.00000
2014     17     1997      0.00399     0.00383     0.00015     0.00001     0.00000     0.00000
2014     18     1996      0.00737     0.00664     0.00068     0.00005     0.00000     0.00000
2014     19     1995      0.01294     0.01123     0.00155     0.00015     0.00002     0.00000
2014     20     1994      0.01874     0.01544     0.00284     0.00042     0.00003     0.00001
2014     21     1993      0.02381     0.01784     0.00502     0.00080     0.00013     0.00002
2014     22     1992      0.02985     0.02099     0.00730     0.00129     0.00025     0.00004
2014     23     1991      0.03606     0.02385     0.00969     0.00203     0.00042     0.00007
2014     24     1990      0.04364     0.02764     0.01230     0.00288     0.00068     0.00013
2014     25     1989      0.05337     0.03327     0.01515     0.00379     0.00089     0.00027
2014     26     1988      0.06457     0.03907     0.01875     0.00510     0.00124     0.00042
2014     27     1987      0.07472     0.04367     0.02270     0.00602     0.00167     0.00066
2014     28     1986      0.08606     0.04926     0.02647     0.00754     0.00201     0.00077
2014     29     1985      0.09640     0.05303     0.03122     0.00872     0.00238     0.00105
2014     30     1984      0.10480     0.05586     0.03465     0.01013     0.00280     0.00137
2014     31     1983      0.10980     0.05612     0.03818     0.01127     0.00291     0.00133
2014     32     1982      0.10956     0.05181     0.04053     0.01243     0.00323     0.00156
2014     33     1981      0.10467     0.04577     0.04056     0.01313     0.00344     0.00177
2014     34     1980      0.09697     0.03879     0.03923     0.01344     0.00371     0.00180
2014     35     1979      0.08817     0.03258     0.03644     0.01345     0.00379     0.00192
2014     36     1978      0.07577     0.02697     0.03052     0.01258     0.00365     0.00205
2014     37     1977      0.06290     0.02079     0.02543     0.01120     0.00358     0.00191
2014     38     1976      0.05072     0.01587     0.02052     0.00951     0.00310     0.00171
2014     39     1975      0.03950     0.01205     0.01523     0.00776     0.00270     0.00176
2014     40     1974      0.02918     0.00898     0.01099     0.00561     0.00215     0.00144
2014     41     1973      0.01916     0.00565     0.00689     0.00384     0.00167     0.00110
2014     42     1972      0.01189     0.00348     0.00425     0.00244     0.00094     0.00079
2014     43     1971      0.00663     0.00206     0.00225     0.00122     0.00059     0.00052
2014     44     1970      0.00343     0.00095     0.00109     0.00067     0.00035     0.00037
2014     45     1969      0.00164     0.00053     0.00049     0.00030     0.00016     0.00015
2014     46     1968      0.00087     0.00032     0.00024     0.00015     0.00007     0.00009
2014     47     1967      0.00039     0.00014     0.00011     0.00008     0.00002     0.00004
2014     48     1966      0.00024     0.00010     0.00008     0.00003     0.00001     0.00002
2014     49     1965      0.00009     0.00004     0.00002     0.00001     0.00001     0.00001
2014     50     1964      0.00007     0.00003     0.00002     0.00001     0.00001     0.00001
2014     51     1963      0.00005     0.00002     0.00002     0.00001     0.00000     0.00001
2014     52     1962      0.00004     0.00001     0.00001     0.00000     0.00000     0.00000
2014     53     1961      0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
2014     54     1960      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2014     55+    1959-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015     12-    2003+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015     13     2002      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015     14     2001      0.00018     0.00017     0.00001     0.00000     0.00000     0.00000
2015     15     2000      0.00070     0.00069     0.00001     0.00000     0.00000     0.00000
2015     16     1999      0.00184     0.00178     0.00006     0.00000     0.00000     0.00000
2015     17     1998      0.00394     0.00369     0.00023     0.00001     0.00000     0.00000
2015     18     1997      0.00719     0.00642     0.00070     0.00006     0.00001     0.00000
2015     19     1996      0.01295     0.01095     0.00179     0.00020     0.00001     0.00000
2015     20     1995      0.01909     0.01524     0.00336     0.00042     0.00005     0.00001
2015     21     1994      0.02443     0.01807     0.00539     0.00082     0.00014     0.00001
2015     22     1993      0.02999     0.02053     0.00773     0.00144     0.00025     0.00004
2015     23     1992      0.03635     0.02358     0.00996     0.00229     0.00041     0.00011
2015     24     1991      0.04412     0.02766     0.01233     0.00317     0.00079     0.00018
2015     25     1990      0.05346     0.03344     0.01491     0.00386     0.00097     0.00029
2015     26     1989      0.06462     0.03862     0.01919     0.00507     0.00130     0.00044
2015     27     1988      0.07610     0.04420     0.02303     0.00651     0.00170     0.00065
2015     28     1987      0.08795     0.04981     0.02752     0.00773     0.00205     0.00083
2015     29     1986      0.09800     0.05428     0.03137     0.00884     0.00249     0.00101
2015     30     1985      0.10684     0.05671     0.03552     0.01050     0.00273     0.00138
2015     31     1984      0.11230     0.05704     0.03866     0.01159     0.00341     0.00160
2015     32     1983      0.11163     0.05332     0.04121     0.01215     0.00334     0.00161
2015     33     1982      0.10857     0.04663     0.04267     0.01371     0.00382     0.00173
2015     34     1981      0.10014     0.03987     0.04097     0.01360     0.00383     0.00188
2015     35     1980      0.09009     0.03356     0.03713     0.01354     0.00374     0.00213
2015     36     1979      0.07896     0.02729     0.03235     0.01329     0.00392     0.00211
2015     37     1978      0.06452     0.02082     0.02643     0.01148     0.00365     0.00214
2015     38     1977      0.05173     0.01640     0.02028     0.00991     0.00333     0.00181
2015     39     1976      0.04036     0.01222     0.01586     0.00785     0.00266     0.00177
2015     40     1975      0.03039     0.00926     0.01135     0.00604     0.00234     0.00141
2015     41     1974      0.02065     0.00624     0.00751     0.00404     0.00164     0.00122
2015     42     1973      0.01189     0.00342     0.00420     0.00234     0.00110     0.00083
2015     43     1972      0.00674     0.00204     0.00224     0.00127     0.00064     0.00054
2015     44     1971      0.00366     0.00115     0.00116     0.00073     0.00028     0.00034
2015     45     1970      0.00185     0.00060     0.00053     0.00035     0.00016     0.00021
2015     46     1969      0.00087     0.00029     0.00027     0.00014     0.00007     0.00009
2015     47     1968      0.00046     0.00018     0.00014     0.00005     0.00004     0.00005
2015     48     1967      0.00021     0.00010     0.00005     0.00002     0.00002     0.00002
2015     49     1966      0.00013     0.00006     0.00003     0.00001     0.00002     0.00001
2015     50     1965      0.00008     0.00004     0.00002     0.00001     0.00001     0.00001
2015     51     1964      0.00005     0.00003     0.00001     0.00000     0.00000     0.00001
2015     52     1963      0.00003     0.00002     0.00001     0.00000     0.00000     0.00000
2015     53     1962      0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2015     54     1961      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2015     55+    1960-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016     12-    2004+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016     13     2003      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016     14     2002      0.00016     0.00015     0.00000     0.00000     0.00000     0.00000
2016     15     2001      0.00070     0.00070     0.00000     0.00000     0.00000     0.00000
2016     16     2000      0.00210     0.00203     0.00007     0.00000     0.00000     0.00000
2016     17     1999      0.00461     0.00421     0.00037     0.00002     0.00000     0.00000
2016     18     1998      0.00867     0.00760     0.00095     0.00012     0.00000     0.00000
2016     19     1997      0.01547     0.01267     0.00246     0.00031     0.00004     0.00000
2016     20     1996      0.02131     0.01661     0.00393     0.00067     0.00010     0.00000
2016     21     1995      0.02825     0.02007     0.00670     0.00125     0.00020     0.00004
2016     22     1994      0.03385     0.02271     0.00883     0.00190     0.00036     0.00005
2016     23     1993      0.03892     0.02439     0.01100     0.00277     0.00063     0.00013
2016     24     1992      0.04698     0.02876     0.01331     0.00373     0.00094     0.00024
2016     25     1991      0.05599     0.03316     0.01645     0.00484     0.00117     0.00037
2016     26     1990      0.06805     0.04015     0.01992     0.00578     0.00161     0.00059
2016     27     1989      0.07981     0.04590     0.02382     0.00725     0.00198     0.00085
2016     28     1988      0.09177     0.05149     0.02835     0.00840     0.00243     0.00110
2016     29     1987      0.10337     0.05603     0.03319     0.00995     0.00286     0.00134
2016     30     1986      0.11216     0.05915     0.03710     0.01116     0.00322     0.00153
2016     31     1985      0.11880     0.05925     0.04124     0.01261     0.00373     0.00196
2016     32     1984      0.11859     0.05528     0.04409     0.01325     0.00388     0.00209
2016     33     1983      0.11320     0.04797     0.04497     0.01393     0.00411     0.00221
2016     34     1982      0.10592     0.04159     0.04330     0.01455     0.00427     0.00221
2016     35     1981      0.09597     0.03506     0.03948     0.01464     0.00452     0.00228
2016     36     1980      0.08418     0.02914     0.03415     0.01428     0.00422     0.00239
2016     37     1979      0.06946     0.02209     0.02825     0.01279     0.00409     0.00224
2016     38     1978      0.05534     0.01694     0.02219     0.01048     0.00353     0.00219
2016     39     1977      0.04366     0.01309     0.01681     0.00851     0.00318     0.00208
2016     40     1976      0.03241     0.00969     0.01211     0.00658     0.00237     0.00167
2016     41     1975      0.02175     0.00648     0.00775     0.00429     0.00180     0.00144
2016     42     1974      0.01349     0.00382     0.00475     0.00271     0.00125     0.00097
2016     43     1973      0.00779     0.00228     0.00271     0.00149     0.00068     0.00062
2016     44     1972      0.00411     0.00116     0.00138     0.00075     0.00040     0.00042
2016     45     1971      0.00200     0.00068     0.00057     0.00035     0.00020     0.00019
2016     46     1970      0.00113     0.00036     0.00032     0.00020     0.00011     0.00014
2016     47     1969      0.00051     0.00022     0.00014     0.00006     0.00003     0.00006
2016     48     1968      0.00029     0.00012     0.00010     0.00004     0.00002     0.00002
2016     49     1967      0.00018     0.00008     0.00005     0.00003     0.00001     0.00001
2016     50     1966      0.00012     0.00005     0.00003     0.00002     0.00001     0.00001
2016     51     1965      0.00008     0.00003     0.00002     0.00001     0.00001     0.00001
2016     52     1964      0.00005     0.00002     0.00001     0.00001     0.00000     0.00001
2016     53     1963      0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
2016     54     1962      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2016     55+    1961-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017     12-    2005+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017     13     2004      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017     14     2003      0.00013     0.00013     0.00000     0.00000     0.00000     0.00000
2017     15     2002      0.00056     0.00056     0.00001     0.00000     0.00000     0.00000
2017     16     2001      0.00175     0.00164     0.00010     0.00001     0.00000     0.00000
2017     17     2000      0.00386     0.00355     0.00029     0.00001     0.00000     0.00000
2017     18     1999      0.00747     0.00635     0.00102     0.00008     0.00001     0.00000
2017     19     1998      0.01350     0.01099     0.00218     0.00031     0.00003     0.00000
2017     20     1997      0.01891     0.01439     0.00388     0.00055     0.00009     0.00001
