East Germany, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 04/02/2019
Year    ARDY   Cohort        ASFR
1980     13     1967      0.00000
1980     14     1966      0.00000
1980     15     1965      0.00083
1980     16     1964      0.00447
1980     17     1963      0.01704
1980     18     1962      0.05233
1980     19     1961      0.11511
1980     20     1960      0.16906
1980     21     1959      0.19153
1980     22     1958      0.19522
1980     23     1957      0.18801
1980     24     1956      0.17303
1980     25     1955      0.15587
1980     26     1954      0.13483
1980     27     1953      0.11201
1980     28     1952      0.09226
1980     29     1951      0.07506
1980     30     1950      0.05976
1980     31     1949      0.04780
1980     32     1948      0.03874
1980     33     1947      0.02991
1980     34     1946      0.02385
1980     35     1945      0.01794
1980     36     1944      0.01357
1980     37     1943      0.00989
1980     38     1942      0.00787
1980     39     1941      0.00554
1980     40     1940      0.00378
1980     41     1939      0.00288
1980     42     1938      0.00201
1980     43     1937      0.00123
1980     44     1936      0.00073
1980     45     1935      0.00038
1980     46     1934      0.00025
1980     47     1933      0.00017
1980     48     1932      0.00010
1980     49     1931      0.00006
1980     50     1930      0.00003
1980     51     1929      0.00002
1980     52     1928      0.00001
1980     53     1927      0.00001
1980     54     1926      0.00000
1980     55+    1925-     0.00000
1981     12-    1969+     0.00000
1981     13     1968      0.00000
1981     14     1967      0.00000
1981     15     1966      0.00083
1981     16     1965      0.00435
1981     17     1964      0.01583
1981     18     1963      0.04662
1981     19     1962      0.10707
1981     20     1961      0.16198
1981     21     1960      0.18134
1981     22     1959      0.18552
1981     23     1958      0.18064
1981     24     1957      0.16627
1981     25     1956      0.15094
1981     26     1955      0.13205
1981     27     1954      0.10869
1981     28     1953      0.08915
1981     29     1952      0.07023
1981     30     1951      0.05893
1981     31     1950      0.04578
1981     32     1949      0.03729
1981     33     1948      0.02917
1981     34     1947      0.02272
1981     35     1946      0.01840
1981     36     1945      0.01275
1981     37     1944      0.00988
1981     38     1943      0.00671
1981     39     1942      0.00570
1981     40     1941      0.00351
1981     41     1940      0.00250
1981     42     1939      0.00189
1981     43     1938      0.00110
1981     44     1937      0.00078
1981     45     1936      0.00030
1981     46     1935      0.00017
1981     47     1934      0.00011
1981     48     1933      0.00007
1981     49     1932      0.00004
1981     50     1931      0.00002
1981     51     1930      0.00001
1981     52     1929      0.00001
1981     53     1928      0.00000
1981     54     1927      0.00000
1981     55+    1926-     0.00000
1982     12-    1970+     0.00000
1982     13     1969      0.00000
1982     14     1968      0.00000
1982     15     1967      0.00080
1982     16     1966      0.00427
1982     17     1965      0.01586
1982     18     1964      0.04683
1982     19     1963      0.10402
1982     20     1962      0.15915
1982     21     1961      0.17931
1982     22     1960      0.18471
1982     23     1959      0.17946
1982     24     1958      0.16672
1982     25     1957      0.15154
1982     26     1956      0.13083
1982     27     1955      0.10947
1982     28     1954      0.08964
1982     29     1953      0.07320
1982     30     1952      0.05916
1982     31     1951      0.04634
1982     32     1950      0.03779
1982     33     1949      0.03079
1982     34     1948      0.02415
1982     35     1947      0.01811
1982     36     1946      0.01475
1982     37     1945      0.01045
1982     38     1944      0.00755
1982     39     1943      0.00507
1982     40     1942      0.00369
1982     41     1941      0.00247
1982     42     1940      0.00152
1982     43     1939      0.00097
1982     44     1938      0.00044
1982     45     1937      0.00040
1982     46     1936      0.00008
1982     47     1935      0.00005
1982     48     1934      0.00003
1982     49     1933      0.00002
1982     50     1932      0.00001
1982     51     1931      0.00001
1982     52     1930      0.00000
1982     53     1929      0.00000
1982     54     1928      0.00000
1982     55+    1927-     0.00000
1983     12-    1971+     0.00000
1983     13     1970      0.00000
1983     14     1969      0.00000
1983     15     1968      0.00078
1983     16     1967      0.00369
1983     17     1966      0.01406
1983     18     1965      0.04334
1983     19     1964      0.09783
1983     20     1963      0.14963
1983     21     1962      0.17009
1983     22     1961      0.17646
1983     23     1960      0.17418
1983     24     1959      0.16545
1983     25     1958      0.14855
1983     26     1957      0.12893
1983     27     1956      0.10623
1983     28     1955      0.08639
1983     29     1954      0.07068
1983     30     1953      0.05666
1983     31     1952      0.04502
1983     32     1951      0.03695
1983     33     1950      0.02952
1983     34     1949      0.02290
1983     35     1948      0.01810
1983     36     1947      0.01367
1983     37     1946      0.01044
1983     38     1945      0.00758
1983     39     1944      0.00482
1983     40     1943      0.00345
1983     41     1942      0.00242
1983     42     1941      0.00140
1983     43     1940      0.00086
1983     44     1939      0.00059
1983     45     1938      0.00034
1983     46     1937      0.00008
1983     47     1936      0.00005
1983     48     1935      0.00003
1983     49     1934      0.00002
1983     50     1933      0.00001
1983     51     1932      0.00001
1983     52     1931      0.00000
1983     53     1930      0.00000
1983     54     1929      0.00000
1983     55+    1928-     0.00000
1984     12-    1972+     0.00000
1984     13     1971      0.00000
1984     14     1970      0.00000
1984     15     1969      0.00065
1984     16     1968      0.00424
1984     17     1967      0.01433
1984     18     1966      0.04081
1984     19     1965      0.09399
1984     20     1964      0.14249
1984     21     1963      0.16534
1984     22     1962      0.17179
1984     23     1961      0.16907
1984     24     1960      0.15791
1984     25     1959      0.14399
1984     26     1958      0.12577
1984     27     1957      0.10376
1984     28     1956      0.08574
1984     29     1955      0.06836
1984     30     1954      0.05635
1984     31     1953      0.04472
1984     32     1952      0.03535
1984     33     1951      0.02863
1984     34     1950      0.02226
1984     35     1949      0.01750
1984     36     1948      0.01359
1984     37     1947      0.01074
1984     38     1946      0.00769
1984     39     1945      0.00530
1984     40     1944      0.00336
1984     41     1943      0.00223
1984     42     1942      0.00146
1984     43     1941      0.00093
1984     44     1940      0.00048
1984     45     1939      0.00035
1984     46     1938      0.00007
1984     47     1937      0.00004
1984     48     1936      0.00002
1984     49     1935      0.00001
1984     50     1934      0.00001
1984     51     1933      0.00000
1984     52     1932      0.00000
1984     53     1931      0.00000
1984     54     1930      0.00000
1984     55+    1929-     0.00000
1985     12-    1973+     0.00000
1985     13     1972      0.00000
1985     14     1971      0.00000
1985     15     1970      0.00074
1985     16     1969      0.00405
1985     17     1968      0.01352
1985     18     1967      0.03929
1985     19     1966      0.08860
1985     20     1965      0.13508
1985     21     1964      0.15867
1985     22     1963      0.16838
1985     23     1962      0.16670
1985     24     1961      0.15956
1985     25     1960      0.14698
1985     26     1959      0.12985
1985     27     1958      0.10929
1985     28     1957      0.08753
1985     29     1956      0.06978
1985     30     1955      0.05718
1985     31     1954      0.04623
1985     32     1953      0.03670
1985     33     1952      0.03005
1985     34     1951      0.02349
1985     35     1950      0.01795
1985     36     1949      0.01435
1985     37     1948      0.01085
1985     38     1947      0.00768
1985     39     1946      0.00522
1985     40     1945      0.00338
1985     41     1944      0.00231
1985     42     1943      0.00130
1985     43     1942      0.00093
1985     44     1941      0.00060
1985     45     1940      0.00024
1985     46     1939      0.00006
1985     47     1938      0.00004
1985     48     1937      0.00002
1985     49     1936      0.00001
1985     50     1935      0.00001
1985     51     1934      0.00001
1985     52     1933      0.00000
1985     53     1932      0.00000
1985     54     1931      0.00000
1985     55+    1930-     0.00000
1986     12-    1974+     0.00000
1986     13     1973      0.00000
1986     14     1972      0.00000
1986     15     1971      0.00060
1986     16     1970      0.00349
1986     17     1969      0.01222
1986     18     1968      0.03596
1986     19     1967      0.08617
1986     20     1966      0.12924
1986     21     1965      0.15244
1986     22     1964      0.16303
1986     23     1963      0.16421
1986     24     1962      0.15701
1986     25     1961      0.14540
1986     26     1960      0.12761
1986     27     1959      0.10636
1986     28     1958      0.08754
1986     29     1957      0.07070
1986     30     1956      0.05730
1986     31     1955      0.04624
1986     32     1954      0.03721
1986     33     1953      0.02924
1986     34     1952      0.02359
1986     35     1951      0.01825
1986     36     1950      0.01403
1986     37     1949      0.01117
1986     38     1948      0.00766
1986     39     1947      0.00530
1986     40     1946      0.00360
1986     41     1945      0.00228
1986     42     1944      0.00143
1986     43     1943      0.00089
1986     44     1942      0.00061
1986     45     1941      0.00023
1986     46     1940      0.00005
1986     47     1939      0.00003
1986     48     1938      0.00002
1986     49     1937      0.00001
1986     50     1936      0.00001
1986     51     1935      0.00000
1986     52     1934      0.00000
1986     53     1933      0.00000
1986     54     1932      0.00000
1986     55+    1931-     0.00000
1987     12-    1975+     0.00000
1987     13     1974      0.00000
1987     14     1973      0.00000
1987     15     1972      0.00072
1987     16     1971      0.00314
1987     17     1970      0.01112
1987     18     1969      0.03241
1987     19     1968      0.07957
1987     20     1967      0.12494
1987     21     1966      0.14874
1987     22     1965      0.15995
1987     23     1964      0.16548
1987     24     1963      0.16521
1987     25     1962      0.15053
1987     26     1961      0.13142
1987     27     1960      0.11366
1987     28     1959      0.09316
1987     29     1958      0.07558
1987     30     1957      0.06247
1987     31     1956      0.04938
1987     32     1955      0.04066
1987     33     1954      0.03119
1987     34     1953      0.02588
1987     35     1952      0.02083
1987     36     1951      0.01531
1987     37     1950      0.01187
1987     38     1949      0.00868
1987     39     1948      0.00573
1987     40     1947      0.00389
1987     41     1946      0.00268
1987     42     1945      0.00154
1987     43     1944      0.00088
1987     44     1943      0.00043
1987     45     1942      0.00028
1987     46     1941      0.00005
1987     47     1940      0.00003
1987     48     1939      0.00002
1987     49     1938      0.00001
1987     50     1937      0.00001
1987     51     1936      0.00000
1987     52     1935      0.00000
1987     53     1934      0.00000
1987     54     1933      0.00000
1987     55+    1932-     0.00000
1988     12-    1976+     0.00000
1988     13     1975      0.00000
1988     14     1974      0.00000
1988     15     1973      0.00072
1988     16     1972      0.00354
1988     17     1971      0.01013
1988     18     1970      0.02894
1988     19     1969      0.07278
1988     20     1968      0.11620
1988     21     1967      0.14112
1988     22     1966      0.15258
1988     23     1965      0.15957
1988     24     1964      0.15754
1988     25     1963      0.14839
1988     26     1962      0.13184
1988     27     1961      0.10934
1988     28     1960      0.08968
1988     29     1959      0.07423
1988     30     1958      0.06036
1988     31     1957      0.04889
1988     32     1956      0.03840
1988     33     1955      0.03127
1988     34     1954      0.02519
1988     35     1953      0.01933
1988     36     1952      0.01528
1988     37     1951      0.01125
1988     38     1950      0.00824
1988     39     1949      0.00549
1988     40     1948      0.00403
1988     41     1947      0.00273
1988     42     1946      0.00156
1988     43     1945      0.00085
1988     44     1944      0.00045
1988     45     1943      0.00022
1988     46     1942      0.00004
1988     47     1941      0.00002
1988     48     1940      0.00001
1988     49     1939      0.00001
1988     50     1938      0.00001
1988     51     1937      0.00000
1988     52     1936      0.00000
1988     53     1935      0.00000
1988     54     1934      0.00000
1988     55+    1933-     0.00000
1989     12-    1977+     0.00000
1989     13     1976      0.00000
1989     14     1975      0.00000
1989     15     1974      0.00082
1989     16     1973      0.00319
1989     17     1972      0.00957
1989     18     1971      0.02797
1989     19     1970      0.06411
1989     20     1969      0.10450
1989     21     1968      0.12924
1989     22     1967      0.14305
1989     23     1966      0.15058
1989     24     1965      0.15233
1989     25     1964      0.14411
1989     26     1963      0.12605
1989     27     1962      0.10631
1989     28     1961      0.08755
1989     29     1960      0.06971
1989     30     1959      0.05703
1989     31     1958      0.04602
1989     32     1957      0.03773
1989     33     1956      0.02905
1989     34     1955      0.02353
1989     35     1954      0.01918
1989     36     1953      0.01453
1989     37     1952      0.01091
1989     38     1951      0.00810
1989     39     1950      0.00577
1989     40     1949      0.00382
1989     41     1948      0.00233
1989     42     1947      0.00142
1989     43     1946      0.00112
1989     44     1945      0.00043
1989     45     1944      0.00012
1989     46     1943      0.00006
1989     47     1942      0.00004
1989     48     1941      0.00002
1989     49     1940      0.00001
1989     50     1939      0.00001
1989     51     1938      0.00001
1989     52     1937      0.00000
1989     53     1936      0.00000
1989     54     1935      0.00000
1989     55+    1934-     0.00000
1990     12-    1978+     0.00000
1990     13     1977      0.00001
1990     14     1976      0.00057
1990     15     1975      0.00080
1990     16     1974      0.00341
1990     17     1973      0.00993
1990     18     1972      0.02812
1990     19     1971      0.06314
1990     20     1970      0.10494
1990     21     1969      0.12887
1990     22     1968      0.14091
1990     23     1967      0.14835
1990     24     1966      0.14788
1990     25     1965      0.13668
1990     26     1964      0.12029
1990     27     1963      0.09751
1990     28     1962      0.08138
1990     29     1961      0.06331
1990     30     1960      0.05189
1990     31     1959      0.04241
1990     32     1958      0.03227
1990     33     1957      0.02695
1990     34     1956      0.02104
1990     35     1955      0.01662
1990     36     1954      0.01247
1990     37     1953      0.00965
1990     38     1952      0.00768
1990     39     1951      0.00497
1990     40     1950      0.00393
1990     41     1949      0.00221
1990     42     1948      0.00156
1990     43     1947      0.00083
1990     44     1946      0.00066
1990     45     1945      0.00020
1990     46     1944      0.00005
1990     47     1943      0.00003
1990     48     1942      0.00002
1990     49     1941      0.00002
1990     50     1940      0.00001
1990     51     1939      0.00000
1990     52     1938      0.00000
1990     53     1937      0.00000
1990     54     1936      0.00000
1990     55+    1935-     0.00000
1991     12-    1979+     0.00000
1991     13     1978      0.00001
1991     14     1977      0.00066
1991     15     1976      0.00115
1991     16     1975      0.00397
1991     17     1974      0.01066
1991     18     1973      0.02272
1991     19     1972      0.05183
1991     20     1971      0.07659
1991     21     1970      0.09243
1991     22     1969      0.09774
1991     23     1968      0.09652
1991     24     1967      0.09413
1991     25     1966      0.08570
1991     26     1965      0.07366
1991     27     1964      0.05850
1991     28     1963      0.04584
1991     29     1962      0.03666
1991     30     1961      0.02946
1991     31     1960      0.02457
1991     32     1959      0.01945
1991     33     1958      0.01650
1991     34     1957      0.01261
1991     35     1956      0.01064
1991     36     1955      0.00880
1991     37     1954      0.00694
1991     38     1953      0.00546
1991     39     1952      0.00425
1991     40     1951      0.00305
1991     41     1950      0.00216
1991     42     1949      0.00135
1991     43     1948      0.00071
1991     44     1947      0.00047
1991     45     1946      0.00027
1991     46     1945      0.00014
1991     47     1944      0.00004
1991     48     1943      0.00002
1991     49     1942      0.00003
1991     50     1941      0.00001
1991     51     1940      0.00000
1991     52     1939      0.00000
1991     53     1938      0.00000
1991     54     1937      0.00000
1991     55+    1936-     0.00000
1992     12-    1980+     0.00000
1992     13     1979      0.00001
1992     14     1978      0.00038
1992     15     1977      0.00079
1992     16     1976      0.00328
1992     17     1975      0.00805
1992     18     1974      0.01954
1992     19     1973      0.03507
1992     20     1972      0.05501
1992     21     1971      0.07006
1992     22     1970      0.07446
1992     23     1969      0.07972
1992     24     1968      0.07879
1992     25     1967      0.07349
1992     26     1966      0.06536
1992     27     1965      0.05543
1992     28     1964      0.04494
1992     29     1963      0.03543
1992     30     1962      0.02952
1992     31     1961      0.02361
1992     32     1960      0.02053
1992     33     1959      0.01554
1992     34     1958      0.01334
1992     35     1957      0.01093
1992     36     1956      0.00837
1992     37     1955      0.00636
1992     38     1954      0.00529
1992     39     1953      0.00415
1992     40     1952      0.00303
1992     41     1951      0.00189
1992     42     1950      0.00117
1992     43     1949      0.00078
1992     44     1948      0.00044
1992     45     1947      0.00020
1992     46     1946      0.00012
1992     47     1945      0.00003
1992     48     1944      0.00002
1992     49     1943      0.00003
1992     50     1942      0.00001
1992     51     1941      0.00000
1992     52     1940      0.00000
1992     53     1939      0.00000
1992     54     1938      0.00000
1992     55+    1937-     0.00000
1993     12-    1981+     0.00000
1993     13     1980      0.00000
1993     14     1979      0.00028
1993     15     1978      0.00086
1993     16     1977      0.00234
1993     17     1976      0.00645
1993     18     1975      0.01372
1993     19     1974      0.02477
1993     20     1973      0.03961
1993     21     1972      0.05588
1993     22     1971      0.06427
1993     23     1970      0.06959
1993     24     1969      0.07126
1993     25     1968      0.07277
1993     26     1967      0.06692
1993     27     1966      0.05832
1993     28     1965      0.04876
1993     29     1964      0.03883
1993     30     1963      0.03112
1993     31     1962      0.02583
1993     32     1961      0.02023
1993     33     1960      0.01616
1993     34     1959      0.01414
1993     35     1958      0.01110
1993     36     1957      0.00860
1993     37     1956      0.00642
1993     38     1955      0.00499
1993     39     1954      0.00373
1993     40     1953      0.00278
1993     41     1952      0.00205
1993     42     1951      0.00134
1993     43     1950      0.00073
1993     44     1949      0.00048
1993     45     1948      0.00023
1993     46     1947      0.00009
1993     47     1946      0.00005
1993     48     1945      0.00002
1993     49     1944      0.00001
1993     50     1943      0.00000
1993     51     1942      0.00000
1993     52     1941      0.00000
1993     53     1940      0.00000
1993     54     1939      0.00000
1993     55+    1938-     0.00000
1994     12-    1982+     0.00000
1994     13     1981      0.00000
1994     14     1980      0.00028
1994     15     1979      0.00080
1994     16     1978      0.00264
1994     17     1977      0.00620
1994     18     1976      0.01114
1994     19     1975      0.02150
1994     20     1974      0.03266
1994     21     1973      0.04703
1994     22     1972      0.05908
1994     23     1971      0.06476
1994     24     1970      0.06833
1994     25     1969      0.07214
1994     26     1968      0.06881
1994     27     1967      0.06259
1994     28     1966      0.05460
1994     29     1965      0.04355
1994     30     1964      0.03548
1994     31     1963      0.02789
1994     32     1962      0.02217
1994     33     1961      0.01755
1994     34     1960      0.01461
1994     35     1959      0.01177
1994     36     1958      0.00907
1994     37     1957      0.00792
1994     38     1956      0.00562
1994     39     1955      0.00400
1994     40     1954      0.00346
1994     41     1953      0.00220
1994     42     1952      0.00151
1994     43     1951      0.00078
1994     44     1950      0.00056
1994     45     1949      0.00021
1994     46     1948      0.00015
1994     47     1947      0.00009
1994     48     1946      0.00004
1994     49     1945      0.00000
1994     50     1944      0.00000
1994     51     1943      0.00000
1994     52     1942      0.00000
1994     53     1941      0.00000
1994     54     1940      0.00000
1994     55+    1939-     0.00000
1995     12-    1983+     0.00000
1995     13     1982      0.00000
1995     14     1981      0.00027
1995     15     1980      0.00080
1995     16     1979      0.00266
1995     17     1978      0.00585
1995     18     1977      0.01104
1995     19     1976      0.01953
1995     20     1975      0.03174
1995     21     1974      0.04435
1995     22     1973      0.05734
1995     23     1972      0.06574
1995     24     1971      0.07355
1995     25     1970      0.07480
1995     26     1969      0.07699
1995     27     1968      0.07079
1995     28     1967      0.06470
1995     29     1966      0.05411
1995     30     1965      0.04337
1995     31     1964      0.03378
1995     32     1963      0.02773
1995     33     1962      0.02128
1995     34     1961      0.01591
1995     35     1960      0.01353
1995     36     1959      0.01154
1995     37     1958      0.00832
1995     38     1957      0.00622
1995     39     1956      0.00467
1995     40     1955      0.00287
1995     41     1954      0.00207
1995     42     1953      0.00162
1995     43     1952      0.00097
1995     44     1951      0.00054
1995     45     1950      0.00031
1995     46     1949      0.00015
1995     47     1948      0.00003
1995     48     1947      0.00003
1995     49     1946      0.00004
1995     50     1945      0.00000
1995     51     1944      0.00000
1995     52     1943      0.00000
1995     53     1942      0.00000
1995     54     1941      0.00000
1995     55+    1940-     0.00000
1996     12-    1984+     0.00000
1996     13     1983      0.00000
1996     14     1982      0.00033
1996     15     1981      0.00108
1996     16     1980      0.00319
1996     17     1979      0.00616
1996     18     1978      0.01169
1996     19     1977      0.01957
1996     20     1976      0.02973
1996     21     1975      0.04343
1996     22     1974      0.05858
1996     23     1973      0.07160
1996     24     1972      0.07990
1996     25     1971      0.08490
1996     26     1970      0.08658
1996     27     1969      0.08311
1996     28     1968      0.07621
1996     29     1967      0.06953
1996     30     1966      0.05461
1996     31     1965      0.04422
1996     32     1964      0.03447
1996     33     1963      0.02574
1996     34     1962      0.02035
1996     35     1961      0.01685
1996     36     1960      0.01281
1996     37     1959      0.00996
1996     38     1958      0.00719
1996     39     1957      0.00569
1996     40     1956      0.00433
1996     41     1955      0.00260
1996     42     1954      0.00169
1996     43     1953      0.00087
1996     44     1952      0.00065
1996     45     1951      0.00032
1996     46     1950      0.00005
1996     47     1949      0.00010
1996     48     1948      0.00000
1996     49     1947      0.00001
1996     50     1946      0.00000
1996     51     1945      0.00000
1996     52     1944      0.00000
1996     53     1943      0.00000
1996     54     1942      0.00000
1996     55+    1941-     0.00000
1997     12-    1985+     0.00000
1997     13     1984      0.00000
1997     14     1983      0.00024
1997     15     1982      0.00085
1997     16     1981      0.00283
1997     17     1980      0.00683
1997     18     1979      0.01167
1997     19     1978      0.02083
1997     20     1977      0.03003
1997     21     1976      0.04352
1997     22     1975      0.05610
1997     23     1974      0.07007
1997     24     1973      0.08323
1997     25     1972      0.09214
1997     26     1971      0.09398
1997     27     1970      0.09152
1997     28     1969      0.08841
1997     29     1968      0.07766
1997     30     1967      0.06510
1997     31     1966      0.05400
1997     32     1965      0.04200
1997     33     1964      0.03218
1997     34     1963      0.02517
1997     35     1962      0.01974
1997     36     1961      0.01549
1997     37     1960      0.01151
1997     38     1959      0.00909
1997     39     1958      0.00643
1997     40     1957      0.00445
1997     41     1956      0.00290
1997     42     1955      0.00181
1997     43     1954      0.00121
1997     44     1953      0.00047
1997     45     1952      0.00032
1997     46     1951      0.00011
1997     47     1950      0.00004
1997     48     1949      0.00000
1997     49     1948      0.00000
1997     50     1947      0.00000
1997     51     1946      0.00000
1997     52     1945      0.00000
1997     53     1944      0.00000
1997     54     1943      0.00000
1997     55+    1942-     0.00000
1998     12-    1986+     0.00000
1998     13     1985      0.00000
1998     14     1984      0.00024
1998     15     1983      0.00096
1998     16     1982      0.00284
1998     17     1981      0.00688
1998     18     1980      0.01299
1998     19     1979      0.02142
1998     20     1978      0.03238
1998     21     1977      0.04364
1998     22     1976      0.05468
1998     23     1975      0.06697
1998     24     1974      0.08188
1998     25     1973      0.09240
1998     26     1972      0.09738
1998     27     1971      0.09624
1998     28     1970      0.09024
1998     29     1969      0.08346
1998     30     1968      0.07372
1998     31     1967      0.06128
1998     32     1966      0.04734
1998     33     1965      0.03793
1998     34     1964      0.02900
1998     35     1963      0.02250
1998     36     1962      0.01675
1998     37     1961      0.01344
1998     38     1960      0.00951
1998     39     1959      0.00679
1998     40     1958      0.00484
1998     41     1957      0.00340
1998     42     1956      0.00202
1998     43     1955      0.00118
1998     44     1954      0.00055
1998     45     1953      0.00033
1998     46     1952      0.00019
1998     47     1951      0.00006
1998     48     1950      0.00003
1998     49     1949      0.00002
1998     50     1948      0.00000
1998     51     1947      0.00000
1998     52     1946      0.00000
1998     53     1945      0.00000
1998     54     1944      0.00000
1998     55+    1943-     0.00000
1999     12-    1987+     0.00000
1999     13     1986      0.00000
1999     14     1985      0.00024
1999     15     1984      0.00099
1999     16     1983      0.00319
1999     17     1982      0.00713
1999     18     1981      0.01349
1999     19     1980      0.02327
1999     20     1979      0.03343
1999     21     1978      0.04485
1999     22     1977      0.05483
1999     23     1976      0.06447
1999     24     1975      0.07754
1999     25     1974      0.09205
1999     26     1973      0.10446
1999     27     1972      0.10058
1999     28     1971      0.09585
1999     29     1970      0.08965
1999     30     1969      0.07888
1999     31     1968      0.06699
1999     32     1967      0.05538
1999     33     1966      0.04290
1999     34     1965      0.03385
1999     35     1964      0.02621
1999     36     1963      0.01959
1999     37     1962      0.01495
1999     38     1961      0.01100
1999     39     1960      0.00793
1999     40     1959      0.00572
1999     41     1958      0.00391
1999     42     1957      0.00246
1999     43     1956      0.00144
1999     44     1955      0.00064
1999     45     1954      0.00029
1999     46     1953      0.00012
1999     47     1952      0.00008
1999     48     1951      0.00005
1999     49     1950      0.00001
1999     50     1949      0.00000
1999     51     1948      0.00000
1999     52     1947      0.00000
1999     53     1946      0.00000
1999     54     1945      0.00000
1999     55+    1944-     0.00000
2000     12-    1988+     0.00000
2000     13     1987      0.00000
2000     14     1986      0.00027
2000     15     1985      0.00132
2000     16     1984      0.00337
2000     17     1983      0.00738
2000     18     1982      0.01457
2000     19     1981      0.02454
2000     20     1980      0.03419
2000     21     1979      0.04592
2000     22     1978      0.05494
2000     23     1977      0.06532
2000     24     1976      0.07798
2000     25     1975      0.09203
2000     26     1974      0.10171
2000     27     1973      0.10644
2000     28     1972      0.10244
2000     29     1971      0.09836
2000     30     1970      0.08733
2000     31     1969      0.07555
2000     32     1968      0.06282
2000     33     1967      0.04953
2000     34     1966      0.03903
2000     35     1965      0.03199
2000     36     1964      0.02253
2000     37     1963      0.01768
2000     38     1962      0.01197
2000     39     1961      0.00916
2000     40     1960      0.00639
2000     41     1959      0.00423
2000     42     1958      0.00278
2000     43     1957      0.00161
2000     44     1956      0.00081
2000     45     1955      0.00040
2000     46     1954      0.00016
2000     47     1953      0.00007
2000     48     1952      0.00002
2000     49     1951      0.00002
2000     50     1950      0.00001
2000     51     1949      0.00000
2000     52     1948      0.00000
2000     53     1947      0.00000
2000     54     1946      0.00000
2000     55+    1945-     0.00000
2001     12-    1989+     0.00000
2001     13     1988      0.00000
2001     14     1987      0.00033
2001     15     1986      0.00133
2001     16     1985      0.00388
2001     17     1984      0.00805
2001     18     1983      0.01537
2001     19     1982      0.02557
2001     20     1981      0.03383
2001     21     1980      0.04534
2001     22     1979      0.05284
2001     23     1978      0.06215
2001     24     1977      0.07425
2001     25     1976      0.08572
2001     26     1975      0.09679
2001     27     1974      0.10109
2001     28     1973      0.10206
2001     29     1972      0.09737
2001     30     1971      0.08834
2001     31     1970      0.07604
2001     32     1969      0.06424
2001     33     1968      0.05306
2001     34     1967      0.04254
2001     35     1966      0.03232
2001     36     1965      0.02432
2001     37     1964      0.01803
2001     38     1963      0.01319
2001     39     1962      0.00957
2001     40     1961      0.00699
2001     41     1960      0.00427
2001     42     1959      0.00267
2001     43     1958      0.00162
2001     44     1957      0.00085
2001     45     1956      0.00049
2001     46     1955      0.00014
2001     47     1954      0.00013
2001     48     1953      0.00002
2001     49     1952      0.00001
2001     50     1951      0.00000
2001     51     1950      0.00000
2001     52     1949      0.00000
2001     53     1948      0.00000
2001     54     1947      0.00000
2001     55+    1946-     0.00000
2002     12-    1990+     0.00000
2002     13     1989      0.00001
2002     14     1988      0.00045
2002     15     1987      0.00138
2002     16     1986      0.00412
2002     17     1985      0.00916
2002     18     1984      0.01460
2002     19     1983      0.02491
2002     20     1982      0.03284
2002     21     1981      0.04299
2002     22     1980      0.05066
2002     23     1979      0.06103
2002     24     1978      0.07061
2002     25     1977      0.08039
2002     26     1976      0.09149
2002     27     1975      0.09948
2002     28     1974      0.10248
2002     29     1973      0.09853
2002     30     1972      0.09151
2002     31     1971      0.08324
2002     32     1970      0.06776
2002     33     1969      0.05555
2002     34     1968      0.04546
2002     35     1967      0.03612
2002     36     1966      0.02601
2002     37     1965      0.02058
2002     38     1964      0.01428
2002     39     1963      0.00992
2002     40     1962      0.00701
2002     41     1961      0.00441
2002     42     1960      0.00269
2002     43     1959      0.00148
2002     44     1958      0.00104
2002     45     1957      0.00038
2002     46     1956      0.00015
2002     47     1955      0.00006
2002     48     1954      0.00003
2002     49     1953      0.00001
2002     50     1952      0.00000
2002     51     1951      0.00000
2002     52     1950      0.00000
2002     53     1949      0.00000
2002     54     1948      0.00000
2002     55+    1947-     0.00000
2003     12-    1991+     0.00000
2003     13     1990      0.00000
2003     14     1989      0.00037
2003     15     1988      0.00125
2003     16     1987      0.00385
2003     17     1986      0.00842
2003     18     1985      0.01511
2003     19     1984      0.02357
2003     20     1983      0.03251
2003     21     1982      0.04285
2003     22     1981      0.05145
2003     23     1980      0.05978
2003     24     1979      0.06922
2003     25     1978      0.07987
2003     26     1977      0.09076
2003     27     1976      0.09748
2003     28     1975      0.10347
2003     29     1974      0.10236
2003     30     1973      0.09464
2003     31     1972      0.08450
2003     32     1971      0.07156
2003     33     1970      0.06073
2003     34     1969      0.04863
2003     35     1968      0.03964
2003     36     1967      0.03033
2003     37     1966      0.02170
2003     38     1965      0.01570
2003     39     1964      0.01111
2003     40     1963      0.00743
2003     41     1962      0.00555
2003     42     1961      0.00301
2003     43     1960      0.00158
2003     44     1959      0.00099
2003     45     1958      0.00049
2003     46     1957      0.00022
2003     47     1956      0.00008
2003     48     1955      0.00006
2003     49     1954      0.00000
2003     50     1953      0.00001
2003     51     1952      0.00000
2003     52     1951      0.00000
2003     53     1950      0.00000
2003     54     1949      0.00000
2003     55+    1948-     0.00000
2004     12-    1992+     0.00000
2004     13     1991      0.00001
2004     14     1990      0.00040
2004     15     1989      0.00132
2004     16     1988      0.00385
2004     17     1987      0.00810
2004     18     1986      0.01481
2004     19     1985      0.02254
