Germany, Live births by birth cohort and age (horizontal parallelograms, age in completed years (ACY))
Last modified: 04/02/2019
Cohort  Age        Total
1939     38      7356.42
1939     39      5197.74
1939     40      3603.81
1939     41      2453.98
1939     42      1557.94
1939     43       885.16
1939     44       481.33
1939     45       226.20
1939     46       106.46
1939     47        63.68
1939     48        36.02
1939     49        20.31
1939     50         9.37
1939     51         5.58
1939     52         5.73
1939     53         3.44
1939     54         1.45
1939     55+        0.18
1940     12-           .
1940     13            .
1940     14            .
1940     15            .
1940     16      3962.38
1940     17     13777.19
1940     18     32402.87
1940     19     55352.21
1940     20     76634.08
1940     21     92067.78
1940     22    104620.15
1940     23    111631.23
1940     24    112048.35
1940     25    109637.40
1940     26    103111.19
1940     27     91715.85
1940     28     79305.09
1940     29     66223.16
1940     30     54539.79
1940     31     43646.24
1940     32     32952.25
1940     33     25817.72
1940     34     20714.92
1940     35     16214.56
1940     36     12694.29
1940     37      9542.64
1940     38      7029.27
1940     39      5213.45
1940     40      3696.13
1940     41      2459.44
1940     42      1505.62
1940     43       837.81
1940     44       455.34
1940     45       217.24
1940     46       107.84
1940     47        65.42
1940     48        37.36
1940     49        17.21
1940     50         9.48
1940     51        10.45
1940     52         6.60
1940     53         3.42
1940     54         1.50
1940     55+        0.19
1941     12-           .
1941     13            .
1941     14            .
1941     15       769.78
1941     16      3619.40
1941     17     13388.21
1941     18     31630.72
1941     19     53979.59
1941     20     72280.67
1941     21     87682.13
1941     22     99046.97
1941     23    102699.19
1941     24    103377.59
1941     25    100127.20
1941     26     91303.66
1941     27     80122.49
1941     28     67744.57
1941     29     56679.44
1941     30     46300.75
1941     31     35479.06
1941     32     28051.49
1941     33     22916.14
1941     34     18438.48
1941     35     14584.56
1941     36     11223.69
1941     37      8498.86
1941     38      6425.63
1941     39      4786.13
1941     40      3326.36
1941     41      2146.49
1941     42      1320.11
1941     43       764.59
1941     44       409.20
1941     45       193.31
1941     46       105.46
1941     47        63.30
1941     48        41.47
1941     49        22.40
1941     50        16.25
1941     51        11.00
1941     52         6.07
1941     53         3.29
1941     54         1.25
1941     55+        0.12
1942     12-           .
1942     13            .
1942     14       102.05
1942     15       696.96
1942     16      3440.09
1942     17     12159.63
1942     18     27606.52
1942     19     45129.87
1942     20     60644.15
1942     21     72683.66
1942     22     79427.47
1942     23     83167.46
1942     24     83239.17
1942     25     77491.82
1942     26     69288.04
1942     27     59491.76
1942     28     50559.18
1942     29     42541.19
1942     30     33668.38
1942     31     27331.07
1942     32     22760.45
1942     33     18828.23
1942     34     15338.18
1942     35     12072.14
1942     36      9359.05
1942     37      7443.52
1942     38      5699.91
1942     39      4120.25
1942     40      2807.85
1942     41      1772.62
1942     42      1081.71
1942     43       667.97
1942     44       374.43
1942     45       180.46
1942     46        90.36
1942     47        61.08
1942     48        39.01
1942     49        22.89
1942     50        14.30
1942     51         8.74
1942     52         5.06
1942     53         2.33
1942     54         0.99
1942     55+        0.17
1943     12-           .
1943     13         4.93
1943     14       104.26
1943     15       786.93
1943     16      4011.19
1943     17     13894.56
1943     18     29987.51
1943     19     48911.27
1943     20     65148.20
1943     21     76319.55
1943     22     83869.21
1943     23     86195.18
1943     24     82059.59
1943     25     74954.77
1943     26     65821.74
1943     27     56449.73
1943     28     48666.03
1943     29     39397.36
1943     30     32612.89
1943     31     27409.64
1943     32     22982.46
1943     33     19142.01
1943     34     15404.40
1943     35     12200.23
1943     36      9779.76
1943     37      7680.76
1943     38      5696.76
1943     39      4053.32
1943     40      2766.14
1943     41      1823.67
1943     42      1120.87
1943     43       636.66
1943     44       362.66
1943     45       190.41
1943     46        95.68
1943     47        50.50
1943     48        29.74
1943     49        20.76
1943     50        14.09
1943     51         8.95
1943     52         4.31
1943     53         2.36
1943     54         1.30
1943     55+        0.14
1944     12-        0.07
1944     13         4.79
1944     14       128.40
1944     15       993.27
1944     16      4780.62
1944     17     15043.14
1944     18     32076.79
1944     19     51620.20
1944     20     66505.51
1944     21     77532.85
1944     22     83683.97
1944     23     81825.86
1944     24     75621.16
1944     25     67481.91
1944     26     58994.93
1944     27     51545.18
1944     28     42561.72
1944     29     36144.04
1944     30     31345.76
1944     31     26781.61
1944     32     22516.90
1944     33     18363.09
1944     34     14975.34
1944     35     12374.25
1944     36      9973.06
1944     37      7617.25
1944     38      5513.92
1944     39      3815.15
1944     40      2658.87
1944     41      1838.75
1944     42      1183.53
1944     43       678.78
1944     44       375.25
1944     45       194.58
1944     46        91.78
1944     47        43.56
1944     48        26.49
1944     49        19.05
1944     50        13.41
1944     51         7.08
1944     52         4.21
1944     53         2.96
1944     54         1.01
1944     55+        0.10
1945     12-        0.05
1945     13         4.72
1945     14       119.67
1945     15       929.21
1945     16      3957.32
1945     17     12275.93
1945     18     25831.66
1945     19     40007.99
1945     20     51419.17
1945     21     59255.13
1945     22     60844.41
1945     23     56876.85
1945     24     51323.92
1945     25     46301.54
1945     26     41687.84
1945     27     35240.91
1945     28     30845.07
1945     29     27596.03
1945     30     24164.45
1945     31     20681.30
1945     32     17443.40
1945     33     14553.30
1945     34     12216.08
1945     35     10053.44
1945     36      7816.01
1945     37      5897.63
1945     38      4262.93
1945     39      3028.01
1945     40      2113.51
1945     41      1470.95
1945     42       964.31
1945     43       581.76
1945     44       335.56
1945     45       169.45
1945     46        78.64
1945     47        33.98
1945     48        15.49
1945     49        12.59
1945     50         7.98
1945     51         5.36
1945     52         4.08
1945     53         1.72
1945     54         0.53
1945     55+        0.05
1946     12-        0.08
1946     13         6.25
1946     14       157.54
1946     15      1114.70
1946     16      4833.67
1946     17     14712.85
1946     18     29793.76
1946     19     46855.89
1946     20     60057.17
1946     21     66200.96
1946     22     65230.93
1946     23     59655.52
1946     24     54152.35
1946     25     49467.03
1946     26     42923.42
1946     27     38859.97
1946     28     35045.77
1946     29     31324.40
1946     30     27636.90
1946     31     23418.58
1946     32     19580.83
1946     33     16604.11
1946     34     14017.84
1946     35     11167.17
1946     36      8517.73
1946     37      6351.88
1946     38      4627.45
1946     39      3467.33
1946     40      2551.85
1946     41      1762.50
1946     42      1118.13
1946     43       675.44
1946     44       356.65
1946     45       165.49
1946     46        85.86
1946     47        37.86
1946     48        17.02
1946     49        11.03
1946     50         9.05
1946     51         7.29
1946     52         3.37
1946     53         1.26
1946     54         0.70
1946     55+        0.14
1947     12-        0.09
1947     13         6.47
1947     14       168.71
1947     15      1207.62
1947     16      5279.48
1947     17     16422.48
1947     18     34204.31
1947     19     53378.03
1947     20     66444.44
1947     21     71417.00
1947     22     68590.15
1947     23     62810.17
1947     24     58245.57
1947     25     51414.95
1947     26     47122.34
1947     27     43728.37
1947     28     39974.65
1947     29     36073.39
1947     30     31332.57
1947     31     26796.68
1947     32     22977.73
1947     33     19363.34
1947     34     15847.43
1947     35     12381.51
1947     36      9476.37
1947     37      7174.21
1947     38      5417.36
1947     39      4110.50
1947     40      2961.12
1947     41      1965.63
1947     42      1239.92
1947     43       731.78
1947     44       381.99
1947     45       182.06
1947     46        82.61
1947     47        32.65
1947     48        17.10
1947     49        13.60
1947     50        11.48
1947     51         6.62
1947     52         2.69
1947     53         1.92
1947     54         1.26
1947     55+        0.11
1948     12-        0.10
1948     13         7.55
1948     14       172.69
1948     15      1248.83
1948     16      5590.74
1948     17     17481.29
1948     18     36185.80
1948     19     55291.89
1948     20     67535.90
1948     21     70284.70
1948     22     66764.63
1948     23     62642.15
1948     24     56605.83
1948     25     53322.61
1948     26     50436.09
1948     27     46888.27
1948     28     43585.68
1948     29     39235.18
1948     30     34214.98
1948     31     29843.62
1948     32     25539.34
1948     33     20830.19
1948     34     16606.82
1948     35     13065.46
1948     36     10194.23
1948     37      7935.44
1948     38      6125.76
1948     39      4635.55
1948     40      3320.89
1948     41      2224.20
1948     42      1388.22
1948     43       803.84
1948     44       439.19
1948     45       231.48
1948     46       100.42
1948     47        34.22
1948     48        14.37
1948     49        11.91
1948     50        10.28
1948     51         4.75
1948     52         3.78
1948     53         2.98
1948     54         0.89
1948     55+        0.11
1949     12-        0.10
1949     13         7.18
1949     14       173.83
1949     15      1333.31
1949     16      6113.27
1949     17     18849.12
1949     18     38451.77
1949     19     58791.79
1949     20     70075.58
1949     21     71108.83
1949     22     68350.22
1949     23     61916.99
1949     24     59253.56
1949     25     57835.20
1949     26     55360.98
1949     27     52284.45
1949     28     47874.55
1949     29     43037.27
1949     30     38202.39
1949     31     33275.44
1949     32     27746.22
1949     33     22102.53
1949     34     17652.06
1949     35     14247.38
1949     36     11531.37
1949     37      9173.77
1949     38      7061.67
1949     39      5288.92
1949     40      3748.14
1949     41      2411.89
1949     42      1500.32
1949     43       861.15
1949     44       443.30
1949     45       215.20
1949     46        97.99
1949     47        49.01
1949     48        23.41
1949     49        14.27
1949     50         8.41
1949     51         6.74
1949     52         5.69
1949     53         2.02
1949     54         1.01
1949     55+        0.15
1950     12-        0.10
1950     13         7.16
1950     14       169.90
1950     15      1328.20
1950     16      6010.05
1950     17     19000.49
1950     18     39803.91
1950     19     59911.49
1950     20     68801.69
1950     21     69254.10
1950     22     64428.62
1950     23     62962.47
1950     24     62766.91
1950     25     61439.96
1950     26     59544.57
1950     27     55500.26
1950     28     50369.94
1950     29     45944.65
1950     30     40769.38
1950     31     34602.44
1950     32     28360.55
1950     33     22710.43
1950     34     18603.18
1950     35     15422.47
1950     36     12616.40
1950     37     10113.58
1950     38      7609.85
1950     39      5659.73
1950     40      4080.35
1950     41      2641.72
1950     42      1635.87
1950     43       956.08
1950     44       527.36
1950     45       248.13
1950     46       122.18
1950     47        73.46
1950     48        36.79
1950     49        19.20
1950     50        12.34
1950     51         8.26
1950     52         3.31
1950     53         2.19
1950     54         1.24
1950     55+        0.18
1951     12-        0.10
1951     13         6.70
1951     14       161.20
1951     15      1251.16
1951     16      5925.49
1951     17     19573.40
1951     18     40381.10
1951     19     57794.32
1951     20     63394.68
1951     21     60897.06
1951     22     60365.92
1951     23     61010.23
1951     24     61388.26
1951     25     61490.96
1951     26     59002.40
1951     27     54750.44
1951     28     50739.98
1951     29     45902.62
1951     30     39764.54
1951     31     33036.83
1951     32     26993.58
1951     33     22303.80
1951     34     18961.98
1951     35     15981.24
1951     36     12928.10
1951     37     10229.91
1951     38      7708.76
1951     39      5530.14
1951     40      3855.93
1951     41      2509.99
1951     42      1530.92
1951     43       868.22
1951     44       465.47
1951     45       219.52
1951     46       102.32
1951     47        56.42
1951     48        31.96
1951     49        14.48
1951     50         8.95
1951     51         4.62
1951     52         3.48
1951     53         2.63
1951     54         1.35
1951     55+        0.18
1952     12-        0.09
1952     13         6.40
1952     14       161.89
1952     15      1275.49
1952     16      6245.53
1952     17     20214.14
1952     18     39913.10
1952     19     54276.80
1952     20     57212.93
1952     21     58205.45
1952     22     59928.88
1952     23     62401.76
1952     24     64512.78
1952     25     63651.30
1952     26     60527.99
1952     27     57351.03
1952     28     53162.37
1952     29     47283.09
1952     30     40315.49
1952     31     33281.95
1952     32     27965.15
1952     33     23948.99
1952     34     20684.04
1952     35     17341.89
1952     36     14025.36
1952     37     11061.71
1952     38      8159.12
1952     39      5892.60
1952     40      4090.10
1952     41      2638.40
1952     42      1641.38
1952     43       956.75
1952     44       530.39
1952     45       250.87
1952     46        98.50
1952     47        43.78
1952     48        19.98
1952     49         8.71
1952     50         5.24
1952     51         5.04
1952     52         4.36
1952     53         2.99
1952     54         1.36
1952     55+        0.16
1953     12-        0.09
1953     13         6.52
1953     14       173.79
1953     15      1344.19
1953     16      6639.10
1953     17     20980.44
1953     18     37625.64
1953     19     47504.26
1953     20     52884.72
1953     21     56273.09
1953     22     59401.27
1953     23     63162.37
1953     24     64350.27
1953     25     62821.61
1953     26     61010.01
1953     27     57696.50
1953     28     52304.28
1953     29     45902.18
1953     30     39332.08
1953     31     33620.99
1953     32     29130.83
1953     33     25532.26
1953     34     21843.07
1953     35     18123.96
1953     36     14296.39
1953     37     10777.41
1953     38      8034.62
1953     39      5885.36
1953     40      4046.87
1953     41      2650.93
1953     42      1635.64
1953     43       952.94
1953     44       533.12
1953     45       263.77
1953     46       101.73
1953     47        34.68
1953     48        22.11
1953     49        13.47
1953     50         5.60
1953     51         6.15
1953     52         5.01
1953     53         3.06
1953     54         1.24
1953     55+        0.16
1954     12-        0.09
1954     13         7.27
1954     14       182.63
1954     15      1531.75
1954     16      7458.66
1954     17     20714.60
1954     18     34030.09
1954     19     44781.28
1954     20     50852.88
1954     21     55382.69
1954     22     60670.80
1954     23     63652.44
1954     24     64459.99
1954     25     65181.99
1954     26     63318.93
1954     27     58451.15
1954     28     52352.24
1954     29     45648.69
1954     30     40308.44
1954     31     36020.60
1954     32     31856.47
1954     33     27199.10
1954     34     23079.60
1954     35     18964.28
1954     36     14937.33
1954     37     11392.43
1954     38      8454.85
1954     39      6124.75
1954     40      4260.67
1954     41      2854.77
1954     42      1872.93
1954     43      1094.61
1954     44       544.29
1954     45       257.23
1954     46       131.41
1954     47        56.89
1954     48        30.82
1954     49        13.76
1954     50         6.77
1954     51         7.44
1954     52         5.57
1954     53         2.89
1954     54         1.42
1954     55+        0.22
1955     12-        0.10
1955     13         7.23
1955     14       208.95
1955     15      1760.25
1955     16      7459.46
1955     17     18532.29
1955     18     31118.20
1955     19     42174.94
1955     20     49633.30
1955     21     55973.73
1955     22     60825.48
1955     23     63394.43
1955     24     65506.19
1955     25     66054.26
1955     26     62807.61
1955     27     57333.22
1955     28     51114.62
1955     29     45973.36
1955     30     42092.65
1955     31     38142.51
1955     32     33370.63
1955     33     28448.89
1955     34     24063.92
1955     35     19525.48
1955     36     15015.91
1955     37     11486.17
1955     38      8589.15
1955     39      6287.57
1955     40      4454.25
1955     41      3107.25
1955     42      1969.12
1955     43      1106.82
1955     44       572.01
1955     45       287.00
1955     46       132.99
1955     47        57.65
1955     48        29.73
1955     49        11.77
1955     50         8.19
1955     51         8.86
1955     52         5.31
1955     53         3.38
1955     54         1.87
1955     55+        0.25
1956     12-        0.10
1956     13         8.27
1956     14       250.35
1956     15      1898.17
1956     16      6938.64
1956     17     17056.68
1956     18     28955.46
1956     19     40627.20
1956     20     49863.07
1956     21     56284.54
1956     22     60839.39
1956     23     65092.15
1956     24     67427.21
1956     25     66438.93
1956     26     62544.95
1956     27     57197.33
1956     28     52470.55
1956     29     49104.48
1956     30     45601.26
1956     31     40959.55
1956     32     35916.38
1956     33     30518.24
1956     34     25084.36
1956     35     20016.93
1956     36     15875.15
1956     37     12112.46
1956     38      9185.28
1956     39      6977.98
1956     40      5130.51
1956     41      3413.83
1956     42      2094.83
1956     43      1220.14
1956     44       647.28
1956     45       311.19
1956     46       138.39
1956     47        74.25
1956     48        43.57
1956     49        20.26
1956     50        12.35
1956     51         9.16
1956     52         6.59
1956     53         4.77
1956     54         2.22
1956     55+        0.29
1957     12-        0.10
1957     13         9.67
1957     14       270.56
1957     15      1888.65
1957     16      6643.62
1957     17     15628.25
1957     18     27280.21
1957     19     39756.04
1957     20     48863.73
1957     21     55379.00
1957     22     61588.22
1957     23     65647.60
1957     24     66670.85
1957     25     65607.11
1957     26     61894.55
1957     27     57933.43
1957     28     55130.35
1957     29     52417.86
1957     30     48304.53
1957     31     43033.80
1957     32     37439.65
1957     33     31349.02
1957     34     25380.39
1957     35     20806.35
1957     36     16435.06
1957     37     12746.07
1957     38      9918.09
1957     39      7594.86
1957     40      5453.09
1957     41      3650.05
1957     42      2361.22
1957     43      1307.00
1957     44       675.66
1957     45       340.85
1957     46       152.84
1957     47        82.51
1957     48        51.94
1957     49        26.92
1957     50        16.49
1957     51        11.79
1957     52         9.79
1957     53         5.87
1957     54         2.55
1957     55+        0.33
1958     12-        0.11
1958     13        10.10
1958     14       275.53
1958     15      1769.61
1958     16      5826.88
1958     17     13980.55
1958     18     25929.79
1958     19     38986.54
1958     20     48779.31
1958     21     57007.18
1958     22     62855.23
1958     23     65283.63
1958     24     65939.53
1958     25     64523.93
1958     26     62550.78
1958     27     61081.23
1958     28     59036.65
1958     29     55449.00
1958     30     51023.19
1958     31     45111.18
1958     32     38321.10
1958     33     31735.26
1958     34     26634.57
1958     35     21504.84
1958     36     16969.97
1958     37     13572.97
1958     38     10927.33
1958     39      8265.33
1958     40      5715.49
1958     41      3793.18
1958     42      2395.70
1958     43      1398.17
1958     44       743.10
1958     45       358.23
1958     46       167.93
1958     47        73.29
1958     48        35.59
1958     49        27.04
1958     50        20.37
1958     51        17.57
1958     52        12.49
1958     53         6.93
1958     54         2.64
1958     55+        0.28
1959     12-        0.11
1959     13        10.49
1959     14       233.83
1959     15      1596.60
1959     16      5573.47
1959     17     13828.83
1959     18     26354.37
1959     19     40492.19
1959     20     52787.21
1959     21     61005.84
1959     22     64818.94
1959     23     66670.58
1959     24     66886.38
1959     25     66859.80
1959     26     67138.82
1959     27     66608.93
1959     28     63611.63
1959     29     59550.01
1959     30     54460.71
1959     31     47268.66
1959     32     39361.29
1959     33     33581.97
1959     34     28084.23
1959     35     23024.04
1959     36     18997.18
1959     37     15520.49
1959     38     12054.38
1959     39      8869.84
1959     40      6354.70
1959     41      4141.04
1959     42      2533.88
1959     43      1494.18
1959     44       792.32
1959     45       402.91
1959     46       187.10
1959     47        96.14
1959     48        59.46
1959     49        34.75
1959     50        28.38
1959     51        23.42
1959     52        15.57
1959     53         7.37
1959     54         2.54
1959     55+        0.33
1960     12-        0.11
1960     13         8.51
1960     14       215.84
1960     15      1502.52
1960     16      5302.11
1960     17     13591.03
1960     18     26429.65
1960     19     42408.93
1960     20     54412.23
1960     21     60538.57
1960     22     63975.27
1960     23     65044.29
1960     24     66545.14
1960     25     69464.31
1960     26     71008.12
1960     27     69759.63
1960     28     66940.61
1960     29     62649.52
1960     30     55678.07
1960     31     48073.74
1960     32     41855.14
1960     33     35387.92
1960     34     29754.18
1960     35     25452.95
1960     36     21404.72
1960     37     16978.75
1960     38     12846.80
1960     39      9792.01
1960     40      6927.65
1960     41      4463.64
1960     42      2804.57
1960     43      1630.95
1960     44       851.10
1960     45       434.78
1960     46       218.14
1960     47       114.10
1960     48        63.19
1960     49        43.01
1960     50        34.22
1960     51        27.06
1960     52        15.49
1960     53         6.82
1960     54         2.83
1960     55+        0.35
1961     12-        0.09
1961     13         8.26
1961     14       199.86
1961     15      1359.64
1961     16      4870.90
1961     17     12704.48
1961     18     26329.84
1961     19     42476.74
1961     20     52930.80
1961     21     58092.15
1961     22     60793.42
1961     23     63629.11
1961     24     68459.99
1961     25     72474.63
1961     26     73330.35
1961     27     72469.90
1961     28     69585.64
1961     29     63420.26
1961     30     55973.70
1961     31     49824.06
1961     32     43203.88
1961     33     37083.37
1961     34     32219.06
1961     35     28117.06
1961     36     23168.98
1961     37     17788.31
1961     38     13789.14
1961     39     10422.55
1961     40      7323.62
1961     41      4829.34
1961     42      2991.41
1961     43      1768.54
1961     44       976.79
1961     45       495.45
1961     46       231.70
1961     47       125.55
1961     48        78.46
1961     49        50.08
1961     50        33.75
1961     51        25.38
1961     52        14.93
1961     53         7.70
1961     54         3.11
1961     55+        0.38
1962     12-        0.09
1962     13         7.49
1962     14       177.62
1962     15      1246.31
1962     16      4672.37
1962     17     12726.05
1962     18     25526.59
1962     19     40090.33
1962     20     49262.44
1962     21     53435.72
1962     22     57366.87
1962     23     62464.34
1962     24     68417.29
1962     25     73059.16
1962     26     74733.79
1962     27     73485.16
1962     28     68306.25
1962     29     61503.01
1962     30     57308.53
1962     31     51106.09
1962     32     44621.79
1962     33     39504.39
1962     34     35160.63
1962     35     30005.84
1962     36     23920.16
1962     37     18815.95
1962     38     14468.06
1962     39     10761.42
1962     40      7763.50
1962     41      5126.64
1962     42      3248.90
1962     43      1918.96
1962     44      1044.73
1962     45       538.72
1962     46       256.81
1962     47       121.00
1962     48        72.41
1962     49        42.50
1962     50        28.97
1962     51        27.20
1962     52        16.51
1962     53         8.45
1962     54         3.35
1962     55+           .
1963     12-        0.09
1963     13         6.94
1963     14       166.44
1963     15      1205.65
1963     16      4608.00
1963     17     11998.86
1963     18     23768.32
1963     19     37029.43
1963     20     45621.50
1963     21     50825.01
1963     22     56882.15
1963     23     63952.43
1963     24     70030.89
1963     25     74876.33
1963     26     76426.88
1963     27     72493.37
1963     28     66945.51
1963     29     64351.64
1963     30     59836.02
1963     31     53384.67
1963     32     48747.02
1963     33     43892.63
1963     34     38130.39
1963     35     31777.96
1963     36     25789.05
1963     37     20304.09
1963     38     15498.88
1963     39     11622.00
1963     40      8297.40
1963     41      5529.63
1963     42      3567.96
1963     43      2146.22
1963     44      1178.43
1963     45       595.92
1963     46       291.72
1963     47       148.51
1963     48        88.52
1963     49        57.13
1963     50        42.13
1963     51        30.25
1963     52        19.07
1963     53         9.53
1963     54            .
1963     55+           .
1964     12-        0.08
1964     13         6.50
1964     14       189.27
1964     15      1317.48
1964     16      4403.91
1964     17     11025.45
1964     18     21457.67
1964     19     33298.48
1964     20     42021.56
1964     21     48710.87
1964     22     56015.35
1964     23     62717.79
1964     24     68730.45
1964     25     73523.10
1964     26     72707.44
1964     27     68895.28
1964     28     67411.51
1964     29     64943.40
1964     30     60675.98
1964     31     56830.72
1964     32     52624.35
1964     33     46156.45
1964     34     39356.98
1964     35     33202.60
1964     36     26880.67
1964     37     21029.19
1964     38     16315.04
1964     39     12611.17
1964     40      9012.20
1964     41      5935.53
1964     42      3805.59
1964     43      2279.81
1964     44      1279.73
1964     45       650.53
1964     46       304.03
1964     47       160.81
1964     48       101.54
1964     49        58.13
1964     50        42.69
1964     51        35.70
1964     52        21.85
1964     53            .
1964     54            .
1964     55+           .
1965     12-        0.08
1965     13         7.79
1965     14       188.98
1965     15      1183.84
1965     16      3860.82
1965     17      9259.44
1965     18     18369.68
1965     19     29718.18
1965     20     38639.80
1965     21     46105.46
1965     22     52982.00
1965     23     59290.21
1965     24     65616.65
1965     25     67265.07
1965     26     65563.08
1965     27     66690.90
1965     28     66128.57
1965     29     63936.79
1965     30     62363.17
1965     31     60050.44
1965     32     54085.98
1965     33     46767.11
1965     34     40416.55
1965     35     33814.78
1965     36     27607.14
1965     37     21926.92
1965     38     17207.86
1965     39     13305.63
1965     40      9504.98
1965     41      6452.08
1965     42      4112.21
1965     43      2435.19
1965     44      1356.49
1965     45       677.86
1965     46       306.59
1965     47       159.18
1965     48        85.51
1965     49        57.26
1965     50        52.97
1965     51        42.03
1965     52            .
1965     53            .
1965     54            .
1965     55+           .
1966     12-        0.09
1966     13         7.56
1966     14       157.15
1966     15      1042.18
1966     16      3246.37
1966     17      7931.50
1966     18     16402.28
1966     19     27559.93
1966     20     37047.11
1966     21     44376.64
1966     22     50212.27
1966     23     56860.47
1966     24     59894.87
1966     25     59902.35
1966     26     63181.25
1966     27     64665.52
1966     28     64812.17
1966     29     65850.81
1966     30     65851.48
1966     31     61394.14
1966     32     54150.32
1966     33     47979.71
1966     34     41377.11
1966     35     34643.63
1966     36     28679.55
1966     37     23025.23
1966     38     18218.22
1966     39     13943.93
1966     40     10240.14
1966     41      7050.58
1966     42      4402.85
1966     43      2513.10
1966     44      1374.66
1966     45       725.52
1966     46       380.97
1966     47       204.03
1966     48       117.69
1966     49        90.75
1966     50        71.44
1966     51            .
1966     52            .
1966     53            .
1966     54            .
1966     55+           .
1967     12-        0.08
1967     13         6.06
1967     14       151.90
1967     15       877.50
1967     16      2775.89
1967     17      7133.45
1967     18     15052.32
1967     19     25562.82
1967     20     34509.40
1967     21     40269.86
1967     22     46557.12
1967     23     50355.36
1967     24     51301.03
1967     25     55643.27
1967     26     58794.27
1967     27     60878.63
1967     28     64447.94
1967     29     66876.54
1967     30     64653.00
1967     31     59390.59
1967     32     54006.68
1967     33     47559.06
1967     34     41153.07
1967     35     35309.79
1967     36     29458.23
1967     37     23789.29
1967     38     18731.61
1967     39     14556.59
1967     40     10818.07
1967     41      7252.92
1967     42      4445.75
1967     43      2547.98
1967     44      1379.34
1967     45       712.31
1967     46       358.88
1967     47       188.21
1967     48       120.36
1967     49        91.88
1967     50            .
1967     51            .
1967     52            .
1967     53            .
1967     54            .
1967     55+           .
1968     12-        0.07
1968     13         6.19
1968     14       139.26
1968     15       828.40
1968     16      2605.16
1968     17      6583.28
1968     18     14082.62
1968     19     24401.54
1968     20     32114.45
1968     21     38837.09
1968     22     42824.34
1968     23     44132.91
1968     24     48481.56
1968     25     52470.46
1968     26     55349.69
1968     27     60006.07
1968     28     64468.25
1968     29     64962.65
1968     30     62025.15
1968     31     58355.21
1968     32     52775.45
1968     33     46418.22
1968     34     41154.51
1968     35     35926.16
1968     36     29693.60
1968     37     23720.79
1968     38     19212.31
1968     39     15342.69
1968     40     11297.63
1968     41      7463.41
1968     42      4592.17
1968     43      2632.45
1968     44      1420.51
1968     45       751.97
1968     46       403.32
1968     47       226.16
1968     48       135.00
1968     49            .
1968     50            .
1968     51            .
1968     52            .
1968     53            .
1968     54            .
1968     55+           .
1969     12-        0.07
1969     13         5.88
1969     14       127.05
1969     15       779.96
1969     16      2466.32
1969     17      6305.64
1969     18     13627.41
1969     19     22213.34
1969     20     30732.40
1969     21     36198.16
1969     22     37720.90
1969     23     40935.14
1969     24     44576.80
1969     25     48559.44
1969     26     54085.74
1969     27     59585.61
1969     28     61735.11
1969     29     60878.74
1969     30     59115.50
1969     31     55286.13
1969     32     50178.25
1969     33     45132.14
1969     34     40433.47
1969     35     35335.25
1969     36     29167.69
1969     37     23905.17
1969     38     19553.73
1969     39     15278.49
1969     40     11225.24
1969     41      7464.72
1969     42      4553.68
1969     43      2686.07
1969     44      1448.30
1969     45       754.39
1969     46       416.38
1969     47       227.08
1969     48            .
1969     49            .
1969     50            .
1969     51            .
1969     52            .
1969     53            .
1969     54            .
1969     55+           .
1970     12-        0.06
1970     13         5.21
1970     14       128.31
1970     15       733.26
1970     16      2345.93
1970     17      6111.52
1970     18     11827.42
1970     19     21107.02
1970     20     28916.89
1970     21     31402.17
1970     22     33979.19
1970     23     36885.81
1970     24     40494.13
1970     25     46346.50
1970     26     52443.05
1970     27     55137.99
1970     28     55985.04
1970     29     56657.08
1970     30     54571.12
1970     31     50839.87
1970     32     47257.33
1970     33     43547.95
1970     34     38813.04
1970     35     33398.07
1970     36     28784.31
1970     37     24252.54
1970     38     19344.53
1970     39     15075.32
1970     40     11113.48
1970     41      7312.89
1970     42      4550.35
1970     43      2653.75
1970     44      1465.45
1970     45       836.74
1970     46       459.96
1970     47            .
1970     48            .
1970     49            .
1970     50            .
1970     51            .
1970     52            .
1970     53            .
1970     54            .
1970     55+           .
1971     12-        0.06
1971     13         5.57
1971     14       119.60
1971     15       714.73
1971     16      2357.91
1971     17      5368.19
1971     18     11857.58
1971     19     20701.64
1971     20     25549.49
1971     21     28547.18
1971     22     31289.51
1971     23     34510.52
1971     24     39563.37
1971     25     45708.15
1971     26     49580.51
1971     27     51588.61
1971     28     53599.19
1971     29     53593.46
1971     30     51964.80
1971     31     49552.74
1971     32     46731.35
1971     33     43110.70
1971     34     38044.22
1971     35     33889.42
1971     36     29440.30
1971     37     24084.27
1971     38     19422.00
1971     39     15243.29
1971     40     10971.20
1971     41      7306.09
1971     42      4685.90
1971     43      2767.28
1971     44      1515.39
1971     45       832.24
1971     46            .
1971     47            .
1971     48            .
1971     49            .
1971     50            .
1971     51            .
1971     52            .
1971     53            .
1971     54            .
1971     55+           .
1972     12-        0.05
1972     13         4.64
1972     14       106.82
1972     15       705.42
1972     16      2060.52
1972     17      5322.79
1972     18     11437.12
1972     19     17456.91
1972     20     21702.74
1972     21     24802.04
1972     22     27702.06
1972     23     31955.53
1972     24     37397.33
1972     25     41517.96
1972     26     44097.80
1972     27     46716.18
1972     28     47991.52
1972     29     47744.65
1972     30     47233.80
1972     31     45944.21
1972     32     43313.33
1972     33     39193.90
1972     34     35882.74
1972     35     32949.75
1972     36     27993.42
