Germany, Live births by calendar year, age, birth cohort and birth order (Lexis triangles)
Last modified: 04/02/2019
Year   Age    Cohort           Total             B1             B2             B3             B4            B5p
2010    47      1963           93.20          28.67          25.60          15.73           7.91          15.30
2010    47      1962           44.53          14.77          14.62           3.76           4.53           6.84
2010    48      1962           38.47          13.23          12.38           3.24           3.47           6.16
2010    48      1961           32.56          11.95           8.34           3.97           1.61           6.68
2010    49      1961           29.44          11.05           7.66           4.03           1.39           5.32
2010    49      1960           19.33           7.39           6.15           3.13           1.14           1.52
2010    50      1960           17.67           6.61           5.85           2.87           0.86           1.48
2010    50      1959           13.67           4.47           4.46           1.89           0.30           2.54
2010    51      1959           12.51           3.94           4.04           1.64           0.23           2.67
2010    51      1958            8.44           2.65           2.74           1.05           0.14           1.87
2010    52      1958            7.17           2.31           2.38           0.89           0.12           1.48
2010    52      1957            4.32           1.53           1.51           0.54           0.07           0.66
2010    53      1957            3.53           1.30           1.26           0.44           0.06           0.46
2010    53      1956            1.99           0.80           0.73           0.25           0.04           0.17
2010    54      1956            1.42           0.59           0.52           0.18           0.03           0.10
2010    54      1955            0.70           0.30           0.26           0.09           0.01           0.04
2010    55+        .            0.25           0.11           0.09           0.03           0.01           0.01
2011    12-        .            0.15           0.13           0.00           0.02           0.00           0.00
2011    13      1998            0.70           0.63           0.00           0.06           0.00           0.00
2011    13      1997           13.94          13.53           0.00           0.41           0.00           0.00
2011    14      1997           37.22          36.71           0.00           0.51           0.00           0.00
2011    14      1996          108.12         107.65           0.46           0.00           0.00           0.00
2011    15      1996          158.88         156.35           2.54           0.00           0.00           0.00
2011    15      1995          335.87         330.49           5.38           0.00           0.00           0.00
2011    16      1995          458.13         450.51           7.62           0.00           0.00           0.00
2011    16      1994          797.06         771.37          25.36           0.32           0.00           0.00
2011    17      1994         1025.94         982.63          42.64           0.68           0.00           0.00
2011    17      1993         1527.94        1418.90         103.43           5.32           0.28           0.00
2011    18      1993         1919.06        1750.10         155.57          11.68           1.72           0.00
2011    18      1992         2880.47        2570.84         284.93          22.74           1.82           0.14
2011    19      1992         3501.53        3080.16         385.07          33.26           2.18           0.86
2011    19      1991         4303.38        3626.50         596.82          72.13           6.57           1.36
2011    20      1991         4986.62        4109.50         764.18         100.87          10.43           1.64
2011    20      1990         6309.94        4969.91        1171.06         146.21          19.72           3.04
2011    21      1990         6915.06        5322.09        1384.94         177.79          26.28           3.96
2011    21      1989         7557.37        5550.05        1688.71         270.30          41.45           6.85
2011    22      1989         8171.63        5863.95        1913.29         331.70          53.55           9.15
2011    22      1988         9324.10        6389.58        2372.64         456.69          89.55          15.64
2011    23      1988        10155.90        6828.42        2653.36         539.31         113.45          21.36
2011    23      1987        11084.80        7256.34        2960.06         672.04         154.24          42.12
2011    24      1987        12032.20        7779.66        3249.94         766.96         180.76          54.88
2011    24      1986        13418.79        8515.39        3716.29         909.01         214.83          63.27
2011    25      1986        14386.21        9028.61        4033.71        1011.99         239.17          72.73
2011    25      1985        15222.58        9291.49        4371.40        1182.83         276.33         100.53
2011    26      1985        16437.42        9910.51        4787.60        1309.17         310.67         119.47
2011    26      1984        17404.47       10272.45        5252.14        1376.59         359.59         143.69
2011    27      1984        18417.53       10745.55        5650.86        1468.41         391.41         161.31
2011    27      1983        19682.60       11208.01        6231.59        1625.01         426.96         191.03
2011    28      1983        21020.40       11789.99        6777.41        1772.99         465.04         214.97
2011    28      1982        22219.88       11976.56        7479.62        1987.00         521.74         254.95
2011    29      1982        23139.12       12291.44        7898.38        2118.00         555.26         276.05
2011    29      1981        23537.46       12304.62        8132.83        2229.36         579.09         291.56
2011    30      1981        24415.54       12565.38        8537.17        2380.64         620.91         311.44
2011    30      1980        24595.42       12087.27        8865.56        2602.81         701.64         338.13
2011    31      1980        24980.58       11998.73        9148.44        2736.19         739.36         357.87
2011    31      1979        23265.56       10682.90        8802.18        2701.68         712.27         366.53
2011    32      1979        23328.44       10416.10        8999.82        2792.32         734.73         385.47
2011    32      1978        21365.91        8906.02        8636.84        2711.75         722.14         389.16
2011    33      1978        21748.09        8830.98        8903.16        2838.25         761.86         413.84
2011    33      1977        19934.59        7798.74        8228.03        2744.88         754.22         408.73
2011    34      1977        19857.41        7614.26        8214.97        2816.12         782.78         429.27
2011    34      1976        17660.31        6504.21        7295.26        2662.42         759.92         438.50
2011    35      1976        17590.69        6353.79        7242.74        2742.58         789.08         462.50
2011    35      1975        14934.32        5203.13        6071.80        2505.13         723.12         431.14
2011    36      1975        14836.68        5060.87        6005.20        2568.87         750.88         450.86
2011    36      1974        12621.63        4104.88        5075.69        2311.39         703.66         426.01
2011    37      1974        12308.37        3927.12        4926.31        2298.61         718.34         437.99
2011    37      1973         9885.54        3053.78        3917.67        1887.25         633.07         393.77
2011    38      1973         9626.46        2945.22        3785.33        1862.75         634.93         398.23
2011    38      1972         8128.82        2465.98        3128.24        1630.81         553.53         350.26
2011    39      1972         8185.18        2479.02        3132.76        1639.19         567.47         366.74
2011    39      1971         6729.87        2047.37        2573.63        1295.20         479.32         334.35
2011    40      1971         6319.13        1910.63        2386.37        1220.80         468.68         332.65
2011    40      1970         4747.49        1397.44        1711.28         952.92         398.25         287.59
2011    41      1970         4250.51        1239.56        1509.72         862.08         372.75         266.41
2011    41      1969         2995.02         863.14        1044.70         616.93         283.00         187.25
2011    42      1969         2706.98         774.86         933.30         559.07         260.00         179.75
2011    42      1968         1842.90         519.86         617.19         377.76         177.22         150.87
2011    43      1968         1609.10         450.14         529.81         331.24         154.78         143.13
2011    43      1967          994.52         273.92         317.66         206.35          94.04         102.55
2011    44      1967          845.48         231.08         259.34         179.65          82.96          92.45
2011    44      1966          545.22         146.25         148.53         125.00          60.63          64.81
2011    45      1966          443.78         119.75         116.47          99.00          52.37          56.19
2011    45      1965          236.98          65.23          57.74          46.41          31.87          35.72
2011    46      1965          189.02          53.77          47.26          34.59          25.13          28.28
2011    46      1964          104.54          32.84          30.79          15.85          12.38          12.68
2011    47      1964           87.46          28.16          25.21          13.15           9.62          11.32
2011    47      1963           55.31          18.12          12.52           9.11           4.91          10.64
2011    48      1963           48.69          15.88          11.48           7.89           4.09           9.36
2011    48      1962           33.94          10.36          11.34           4.96           2.60           4.69
2011    49      1962           30.06           9.64           9.66           4.04           2.40           4.31
2011    49      1961           20.64           8.12           4.19           2.14           2.07           4.13
2011    50      1961           19.36           7.88           3.81           1.86           1.93           3.87
2011    50      1960           16.55           6.83           4.10           1.48           1.45           2.68
2011    51      1960           15.49           6.49           4.10           1.36           1.28           2.26
2011    51      1959           10.91           4.72           3.17           0.95           0.81           1.26
2011    52      1959            9.40           4.14           2.84           0.83           0.66           0.94
2011    52      1958            5.32           2.43           1.70           0.48           0.32           0.39
2011    53      1958            4.26           1.97           1.39           0.39           0.24           0.26
2011    53      1957            2.34           1.11           0.79           0.22           0.12           0.11
2011    54      1957            1.64           0.78           0.56           0.16           0.08           0.07
2011    54      1956            0.80           0.39           0.27           0.08           0.03           0.03
2011    55+        .            0.29           0.14           0.10           0.03           0.01           0.01
2012    12-        .            0.15           0.14           0.02           0.00           0.00           0.00
2012    13      1999            0.73           0.68           0.05           0.00           0.00           0.00
2012    13      1998           14.28          13.95           0.33           0.00           0.00           0.00
2012    14      1998           36.83          36.23           0.60           0.00           0.00           0.00
2012    14      1997          100.28          99.45           0.83           0.00           0.00           0.00
2012    15      1997          152.72         151.55           1.17           0.00           0.00           0.00
2012    15      1996          337.31         331.50           5.64           0.17           0.00           0.00
2012    16      1996          459.69         448.50          10.36           0.83           0.00           0.00
2012    16      1995          802.00         776.54          25.00           0.46           0.00           0.00
2012    17      1995         1016.00         976.46          39.00           0.54           0.00           0.00
2012    17      1994         1477.27        1371.90          98.49           6.88           0.00           0.00
2012    18      1994         1816.73        1652.10         149.51          15.12           0.00           0.00
2012    18      1993         2678.46        2367.93         289.10          20.77           0.65           0.00
2012    19      1993         3294.55        2862.08         399.90          28.23           4.35           0.00
2012    19      1992         4259.48        3561.43         618.69          73.11           6.25           0.00
2012    20      1992         4944.53        4042.59         786.31         107.89           7.75           0.00
2012    20      1991         5632.54        4360.17        1101.23         151.61          19.03           0.50
2012    21      1991         6343.48        4788.86        1331.77         191.39          27.97           3.50
2012    21      1990         7528.35        5460.40        1715.32         298.09          47.73           6.81
2012    22      1990         8168.67        5808.63        1932.68         358.91          60.27           8.19
2012    22      1989         8946.70        6120.15        2273.18         456.47          83.24          13.66
2012    23      1989         9763.33        6558.88        2550.82         534.53         101.76          17.34
2012    23      1988        11155.63        7225.02        3050.93         704.52         148.46          26.70
2012    24      1988        12207.40        7808.02        3382.06         803.48         179.54          34.30
2012    24      1987        13255.41        8407.91        3682.13         879.33         229.77          56.26
2012    25      1987        14422.63        9063.14        4042.87         978.67         266.23          71.74
2012    25      1986        15981.97        9743.84        4631.16        1188.83         320.41          97.74
2012    26      1986        17077.07       10277.22        5030.84        1302.17         351.59         115.26
2012    26      1985        17502.10       10303.50        5353.58        1338.13         365.26         141.63
2012    27      1985        18831.95       10946.56        5855.42        1468.87         397.73         163.37
2012    27      1984        19835.25       11188.73        6341.58        1680.82         434.11         190.00
2012    28      1984        20887.81       11623.33        6772.41        1817.18         466.89         208.00
2012    28      1983        21424.50       11630.23        7148.25        1913.71         508.27         224.04
2012    29      1983        22801.57       12230.85        7700.75        2070.28         552.73         246.96
2012    29      1982        24225.72       12722.41        8334.79        2274.41         603.28         290.82
2012    30      1982        25201.36       13015.67        8798.20        2427.59         643.72         316.18
2012    30      1981        24969.42       12318.99        9051.17        2578.35         683.95         336.96
2012    31      1981        25653.66       12368.09        9456.83        2735.65         731.05         362.04
2012    31      1980        24832.65       11421.97        9424.94        2814.31         781.25         390.18
2012    32      1980        24960.43       11182.10        9636.06        2919.69         810.75         411.82
2012    32      1979        22552.95        9536.20        9045.58        2814.41         749.07         407.70
2012    33      1979        22516.12        9254.86        9167.43        2896.59         771.93         425.30
2012    33      1978        20464.92        7949.07        8534.19        2787.47         775.76         418.44
2012    34      1978        20726.14        7853.99        8703.82        2902.53         820.24         445.56
2012    34      1977        18428.08        6691.51        7782.49        2716.67         786.77         450.64
2012    35      1977        18226.98        6494.54        7681.52        2771.33         814.23         465.36
2012    35      1976        15946.94        5517.74        6617.25        2600.12         788.92         422.91
2012    36      1976        15705.10        5312.30        6486.76        2650.88         817.08         438.09
2012    36      1975        12743.90        4058.30        5232.93        2301.59         731.66         419.43
2012    37      1975        12504.13        3901.73        5100.07        2323.41         750.34         428.57
2012    37      1974        10315.56        3140.32        4136.34        2014.82         670.83         353.27
2012    38      1974        10014.47        3012.71        3977.67        1989.18         675.17         359.73
2012    38      1973         8007.18        2349.51        3114.56        1620.59         578.76         343.76
2012    39      1973         7750.84        2274.50        2976.45        1577.41         569.24         353.24
2012    39      1972         6361.56        1907.90        2372.81        1303.52         463.62         313.71
2012    40      1972         6231.46        1875.11        2295.19        1269.48         467.38         324.29
2012    40      1971         4652.07        1400.36        1673.89         917.45         386.71         273.65
2012    41      1971         4248.94        1266.65        1510.11         840.55         367.29         264.35
2012    41      1970         3062.38         880.37        1059.10         626.90         284.23         211.77
2012    42      1970         2698.63         768.63         922.90         554.10         254.77         198.23
2012    42      1969         1846.70         521.94         620.54         374.29         175.11         154.82
2012    43      1969         1626.31         459.06         537.46         329.72         155.89         144.18
2012    43      1968         1023.35         291.18         324.34         208.82         100.63          98.37
2012    44      1968          877.65         247.82         271.66         178.18          88.37          91.63
2012    44      1967          533.86         145.70         156.67         104.96          56.80          69.74
2012    45      1967          449.14         122.30         128.33          88.04          49.20          61.26
2012    45      1966          281.74          76.31          76.53          56.63          33.37          38.90
2012    46      1966          228.26          66.69          61.47          43.37          26.63          30.10
2012    46      1965          117.57          44.47          30.46          18.14          11.70          12.80
2012    47      1965          100.43          39.53          26.54          13.86          10.30          10.20
2012    47      1964           73.35          27.82          21.14           7.75           9.47           7.17
2012    48      1964           63.65          25.18          19.86           6.25           7.53           4.83
2012    48      1963           39.83          18.45          14.81           3.20           2.85           0.53
2012    49      1963           31.17          13.55          12.19           2.80           2.15           0.47
2012    49      1962           12.44           3.14           5.40           1.97           1.07           0.85
2012    50      1962           11.56           2.86           4.60           2.03           0.93           1.15
2012    50      1961           14.39           4.79           3.87           2.62           0.79           2.31
2012    51      1961           14.72           5.24           3.51           2.68           0.71           2.58
2012    51      1960           11.57           4.57           2.46           2.08           0.48           1.98
2012    52      1960           10.31           4.30           2.17           1.83           0.40           1.61
2012    52      1959            6.17           2.81           1.37           1.06           0.23           0.70
2012    53      1959            5.07           2.39           1.16           0.84           0.18           0.49
2012    53      1958            2.67           1.33           0.66           0.42           0.09           0.17
2012    54      1958            1.86           0.94           0.47           0.28           0.07           0.10
2012    54      1957            0.91           0.47           0.24           0.13           0.03           0.04
2012    55+        .            0.33           0.17           0.09           0.05           0.01           0.01
2013    12-        .            0.13           0.13           0.00           0.00           0.00           0.00
2013    13      2000            0.63           0.63           0.00           0.00           0.00           0.00
2013    13      1999           12.28          12.28           0.00           0.00           0.00           0.00
2013    14      1999           32.96          32.96           0.00           0.00           0.00           0.00
2013    14      1998          104.11         103.69           0.42           0.00           0.00           0.00
2013    15      1998          160.89         158.31           2.58           0.00           0.00           0.00
2013    15      1997          329.55         319.52          10.03           0.00           0.00           0.00
2013    16      1997          456.45         440.48          15.97           0.00           0.00           0.00
2013    16      1996          767.24         734.02          32.67           0.55           0.00           0.00
2013    17      1996          958.76         909.98          45.33           3.45           0.00           0.00
2013    17      1995         1521.48        1402.88         108.80           9.65           0.15           0.00
2013    18      1995         1872.52        1701.12         157.20          13.35           0.85           0.00
2013    18      1994         2608.89        2313.24         268.75          26.03           0.88           0.00
2013    19      1994         3107.11        2710.76         359.25          35.97           1.12           0.00
2013    19      1993         3885.14        3221.96         589.36          67.64           5.79           0.39
2013    20      1993         4505.86        3637.04         760.64          94.36          11.21           2.61
2013    20      1992         5228.92        4002.38        1037.90         160.13          24.34           4.17
2013    21      1992         5873.08        4386.62        1239.10         208.87          33.66           4.83
2013    21      1991         6556.77        4727.22        1494.97         286.02          41.49           7.07
2013    22      1991         7376.23        5221.78        1744.03         350.98          50.51           8.93
2013    22      1990         8903.56        6056.24        2263.76         487.31          81.19          15.06
2013    23      1990         9722.44        6503.76        2535.24         563.69          99.81          19.94
2013    23      1989        10595.96        6896.71        2848.95         676.98         135.40          37.92
2013    24      1989        11586.04        7455.29        3154.05         765.02         162.60          49.08
2013    24      1988        13380.97        8465.29        3717.54         917.55         222.37          58.22
2013    25      1988        14666.03        9210.71        4113.46        1017.45         255.63          68.78
2013    25      1987        15875.42        9877.31        4528.35        1096.95         272.41         100.40
2013    26      1987        17101.58       10533.69        4936.65        1207.05         303.59         120.60
2013    26      1986        18139.92       10802.98        5389.93        1418.70         380.95         147.36
2013    27      1986        19191.08       11252.02        5801.07        1545.30         426.05         166.64
2013    27      1985        19776.59       11238.53        6252.66        1617.94         472.14         195.32
2013    28      1985        21188.41       11868.47        6818.34        1769.06         515.86         216.68
2013    28      1984        21845.61       11921.60        7226.15        1949.60         527.08         221.18
2013    29      1984        22863.39       12329.40        7656.85        2084.40         554.92         237.82
2013    29      1983        23283.30       12324.42        7941.10        2158.58         582.76         276.43
2013    30      1983        24582.70       12814.58        8509.90        2329.42         625.24         303.57
2013    30      1982        25413.90       12688.15        9156.68        2580.03         667.21         321.83
2013    31      1982        26139.10       12764.85        9585.32        2735.97         709.79         343.17
2013    31      1981        25244.72       11782.78        9537.05        2791.78         764.63         368.48
2013    32      1981        25635.28       11649.22        9852.95        2921.22         810.37         401.52
2013    32      1980        24222.54       10341.82        9666.18        2933.89         815.52         465.12
2013    33      1980        24148.46       10020.18        9774.82        3021.11         845.48         486.88
2013    33      1979        21628.35        8509.93        8952.20        2901.11         832.75         432.36
2013    34      1979        21467.65        8248.07        8946.80        2979.89         857.25         435.64
2013    34      1978        19206.36        7094.42        8051.92        2846.61         806.26         407.16
2013    35      1978        19254.64        6954.58        8072.08        2963.39         837.74         426.84
2013    35      1977        16604.88        5708.26        6902.09        2783.63         786.83         424.08
2013    36      1977        16188.12        5447.74        6708.91        2793.37         801.17         436.92
2013    36      1976        13684.83        4443.06        5655.32        2440.87         744.34         401.25
2013    37      1976        13349.17        4258.94        5488.68        2430.13         754.66         416.75
2013    37      1975        10725.63        3303.79        4345.03        2039.33         642.15         395.33
2013    38      1975        10433.37        3180.21        4177.97        2016.67         649.85         408.67
2013    38      1974         8395.68        2532.27        3263.63        1665.24         577.39         357.15
2013    39      1974         8061.32        2428.73        3088.37        1609.76         572.61         361.85
2013    39      1973         6324.95        1920.38        2346.86        1266.43         466.72         324.55
2013    40      1973         5946.05        1799.62        2189.14        1191.57         449.28         316.45
2013    40      1972         4439.07        1327.34        1630.13         889.51         350.64         241.45
2013    41      1972         4227.93        1251.66        1544.87         847.49         346.36         237.55
2013    41      1971         3057.15         876.28        1100.97         616.85         276.79         186.26
2013    42      1971         2726.85         784.72         970.03         542.15         251.21         178.74
2013    42      1970         1851.72         553.91         638.54         343.58         167.66         148.03
